ID,site,plotid,SamplingTime,Azimuth,slope,intersect_cm,large_cm,small_cm,length_m,decay,FieldNotes
,caples,129,1,W,26,23,39,15,3.2,2,
,caples,7,1,W,3,83,83,39,8.5,2,
,caples,129,1,W,26,23,20,11,1.05,1,
,caples,1,1,N,2,38,31,12,8.5,4,
,caples,1,1,E,5,,,,,,No CWD on transect
,caples,1,1,S,2,,,,,,No CWD on transect
,caples,1,1,W,5,68,90,67,27.3,3,
,caples,2,1,N,8,,,,,,No CWD on transect
,caples,2,1,E,14,,,,,,No CWD on transect
,caples,2,1,S,33,,,,,,No CWD on transect
,caples,2,1,W,5,,,,,,No CWD on transect
,caples,3,1,N,3,,,,,,No CWD on transect
,caples,3,1,E,12,,,,,,No CWD on transect
,caples,3,1,S,17,,,,,,No CWD on transect
,caples,3,1,W,8,,,,,,No CWD on transect
,caples,4,1,N,15,,,,,,No CWD on transect
,caples,4,1,E,2,,,,,,No CWD on transect
,caples,4,1,S,15,11,12,8,11.7,2,South transect in meadow
,caples,4,1,S,15,12,166,12,5.6,1,South transect in meadow
,caples,4,1,W,1,,,,,,No CWD on transect
,caples,5,1,N,5,46.5,53,38,13.5,1,
,caples,5,1,E,5,,,,,,No CWD on transect
,caples,5,1,S,5,,,,,,No CWD on transect
,caples,5,1,W,5,12.5,15,11,3.3,1,
,caples,6,1,N,23,,,,,,No CWD on transect
,caples,6,1,E,11,,,,,,No CWD on transect
,caples,6,1,S,10,,,,,,No CWD on transect
,caples,6,1,W,8,,,,,,No CWD on transect
,caples,7,1,N,3,26,34,29,5.9,2,See notes for more fuels.
,caples,7,1,N,3,23,26,18,18.9,1,
,caples,7,1,N,3,11,38,11,2.9,2,
,caples,7,1,E,6,3.5,14,4,9.4,1,
,caples,7,1,S,5,12,12,12,1.2,2,Mostly conumed log
,caples,7,1,S,5,30,34,12,18.7,1,Mostly unburned
,caples,7,1,S,5,14.5,22,10,2.9,5,
,caples,7,1,W,3,23,26,18,18.9,1,
,caples,8,1,N,11,83,83,39,8.5,2,
,caples,8,1,E,11,35,30,20,6,5,Charred
,caples,8,1,S,10,,,,,,No CWD on transect
,caples,8,1,W,17,40,20,15,14,3,Burned
,caples,9,1,N,23,,,,,,No CWD on transect
,caples,9,1,E,33,,,,,,No CWD on transect
,caples,9,1,S,23,,,,,,No CWD on transect
,caples,9,1,W,34,,,,,,No CWD on transect
,caples,10,1,N,5,,,,,,No CWD on transect
,caples,10,1,E,2,,,,,,No CWD on transect
,caples,10,1,S,5,,,,,,No CWD on transect
,caples,10,1,W,2,,,,,,No CWD on transect
,caples,11,1,N,11,,,,,,No CWD on transect
,caples,11,1,E,3,,,,,,No CWD on transect
,caples,11,1,S,2,,,,,,No CWD on transect
,caples,11,1,W,9,12,27,4,12.5,1,
,caples,12,1,N,5,,,,,,No CWD on transect
,caples,12,1,E,15,,,,,,No CWD on transect
,caples,12,1,S,5,27,27,5,24,3,
,caples,12,1,W,2,26,26,18,6,3,In three pieces
,caples,12,1,W,2,22,11,10,8,4,
,caples,13,1,N,21,11,10,6,373,2,
,caples,13,1,E,4,59.5,70,22,20.5,3,
,caples,13,1,S,21,,,,,,No CWD on transect
,caples,13,1,W,8,,,,,,No CWD on transect
,caples,14,1,N,13,8,2,12,5.3,3,Was fell with chainsaw
,caples,14,1,E,4,,,,,,No CWD on transect
,caples,14,1,S,25,,,,,,No CWD on transect
,caples,14,1,W,8,,,,,,No CWD on transect
,caples,15,1,N,35,,,,,,No CWD on transect
,caples,15,1,E,2,,,,,,No CWD on transect
,caples,15,1,S,49,,,,,,No CWD on transect
,caples,15,1,W,3,,,,,,No CWD on transect
,caples,18,1,N,41,,,,,,No CWD on transect
,caples,18,1,E,13,,,,,,No CWD on transect
,caples,18,1,S,28,,,,,,No CWD on transect
,caples,18,1,W,16,,,,,,No CWD on transect
,caples,20,1,N,2,,,,,,No CWD on transect
,caples,20,1,E,20,17,23,15,2.5,2,
,caples,20,1,E,20,11.5,12,8,0.55,5,
,caples,20,1,S,5,19.5,20,4,0.8,3,
,caples,20,1,W,36,,,,,,No CWD on transect
,caples,22,1,N,31,,,,,,No CWD on transect
,caples,22,1,E,30,,,,,,No CWD on transect
,caples,22,1,S,28,,,,,,No CWD on transect
,caples,22,1,W,12,,,,,,No CWD on transect
,caples,23,1,N,26,,,,,,No CWD on transect
,caples,23,1,E,3,,,,,,No CWD on transect
,caples,23,1,S,26,,,,,,No CWD on transect
,caples,23,1,W,9,,,,,,No CWD on transect
,caples,24,1,N,45,,,,,,No CWD on transect
,caples,24,1,E,25,40,40,28,4.4,4,Log on 2 pieces 7 .5 total for 2 peices.
,caples,24,1,S,54,,,,,,No CWD on transect
,caples,24,1,W,10,,,,,,No CWD on transect
,caples,26,1,N,10,,,,,,No CWD on transect
,caples,26,1,S,23,,,,,,No CWD on transect
,caples,26,1,W,24,,,,,,No CWD on transect
,caples,28,1,N,20,10.5,12,8,8.9,2,"Was recorded as 89, but must have been cm, not m."
,caples,28,1,E,18,,,,,,No CWD on transect
,caples,28,1,S,18,,,,,,No CWD on transect
,caples,28,1,W,12,,,,,,No CWD on transect
,caples,29,1,N,15,,,,,,No CWD on transect
,caples,29,1,E,1,23,39,15,3.2,1,
,caples,29,1,E,1,13,13,12,1.05,1,
,caples,29,1,E,1,17,18,5,3.7,1,
,caples,29,1,E,1,7,20,4,4,1,
,caples,29,1,E,1,6,25,5,2.5,1,
,caples,29,1,S,1,,,,,,No CWD on transect
,caples,29,1,W,2,23,20,11,1.05,2,
,caples,30,1,N,15,,,,,,No CWD on transect
,caples,30,1,E,7,16,37,7,6.4,3,
,caples,30,1,S,25,,,,,,No CWD on transect
,caples,30,1,W,3,,,,,,No CWD on transect
,caples,32,1,N,10,,,,,,No CWD on transect
,caples,32,1,E,1,,,,,,No CWD on transect
,caples,32,1,S,11,17,16,9,4.8,4,
,caples,32,1,S,11,42,50,16,3.5,3,
,caples,32,1,S,11,13,15,3,8,3,
,caples,32,1,W,4,,,,,,No CWD on transect
,caples,33,1,N,5,,,,,,No CWD on transect
,caples,33,1,E,7,,,,,,No CWD on transect
,caples,33,1,S,4,13,15,3,8,3,
,caples,33,1,W,4,,,,,,No CWD on transect
,caples,34,1,N,15,,,,,,No CWD on transect
,caples,34,1,E,12,10,10,2,3.2,2,
,caples,34,1,S,2,,,,,,No CWD on transect
,caples,34,1,W,26,,,,,,No CWD on transect
,caples,35,1,N,18,,,,,,No CWD on transect
,caples,35,1,E,17,,,,,,No CWD on transect
,caples,35,1,S,33,,,,,,No CWD on transect
,caples,35,1,W,18,,,,,,No CWD on transect
,caples,36,1,N,2,,,,,,No CWD on transect
,caples,36,1,E,1,,,,,,No CWD on transect
,caples,36,1,S,6,,,,,,No CWD on transect
,caples,36,1,W,1,17,28,8,13,4,
,caples,37,1,N,29,,,,,,No CWD on transect
,caples,37,1,E,11,13,10,17,2.2,3,
,caples,37,1,E,11,22.5,23,14,2.9,4,
,caples,37,1,S,16,,,,,,No CWD on transect
,caples,37,1,W,16,9,13,6,3.8,3,
,caples,65,1,N,11,24,18,11,4.8,3,2
,caples,65,1,N,11,25,44,25,4.2,2,
,caples,65,1,E,8,,,,,,No CWD on transect
,caples,65,1,S,4,,,,,,No CWD on transect
,caples,65,1,W,8,67,33,37,11.7,4,"Was recorded as 117, but must be 11.7m"
,caples,1,2,W,,53.8,60,48,2.7,2,PIJE
,caples,1,2,N,,24.6,16,15,8.4,3,ABCO
,caples,5,2,N,,9,17,7,9.3,1,CADE27
,caples,5,2,W,,33,36,33,2.1,1,PIJE
,caples,5,2,N,,38,51,32,13.1,1,PIJE
,caples,5,2,N,,11,10,6,1.5,3,PIJE
,caples,7,2,W,,71,72,66,9,3,SEENOTES
,caples,7,2,E,,18,31,18,1.7,3,UNKNCONIFER
,caples,7,2,S,,19,21,16,1.1,3,UNKNCONIFER
,caples,7,2,N,,21,26,24,9.2,3,SEENOTES
,caples,7,2,N,,23,19,11,1.92,2,CADE27
,caples,7,2,N,,20,25,18,5.4,2,CADE27
,caples,7,2,S,,26,21,12,1.6,4,ABCO
,caples,8,2,N,,19,22,13,5.12,2,CADE27
,caples,8,2,S,,22,24,20,2.27,1,PIJE
,caples,8,2,N,,27,24,17,3.92,3,CADE27
,caples,8,2,N,,11,11,9,1.6,2,CADE27
,caples,8,2,W,,48,29,24,12.1,3,CADE27
,caples,8,2,E,,51,31,23,8.3,4,CADE27
,caples,11,2,W,,10.5,23,4,10.2,2,ABCO
,caples,12,2,N,,21,32,8,4.8,3,CADE27
,caples,12,2,N,,23,36,7,23.6,2,ABCO
,caples,24,2,W,,10,14,7,4.9,2,ABCO
,caples,24,2,W,,14.4,16,12,1.54,2,ABCO
,caples,24,2,N,,10,11,0,3.63,1,ABCO
,caples,24,2,E,,28,47,36,2.8,3,CADE27
,caples,33,2,S,,14,16,2,9,1,CADE27
,caples,33,2,S,,11.8,13,11,3.9,2,PICO
,caples,36,2,W,,16.5,24,3,9.4,2,UNKNCONIFER
,caples,36,2,S,,30,2622,22,45.6,2,UNKNCONIFER
,caples,37,2,E,,22,60,13,2.8,2,PIJE
,caples,40,2,N,,20,60,9,9.1,3,ABMA
,caples,40,2,N,,43,60,7,11.3,3,ABMA
,caples,40,2,N,,14,23,4,5.9,3,ABMA
,caples,40,2,E,,19,22,1,5.2,2,ABMA
,caples,40,2,W,,20,27,6,4.56,3,ABMA
,caples,40,2,W,,14,18,1,4.1,2,ABMA
,caples,65,2,N,,28,36,22,3.43,3,PIJE
,caples,65,2,N,,21,10,9,4.9,2,PILA
,caples,65,2,W,,71,99,53,18.4,3,CADE27
,caples,82,2,S,,22,15,12,2.48,2,ABCO
,caples,82,2,W,,64,75,44,8.8,3,CADE27
,caples,100,2,S,,15,30,16,2.99,3,ABCO
,caples,103,2,S,,24,24,23,7.8,2,PIJE
,caples,103,2,S,,25,26,16,2.26,3,ABCO
,caples,105,2,W,,51,30,21,4.7,3,CADE27
,caples,117,2,S,,12,12,6,2.52,2,ABCO
,caples,118,2,E,,10,13,3,3.6,2,CADE27
,caples,118,2,E,,15,15,7,4.45,1,CADE27
,caples,118,2,W,,32,63,25,9.4,3,CADE27
,caples,129,2,W,,28,18,16,6.1,2,ABCO
