site,plot_id,year,species_id,status,lifeform,layer_code,percent,notes
frenchmeadows,fm19-12,2019,deldep,live,FB,,tr,
frenchmeadows,fm19-6,2019,delnut,live,FB,,tr,
frenchmeadows,fm10-1,2019,diho,live,FB,,tr,
frenchmeadows,fm10-10,2019,diho,live,FB,,tr,
frenchmeadows,fm10-11,2019,diho,live,FB,,tr,
frenchmeadows,fm10-12,2019,diho,live,FB,,tr,
frenchmeadows,fm10-14,2019,diho,live,FB,,tr,
frenchmeadows,fm10-14,2019,diho,dead,FB,,tr,
frenchmeadows,fm10-15,2019,diho,live,FB,,tr,
frenchmeadows,fm10-2,2019,diho,live,FB,,tr,
frenchmeadows,fm10-3,2019,diho,live,FB,,tr,
frenchmeadows,Fm10-4,2019,diho,live,FB,,tr,
frenchmeadows,Fm10-5,2019,diho,live,FB,,tr,
frenchmeadows,fm10-8,2019,diho,live,FB,,tr,
frenchmeadows,fm19-12,2019,diho,live,FB,,tr,
frenchmeadows,fm10-1,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-10,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-11,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-12,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-13,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-15,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-2,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-3,2019,elgl,live,GR,,tr,
frenchmeadows,Fm10-4,2019,elgl,live,GR,,tr,
frenchmeadows,Fm10-5,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-6,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-7,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-9,2019,elgl,live,GR,,tr,
frenchmeadows,fm19-8,2019,elgl,live,GR,,tr,
frenchmeadows,fm19-10,2019,elgl,live,GR,,tr,
frenchmeadows,fm19-11,2019,elgl,live,GR,,tr,
frenchmeadows,fm19-12,2019,elgl,live,GR,,tr,
frenchmeadows,fm10-13,2019,elmunk,live,GR,,tr,
frenchmeadows,fm19-8,2019,elmunk,live,GR,,tr,
frenchmeadows,fm19-9,2019,elsi,live,GR,,tr,
frenchmeadows,fm19-10,2019,elsi,live,GR,,tr,
frenchmeadows,fm19-11,2019,elsi,live,GR,,tr,
frenchmeadows,fm19-11,2019,elsi,live,GR,,tr,
frenchmeadows,fm10-10,2019,elymuslikeunk,live,GR,,tr,
frenchmeadows,fm10-10,2019,elymuslikeunk,live,GR,,tr,
frenchmeadows,fm10-11,2019,elymuslikeunk,live,GR,,0.5,
frenchmeadows,fm10-6,2019,elymuslikeunk,live,GR,,tr,
frenchmeadows,fm10-8,2019,elymuslikeunk,live,GR,,tr,
frenchmeadows,fm10-9,2019,elymuslikeunk,live,GR,,tr,
frenchmeadows,fm19-6,2019,erinud,live,FB,,tr,
frenchmeadows,fm19-7,2019,erinud,live,FB,,tr,
frenchmeadows,fm19-8,2019,erinud,live,FB,,tr,
frenchmeadows,fm19-9,2019,erinud,live,FB,,tr,
frenchmeadows,fm19-11,2019,erinud,live,FB,,tr,
frenchmeadows,fm19-9,2019,eriurs,live,FB,,tr,
frenchmeadows,fm19-6,2019,eriwri,live,FB,,tr,
frenchmeadows,fm19-6,2019,erla,live,FB,,tr,
frenchmeadows,fm19-13,2019,erla,live,FB,,tr,
frenchmeadows,fm19-2,2019,erycap,live,FB,,tr,
frenchmeadows,fm19-6,2019,erycap,live,FB,,tr,
frenchmeadows,fm19-7,2019,erycap,live,FB,,tr,
frenchmeadows,fm19-10,2019,erycap,live,FB,,tr,
frenchmeadows,fm19-11,2019,erycap,live,FB,,tr,
frenchmeadows,fm19-12,2019,erycap,live,FB,,tr,
frenchmeadows,fm19-13,2019,erycap,live,FB,,tr,
frenchmeadows,fm19-13,2019,fescue-like,live,GR,,tr,
frenchmeadows,fm10-11,2019,gaap,live,FB,,tr,
frenchmeadows,fm10-11,2019,gaer,live,FB,,tr,
frenchmeadows,fm10-13,2019,gaer,live,FB,,tr,
frenchmeadows,fm19-8,2019,gaer,live,FB,,tr,
frenchmeadows,fm10-11,2019,galtri,live,FB,,tr,
frenchmeadows,fm10-14,2019,galtri,live,FB,,tr,
frenchmeadows,fm10-15,2019,galtri,live,FB,,tr,
frenchmeadows,fm10-1,2019,goob,live,FB,,tr,
frenchmeadows,fm10-10,2019,goob,live,FB,,tr,
frenchmeadows,fm10-11,2019,goob,live,FB,,tr,
frenchmeadows,fm10-12,2019,goob,live,FB,,tr,
frenchmeadows,fm10-14,2019,goob,live,FB,,tr,
frenchmeadows,fm10-15,2019,goob,live,FB,,tr,
frenchmeadows,fm10-2,2019,goob,live,FB,,tr,
frenchmeadows,fm10-3,2019,goob,live,FB,,tr,
frenchmeadows,Fm10-4,2019,goob,live,FB,,tr,
frenchmeadows,Fm10-5,2019,goob,live,FB,,tr,
frenchmeadows,fm10-6,2019,goob,live,FB,,tr,
frenchmeadows,fm10-7,2019,goob,live,FB,,tr,
frenchmeadows,fm10-8,2019,goob,live,FB,,tr,
frenchmeadows,fm10-9,2019,goob,live,FB,,tr,
frenchmeadows,fm19-8,2019,goob,live,FB,,tr,
frenchmeadows,fm19-12,2019,goob,live,FB,,tr,
frenchmeadows,fm19-13,2019,goob,live,FB,,tr,
frenchmeadows,fm19-1,2019,grassspecies,live,GR,SM,tr,
frenchmeadows,fm19-2,2019,grassspecies,live,GR,,tr,
frenchmeadows,fm19-7,2019,hacvel,live,FB,,tr,
frenchmeadows,fm19-11,2019,hacvel,live,FB,,tr,
frenchmeadows,fm10-11,2019,haircap moss,live,FB,,tr,fb??
frenchmeadows,fm10-13,2019,hacvel,live,FB,,tr,
frenchmeadows,Fm19-4,2019,helcal,live,FB,,tr,
frenchmeadows,fm19-6,2019,helcal,live,FB,,2,
frenchmeadows,fm19-7,2019,helcal,live,FB,,tr,
frenchmeadows,fm19-8,2019,helcal,live,FB,,tr,
frenchmeadows,fm19-12,2019,helcal,live,FB,,tr,
frenchmeadows,fm19-13,2019,helcal,live,FB,,tr,
frenchmeadows,fm19-11,2019,helianthiusspecies,live,FB,,tr,just the basal leaves not flowering yet
frenchmeadows,fm10-1,2019,hial,live,FB,,tr,
frenchmeadows,fm10-10,2019,hial,live,FB,,tr,
frenchmeadows,fm10-11,2019,hial,live,FB,,tr,
frenchmeadows,fm10-11,2019,hial,live,FB,,1,
frenchmeadows,fm10-12,2019,hial,live,FB,,tr,
frenchmeadows,fm10-14,2019,hial,live,FB,,tr,
frenchmeadows,fm10-15,2019,hial,live,FB,,tr,
frenchmeadows,fm10-2,2019,hial,live,FB,,tr,
frenchmeadows,Fm10-4,2019,hial,live,FB,,tr,
frenchmeadows,Fm10-5,2019,hial,live,FB,,tr,
frenchmeadows,fm10-7,2019,hial,live,FB,,tr,
frenchmeadows,fm10-8,2019,hial,live,FB,,tr,
frenchmeadows,fm19-1,2019,hial,live,FB,,tr,
frenchmeadows,fm19-2,2019,hial,live,FB,,tr,
frenchmeadows,fm19-3,2019,hial,live,FB,,tr,
frenchmeadows,fm19-7,2019,hial,live,FB,,tr,
frenchmeadows,fm19-11,2019,hial,live,FB,,tr,
frenchmeadows,fm19-12,2019,hial,live,FB,,tr,
frenchmeadows,fm19-13,2019,hial,live,FB,,tr,
frenchmeadows,fm19-9,2019,hortri,live,FB,,tr,
frenchmeadows,fm19-9,2019,irha,live,FB,,tr,
frenchmeadows,fm19-11,2019,irha,live,FB,,tr,
frenchmeadows,fm10-12,2019,jula,live,FB,,1,
frenchmeadows,fm10-1,2019,kega,live,FB,,tr,
frenchmeadows,fm10-10,2019,kega,live,FB,,tr,
frenchmeadows,fm10-11,2019,kega,live,FB,,1,
frenchmeadows,fm10-13,2019,kega,live,FB,,tr,
frenchmeadows,fm10-15,2019,kega,live,FB,,tr,
frenchmeadows,fm10-3,2019,kega,live,FB,,tr,
frenchmeadows,Fm10-4,2019,kega,live,FB,,tr,
frenchmeadows,fm10-9,2019,kega,live,FB,,tr,
frenchmeadows,fm19-2,2019,kega,live,FB,,tr,
frenchmeadows,fm19-5,2019,kega,live,FB,,tr,
frenchmeadows,fm19-6,2019,kega,live,FB,,tr,
frenchmeadows,fm19-7,2019,kega,live,FB,,tr,
frenchmeadows,fm19-8,2019,kega,live,FB,,tr,
frenchmeadows,fm19-9,2019,kega,live,FB,,tr,
frenchmeadows,fm19-10,2019,kega,live,FB,,tr,
frenchmeadows,fm19-11,2019,kega,live,FB,,tr,
frenchmeadows,fm19-12,2019,kega,live,FB,,tr,
frenchmeadows,fm19-13,2019,kega,live,FB,,tr,
frenchmeadows,fm19-6,2019,leci,live,FB,,tr,
frenchmeadows,fm19-8,2019,leci,live,FB,,tr,
frenchmeadows,fm19-9,2019,leci,live,FB,,tr,
frenchmeadows,fm19-11,2019,leci,live,FB,,tr,
frenchmeadows,fm19-11,2019,liggra,live,FB,,tr,
frenchmeadows,fm10-13,2019,loin,live,SH,SL,tr,
frenchmeadows,fm10-13,2019,loin,live,SH,SM,tr,
frenchmeadows,fm10-13,2019,loin,live,SH,ST,tr,
frenchmeadows,fm19-7,2019,lomutr,live,FB,,tr,
frenchmeadows,Fm19-4,2019,luar,live,FB,,tr,
frenchmeadows,fm10-1,2019,lula,live,FB,,tr,
frenchmeadows,fm10-11,2019,lula,live,FB,,tr,
frenchmeadows,fm10-2,2019,lula,live,FB,,tr,
frenchmeadows,Fm10-4,2019,lula,live,FB,,tr,
frenchmeadows,Fm10-5,2019,lula,live,FB,,tr,
frenchmeadows,fm10-8,2019,lula,live,FB,,tr,
frenchmeadows,fm10-9,2019,lula,live,FB,,tr,
frenchmeadows,fm19-6,2019,lula,live,FB,,tr,
frenchmeadows,fm19-7,2019,lula,live,FB,,tr,
frenchmeadows,fm19-8,2019,lula,live,FB,,tr,
frenchmeadows,fm10-9,2019,lula ,live,FB,,tr,
frenchmeadows,fm19-11,2019,luparb,live,FB,,tr,
frenchmeadows,fm19-9,2019,lula,live,FB,,tr,
frenchmeadows,fm10-1,2019,luzcom,live,GR,,tr,
frenchmeadows,fm10-10,2019,luzcom,live,GR,,tr,
frenchmeadows,fm10-11,2019,luzcom,live,GR,,tr,
frenchmeadows,fm10-12,2019,luzcom,live,GR,,tr,
frenchmeadows,fm10-15,2019,luzcom,live,GR,,tr,
frenchmeadows,fm10-2,2019,luzcom,live,GR,,tr,
frenchmeadows,fm10-9,2019,luzcom,live,GR,,tr,
frenchmeadows,fm19-8,2019,luzcom,live,GR,,tr,
frenchmeadows,fm19-11,2019,madglo,live,FB,,tr,
frenchmeadows,fm10-1,2019,mara,live,FB,,tr,
frenchmeadows,fm10-10,2019,mara,live,FB,,tr,
frenchmeadows,fm10-15,2019,mara,live,FB,,tr,
frenchmeadows,Fm10-4,2019,mara,live,FB,,tr,
frenchmeadows,fm19-5,2019,mara,live,FB,,tr,
frenchmeadows,fm19-6,2019,mara,live,FB,,tr,
frenchmeadows,fm19-7,2019,mara,live,FB,,tr,
frenchmeadows,fm19-7,2019,mara,live,FB,,tr,
frenchmeadows,fm19-10,2019,mara,live,FB,,tr,
frenchmeadows,fm19-11,2019,mara,live,FB,,1,
frenchmeadows,fm19-12,2019,mara,live,FB,,tr,
frenchmeadows,fm10-11,2019,mimmos,live,FB,,tr,
frenchmeadows,fm10-9,2019,mimmos,live,FB,,tr,
frenchmeadows,fm19-11,2019,mimmos,live,FB,,tr,
frenchmeadows,fm19-12,2019,mimmos,live,FB,,tr,
frenchmeadows,fm19-6,2019,mito,live,FB,,tr,
frenchmeadows,fm10-14,2019,symo,live,SH,,tr,
frenchmeadows,fm10-15,2019,symo,live,SH,SL,tr,
frenchmeadows,Fm10-4,2019,symo,live,SH,SL,tr,
frenchmeadows,Fm10-5,2019,symo,live,SH,SL,tr,
frenchmeadows,fm19-7,2019,symo,live,SH,SL,tr,
frenchmeadows,fm10-6,2019,symo,live,SH,SL,tr,
frenchmeadows,fm10-7,2019,symo,live,SH,SL,tr,
frenchmeadows,fm19-9,2019,monlan,live,FB,,tr,
frenchmeadows,fm10-1,2019,monodo,live,FB,,tr,
frenchmeadows,Fm10-4,2019,monodo,live,FB,,tr,
frenchmeadows,fm19-2,2019,monodo,live,FB,,tr,
frenchmeadows,fm19-8,2019,monodo,live,FB,,tr,
frenchmeadows,fm19-9,2019,monodo,live,FB,,tr,
frenchmeadows,fm19-11,2019,monodo,live,FB,,tr,
frenchmeadows,fm19-13,2019,monodo,live,FB,,tr,
frenchmeadows,fm10-1,2019,osbe,live,FB,,tr,
frenchmeadows,fm10-10,2019,osbe,live,FB,,tr,
frenchmeadows,fm10-11,2019,osbe,live,FB,,tr,
frenchmeadows,Fm10-5,2019,osbe,live,FB,,tr,
frenchmeadows,fm10-6,2019,osbe,live,FB,,tr,
frenchmeadows,fm10-7,2019,osbe,live,FB,,tr,
frenchmeadows,fm10-8,2019,osbe,live,FB,,tr,
frenchmeadows,fm19-3,2019,osbe,live,FB,,tr,
frenchmeadows,fm19-11,2019,osbe,live,FB,,tr,
frenchmeadows,fm19-13,2019,osbe,live,FB,,tr,
frenchmeadows,fm10-12,2019,osoc,live,FB,,tr,
frenchmeadows,fm10-15,2019,osoc,live,SH,SL,tr,
frenchmeadows,fm10-15,2019,osoc,live,FB,,tr,
frenchmeadows,fm10-15,2019,penpar,live,FB,,tr,
frenchmeadows,fm19-6,2019,penpar,live,FB,,tr,
frenchmeadows,fm19-8,2019,penpar,live,FB,,tr,
frenchmeadows,fm19-9,2019,penpar,live,FB,,tr,
frenchmeadows,fm10-1,2019,pese,live,FB,,tr,
frenchmeadows,fm10-10,2019,pese,live,FB,,tr,
frenchmeadows,Fm10-4,2019,pese,live,FB,,tr,
frenchmeadows,fm10-9,2019,pese,live,FB,,tr,
frenchmeadows,fm19-1,2019,pese,live,FB,,tr,
frenchmeadows,fm19-6,2019,pese,live,FB,,tr,
frenchmeadows,fm19-7,2019,pese,live,FB,,tr,
frenchmeadows,fm19-8,2019,pese,live,FB,,tr,
frenchmeadows,fm19-11,2019,pese,live,FB,,tr,
frenchmeadows,fm19-13,2019,pese,live,FB,,tr,
frenchmeadows,fm19-6,2019,pese ,live,FB,,tr,
frenchmeadows,fm19-6,2019,phabol,live,FB,,tr,
frenchmeadows,fm19-7,2019,phdi,live,FB,,tr,
frenchmeadows,fm19-9,2019,phdi,live,FB,,tr,
frenchmeadows,fm19-9,2019,phgr,live,FB,,tr,
frenchmeadows,fm19-11,2019,phgr,live,FB,,tr,
frenchmeadows,fm19-2,2019,phha,live,FB,,tr,
frenchmeadows,fm19-3,2019,phha,live,FB,,tr,
frenchmeadows,fm19-7,2019,phha,live,FB,,tr,
frenchmeadows,fm19-10,2019,phha,live,FB,,tr,
frenchmeadows,fm19-11,2019,phha,live,FB,,tr,
frenchmeadows,fm19-13,2019,phha,live,FB,,tr,
frenchmeadows,fm19-6,2019,phhy,live,FB,,tr,
frenchmeadows,fm19-7,2019,phhy,live,FB,,tr,
frenchmeadows,fm10-2,2019,pije,live,TR,TSE,tr,
frenchmeadows,Fm19-4,2019,pije,live,TR,TOV,12,
frenchmeadows,Fm19-4,2019,pije,live,TR,TSE,tr,
frenchmeadows,fm19-6,2019,pije,live,TR,TOV,7,
frenchmeadows,fm19-6,2019,pije,live,TR,TSE,tr,
frenchmeadows,fm19-8,2019,pije,live,TR,TSE,tr,
frenchmeadows,fm19-8,2019,pije,live,TR,TOV,tr,
frenchmeadows,fm19-9,2019,pije,live,TR,TOV,20,
frenchmeadows,fm19-9,2019,pije,live,TR,TSA,tr,
frenchmeadows,fm19-9,2019,pije,live,TR,TSE,tr,
frenchmeadows,fm19-12,2019,pije,live,TR,TOV,6,
frenchmeadows,fm19-12,2019,pije,live,TR,TSE,tr,
frenchmeadows,fm19-13,2019,pije,live,TR,TSE,tr,
frenchmeadows,fm10-1,2019,pila,live,TR,TOV,10,
frenchmeadows,fm10-1,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-1,2019,pila,live,TR,TSA,tr,
frenchmeadows,fm10-10,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-10,2019,pila,live,TR,TOV,7,
frenchmeadows,fm10-11,2019,pila,live,TR,TSA,tr,
frenchmeadows,fm10-11,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-14,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-15,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-15,2019,pila,live,TR,TSA,tr,
frenchmeadows,fm10-15,2019,pila,live,TR,TOV,25,
frenchmeadows,fm10-2,2019,pila,live,TR,TOV,tr,
frenchmeadows,fm10-2,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-3,2019,pila,live,TR,TOV,1,not rooted in plot
frenchmeadows,fm10-3,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-3,2019,pila,live,TR,TSA,t4,
frenchmeadows,Fm10-4,2019,pila,live,TR,TSE,tr,
frenchmeadows,Fm10-5,2019,pila,live,TR,TOV,8,
frenchmeadows,Fm10-5,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-6,2019,pila,live,TR,TOV,6,
frenchmeadows,fm10-6,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-8,2019,pila,live,TR,TOV,40,
frenchmeadows,fm10-8,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm10-9,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm19-1,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm19-3,2019,pila,live,TR,TOV,4,
frenchmeadows,fm19-8,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm19-10,2019,pila,live,TR,TOV,10,
frenchmeadows,fm19-10,2019,pila,live,TR,TSE,tr,
frenchmeadows,fm19-7,2019,pimo,live,TR,TOV,2,
frenchmeadows,fm19-7,2019,pimo,live,TR,TSE,tr,
frenchmeadows,fm19-10,2019,pimo,live,TR,TSE,tr,
frenchmeadows,fm19-11,2019,pimo,live,TR,TOV,4,
frenchmeadows,fm19-11,2019,pimo,live,TR,TSE,tr,
frenchmeadows,fm10-13,2019,pipo,live,TR,TOV,35,
frenchmeadows,fm10-13,2019,pipo,live,TR,TSA,tr,
frenchmeadows,fm10-13,2019,pipo,live,TR,TSE,tr,
frenchmeadows,fm19-10,2019,pipo,live,TR,TSE,tr,
frenchmeadows,fm19-1,2019,psme,live,TR,TSE,tr,
frenchmeadows,fm19-2,2019,pitr,live,FB,,tr,
frenchmeadows,fm10-9,2019,plagio,live,FB,,tr,
frenchmeadows,fm19-6,2019,plagio,live,FB,,tr,
frenchmeadows,fm19-6,2019,potfla,live,FB,,tr,
frenchmeadows,fm10-11,2019,potgla,live,FB,,tr,
frenchmeadows,fm10-9,2019,potgla,live,FB,,tr,
frenchmeadows,fm19-6,2019,potgla,live,FB,,tr,
frenchmeadows,fm19-7,2019,potgla,live,FB,,tr,
frenchmeadows,fm19-5,2019,prem,live,SH,SL,tr,
frenchmeadows,fm19-10,2019,prem,live,SH,SM,tr,
frenchmeadows,fm19-10,2019,prem,live,SH,SL,tr,
frenchmeadows,fm19-10,2019,prem,live,SH,ST,tr,
frenchmeadows,fm19-11,2019,prem,live,SH,SL,tr,
frenchmeadows,fm19-11,2019,prem,live,SH,SM,tr,
frenchmeadows,fm10-12,2019,ptan,live,FB,,tr,
frenchmeadows,fm10-8,2019,ptan,live,FB,,tr,
frenchmeadows,fm10-9,2019,ptan,live,FB,,tr,
frenchmeadows,fm10-9,2019,ptan,dead,FB,,tr,
frenchmeadows,fm19-13,2019,ptan,live,FB,,tr,
frenchmeadows,fm10-11,2019,ptaq,live,FERN ,,tr,
frenchmeadows,fm10-12,2019,ptaq,live,FERN ,,tr,
frenchmeadows,fm10-15,2019,ptaq,live,FERN ,,tr,
frenchmeadows,fm10-3,2019,ptaq,live,FERN ,,tr,
frenchmeadows,Fm10-4,2019,ptaq,live,FERN ,,6,
frenchmeadows,Fm10-5,2019,ptaq,live,FERN ,,8,
frenchmeadows,fm10-6,2019,ptaq,live,FERN ,,3,
frenchmeadows,fm10-7,2019,ptaq,live,FERN ,,3,
frenchmeadows,fm10-8,2019,ptaq,live,FERN ,,1,
frenchmeadows,fm10-9,2019,ptaq,live,FERN ,,1,
frenchmeadows,fm19-3,2019,ptaq,live,FERN ,,10,
frenchmeadows,fm19-10,2019,ptaq,live,FERN ,,1,
frenchmeadows,fm19-11,2019,ptaq,live,FERN ,,tr,
frenchmeadows,fm19-6,2019,pyca,live,FB,,tr,
frenchmeadows,fm19-7,2019,pyca,live,FB,,tr,
frenchmeadows,fm19-13,2019,pyca,live,FB,,tr,
frenchmeadows,fm10-1,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-10,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-11,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-12,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-14,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-15,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-2,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-3,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-7,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-8,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-9,2019,pypi,live,FB,,tr,
frenchmeadows,fm19-1,2019,pypi,live,FB,,tr,
frenchmeadows,fm19-2,2019,pypi,live,FB,,tr,
frenchmeadows,fm19-3,2019,pypi,live,FB,,tr,
frenchmeadows,Fm19-4,2019,pypi,live,FB,,tr,
frenchmeadows,fm19-5,2019,pypi,live,FB,,tr,
frenchmeadows,fm19-7,2019,pypi,live,FB,,tr,
frenchmeadows,fm19-13,2019,pypi,live,FB,,tr,
frenchmeadows,fm10-2,2019,quke,live,TR,TSE,tr,
frenchmeadows,fm19-8,2019,quke,live,TR,TSE,tr,
frenchmeadows,fm19-1,2019,quva,live,SH,SL,7,
frenchmeadows,fm19-1,2019,quva,live,SH,SM,6,
frenchmeadows,fm19-2,2019,quva,live,SH,SL,tr,
frenchmeadows,fm19-5,2019,quva,live,SH,SL,tr,
frenchmeadows,fm19-6,2019,quva,dead,SH,SL,tr,
frenchmeadows,fm19-6,2019,quva,live,SH,SL,30,
frenchmeadows,fm19-7,2019,quva,live,SH,SM,7,
frenchmeadows,fm19-7,2019,quva,live,SH,SL,7,
frenchmeadows,fm19-8,2019,quva,live,SH,SL,2,
frenchmeadows,fm19-8,2019,quva,live,SH,SM,1,
frenchmeadows,fm19-8,2019,quva,dead,SH,SL,tr,
frenchmeadows,fm19-9,2019,quva,live,SH,SM,30,
frenchmeadows,fm19-9,2019,quva,live,SH,SL,49,
frenchmeadows,fm19-10,2019,quva,live,SH,SL,tr,
frenchmeadows,fm19-11,2019,quva,live,SH,SL,74,
frenchmeadows,fm19-11,2019,quva,live,SH,SM,60,
frenchmeadows,fm19-11,2019,quva,dead,SH,SL,tr,
frenchmeadows,fm19-12,2019,quva,live,SH,SL,tr,
frenchmeadows,fm19-12,2019,quva,live,SH,SM,tr,
frenchmeadows,fm19-13,2019,quva,live,SH,SL,tr,
frenchmeadows,fm19-8,2019,quwi,live,TR,TSE,tr,
frenchmeadows,Fm10-5,2019,raam,live,FB,,tr,
frenchmeadows,fm19-6,2019,rine,live,SH,SL,tr,
frenchmeadows,fm19-7,2019,rine,live,SH,SL,tr,
frenchmeadows,fm10-1,2019,riro,live,SH,SL,tr,
frenchmeadows,fm10-10,2019,riro,live,SH,SL,tr,
frenchmeadows,fm10-11,2019,riro,live,SH,SL,tr,
frenchmeadows,fm10-12,2019,riro,live,SH,SL,tr,
frenchmeadows,fm10-13,2019,riro,live,SH,SL,1,
frenchmeadows,fm10-15,2019,riro,live,SH,SL,tr,
frenchmeadows,fm10-3,2019,riro,live,SH,SL,tr,
frenchmeadows,fm10-3,2019,riro,live,SH,SM,tr,
frenchmeadows,Fm10-4,2019,riro,live,SH,SL,tr,
frenchmeadows,Fm10-5,2019,riro,live,SH,SL,tr,
frenchmeadows,fm10-7,2019,riro,live,FB,,tr,
frenchmeadows,fm10-8,2019,riro,live,SH,SL,tr,
frenchmeadows,fm10-9,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-1,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-2,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-2,2019,riro,live,SH,SM,tr,
frenchmeadows,fm19-3,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-6,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-7,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-8,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-10,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-10,2019,riro,live,SH,SM,tr,
frenchmeadows,fm19-12,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-13,2019,riro,live,SH,SL,tr,
frenchmeadows,fm19-13,2019,riro,live,SH,SM,tr,
frenchmeadows,fm19-2,2019,rivi,live,SH,SL,tr,
frenchmeadows,fm19-2,2019,rivi,live,SH,SM,tr,
frenchmeadows,fm19-13,2019,rivi,live,SH,SL,,
frenchmeadows,fm10-11,2019,rupa,live,FB,,tr,
frenchmeadows,fm10-13,2019,rupa,live,SH,SL,1,
frenchmeadows,fm10-7,2019,rupa,live,FB,,tr,
frenchmeadows,fm10-8,2019,rupa,live,FB,,tr,
frenchmeadows,fm10-9,2019,rupa,live,FB,,tr,
frenchmeadows,fm10-15,2019,sile,live,FB,,tr,
frenchmeadows,fm19-6,2019,salixsp,live,TR,TOV,2,
frenchmeadows,fm10-13,2019,same,live,SH,SL,tr,
frenchmeadows,fm19-8,2019,samnig,live,SH,SL,tr,
frenchmeadows,fm10-8,2019,samrac,live,SH,SL,0.5,
frenchmeadows,fm10-8,2019,samrac,live,SH,SM,0.5,
frenchmeadows,fm10-8,2019,samrac,live,SH,ST,0.5,
frenchmeadows,fm19-6,2019,santub,live,FB,,tr,
frenchmeadows,fm19-7,2019,santub,live,FB,,tr,
frenchmeadows,fm10-9,2019,sasa,live,FB,,tr,
frenchmeadows,fm19-1,2019,sasa,live,FB,SM,tr,
frenchmeadows,fm10-15,2019,sasc,live,SH,SL,tr,
frenchmeadows,fm10-15,2019,sasc,live,SH,SM,tr,
frenchmeadows,fm10-9,2019,sasc,live,SH,SL,tr,
frenchmeadows,fm10-9,2019,sasc,live,SH,SM,tr,
frenchmeadows,Fm10-4,2019,sein,live,FB,,tr,
frenchmeadows,fm19-6,2019,sein,live,FB,,tr,
frenchmeadows,fm19-6,2019,sein,live,FB,,tr,
frenchmeadows,fm19-7,2019,sein,live,FB,,tr,
frenchmeadows,fm19-7,2019,sein,live,FB,,tr,
frenchmeadows,fm19-11,2019,sein,live,FB,,tr,
frenchmeadows,fm19-8,2019,serpentinefern,live,FERN ,,tr,
frenchmeadows,fm19-9,2019,serpentinefern,live,FERN ,,tr,
frenchmeadows,fm19-2,2019,sidgla,live,FB,,tr,
frenchmeadows,fm19-5,2019,sidgla,live,FB,,tr,
frenchmeadows,fm19-6,2019,sidgla,live,FB,,tr,
frenchmeadows,fm19-7,2019,sidgla,live,FB,,tr,
frenchmeadows,fm19-8,2019,sidgla,live,FB,,tr,
frenchmeadows,fm19-9,2019,sidgla,live,FB,,tr,
frenchmeadows,fm19-10,2019,sidgla,live,FB,,tr,
frenchmeadows,fm19-11,2019,sidgla,live,FB,,tr,
frenchmeadows,fm19-12,2019,sidgla,live,FB,,tr,
frenchmeadows,fm10-1,2019,sile,live,FB,,tr,
frenchmeadows,fm10-10,2019,sile,live,FB,,tr,
frenchmeadows,fm10-11,2019,sile,live,FB,,tr,
frenchmeadows,fm10-14,2019,sile,live,FB,,tr,
