year,plotid,pre_post_fire,obs,species,status,lifeform,layer_code,percent,notes,collected,pic
2021,KLAMATH011,prefire,km,vanpla,live,fb,,1,,,
2021,KLAMATH011,prefire,km,vicia/lathyrus,live,fb,,tr,"was ""vic/lat""",,
2021,KLAMATH011,prefire,km,vitcal,live,fb,,0.25,,,
2021,KLAMATH011,prefire,km,staaju,live,fb,,tr,,,
2021,KLAMATH011,prefire,km,apoand,live,fb,,tr,,,
2021,KLAMATH011,prefire,km,madia,live,fb,,tr,,,
2021,KLAMATH011,prefire,km,prohoo,live,fb,,tr,,,
2021,KLAMATH011,prefire,km,brocar,live,gr,,1,,,
2021,KLAMATH011,prefire,km,thin lv gr,live,gr,,tr,,,
2021,KLAMATH012,prefire,km,psme,live,tr,tse,tr,,,
2021,KLAMATH012,prefire,km,node,live,tr,tse,tr,,,
2021,KLAMATH012,prefire,km,acemac,live,tr,tse,0.25,,,
2021,KLAMATH012,prefire,km,arbmen,live,tr,tse,0.5,,,
2021,KLAMATH012,prefire,km,umbcal,live,tr,tse,tr,,,
2021,KLAMATH012,prefire,km,quke,live,tr,tse,tr,,,
2021,KLAMATH012,prefire,km,conu,live,tr,tre,0.25,,,
2021,KLAMATH012,prefire,km,node,live,tr,tre,2.5,,,
2021,KLAMATH012,prefire,km,acemac,live,tr,tre,0.75,,,
2021,KLAMATH012,prefire,km,arbmen,live,tr,tre,2,,,
2021,KLAMATH012,prefire,km,psme,live,tr,tov,18,,,
2021,KLAMATH012,prefire,km,node,live,tr,tov,12,,,
2021,KLAMATH012,prefire,km,acemac,live,tr,tov,23,,,
2021,KLAMATH012,prefire,km,arbmen,live,tr,tov,25,,,
2021,KLAMATH012,prefire,km,quke,live,tr,tov,3,,,
2021,KLAMATH012,prefire,km,psme,dead,tr,tov,3.25,,,
2021,KLAMATH012,prefire,km,psme,dead,tr,tsa,1,,,
2021,KLAMATH012,prefire,km,node,dead,tr,tsa,1.25,,,
2021,KLAMATH012,prefire,km,acemac,dead,tr,tov,0.25,,,
2021,KLAMATH012,prefire,km,quke,dead,tr,tov,0.25,,,
2021,KLAMATH012,prefire,km,corcorcal,dead,sh,,0.25,,,
2021,KLAMATH012,prefire,km,rosspi,live,sh,,0.25,,,
2021,KLAMATH012,prefire,km,salix3,live,sh,,tr,,,
2021,KLAMATH012,prefire,km,ribroe,live,sh,,0.5,,,
2021,KLAMATH012,prefire,km,rubpar,live,sh,,tr,,,
2021,KLAMATH012,prefire,km,corcorcal,live,sh,,1,,,
2021,KLAMATH012,prefire,km,rubleu,live,sh,,10,,,
2021,KLAMATH012,prefire,km,toxdiv,live,sh,,0.25,,,
2021,KLAMATH012,prefire,km,lonhis,live,sh,,tr,,,
2021,KLAMATH012,prefire,km,rubarm,live,sh,,3,,,
2021,KLAMATH012,prefire,km,symalb,live,sh,,tr,,,
2021,KLAMATH012,prefire,km,ruburs,live,sh,,5,,,
2021,KLAMATH012,prefire,km,pteaqu,live,fern,,5,,,
2021,KLAMATH012,prefire,km,viogla,live,fb,,tr,,,
2021,KLAMATH012,prefire,km,prohoo,live,fb,,tr,,,
2021,KLAMATH012,prefire,km,asahar,live,fb,,tr,,,
2021,KLAMATH012,prefire,km,galtri,live,fb,,0.5,,,
2021,KLAMATH012,prefire,km,vitcal,live,fb,,tr,,,
2021,KLAMATH012,prefire,km,lyslat,live,fb,,tr,,,
2021,KLAMATH012,prefire,km,achcal,live,fb,,tr,,,
2021,KLAMATH012,prefire,km,beraqu,live,sh,,tr,,,
2021,KLAMATH012,prefire,km,iris,live,fb,,tr,,,
2021,KLAMATH012,prefire,km,chiumbocc,live,fb,,tr,,,
2021,KLAMATH012,prefire,km,vanpla,live,fb,,tr,,,
2021,KLAMATH012,prefire,km,carex2,live,gr,,0.25,,,
2021,KLAMATH012,prefire,km,bromus,live,gr,,tr,,,
2021,KLAMATH013,prefire,km,node,live,tr,tse,0.5,,,
2021,KLAMATH013,prefire,km,quwi,live,tr,tse,0.25,,,
2021,KLAMATH013,prefire,km,toxbre,live,tr,tse,0.5,yew,,
2021,KLAMATH013,prefire,km,conu,live,tr,tse,0.25,,,
2021,KLAMATH013,prefire,km,acemac,live,tr,tse,0.25,,,
2021,KLAMATH013,prefire,km,arbmen,live,tr,tse,0.25,,,
2021,KLAMATH013,prefire,km,pila,live,tr,tse,tr,,,
2021,KLAMATH013,prefire,km,umbcal,live,tr,tse,0.25,,,
2021,KLAMATH013,prefire,km,quke,live,tr,tse,tr,,,
2021,KLAMATH013,prefire,km,conu,live,tr,tre,1,,,
2021,KLAMATH013,prefire,km,node,live,tr,tre,13,,,
2021,KLAMATH013,prefire,km,node,live,tr,tsa,1,,,
2021,KLAMATH013,prefire,km,conu,live,tr,tsa,8,,,
2021,KLAMATH013,prefire,km,psme,live,tr,tsa,1,,,
2021,KLAMATH013,prefire,km,toxbre,live,tr,tsa,0.5,,,
2021,KLAMATH013,prefire,km,node,live,tr,tov,8,,,
2021,KLAMATH013,prefire,km,psme,live,tr,tov,76,,,
2021,KLAMATH013,prefire,km,arbmen,live,tr,tov,6,,,
2021,KLAMATH013,prefire,km,quwi,live,tr,tov,4,,,
2021,KLAMATH013,prefire,km,conu,live,tr,tov,0.75,,,
2021,KLAMATH013,prefire,km,node,dead,tr,tse,tr,,,
2021,KLAMATH013,prefire,km,psme,dead,tr,tsa,0.25,,,
2021,KLAMATH013,prefire,km,psme,dead,tr,tov,0.25,,,
2021,KLAMATH013,prefire,km,symalb,live,sh,,0.25,,,
2021,KLAMATH013,prefire,km,rosspi,live,sh,,0.5,,,
2021,KLAMATH013,prefire,km,lonhis,live,sh,,0.5,,,
2021,KLAMATH013,prefire,km,corcorcal,live,sh,,9,,,
2021,KLAMATH013,prefire,km,toxdiv,live,sh,,0.25,,,
2021,KLAMATH013,prefire,km,pteaqu,live,fern,,0.75,,,
2021,KLAMATH013,prefire,km,achcal,live,fb,,11,,,
2021,KLAMATH013,prefire,km,vanpla,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,lyslat,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,gooobl,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,galtri,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,prohoo,live,fb,,0.25,,,
2021,KLAMATH013,prefire,km,viogla,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,madia,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,adebic,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,iris,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,rubleu,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,whimod,live,fb,,0.5,,,
2021,KLAMATH013,prefire,km,moss,live,fb,,1,,,
2021,KLAMATH013,prefire,km,chiumbocc,live,fb,,0.25,,,
2021,KLAMATH013,prefire,km,beraqu,live,sh,,0.25,,,
2021,KLAMATH013,prefire,km,osmchi,live,fb,,tr,,,
2021,KLAMATH013,prefire,km,melica,live,gr,,0.25,,,
2021,KLAMATH013,prefire,km,bromus,live,gr,,tr,,,
2021,KLAMATH014,prefire,km,psme,live,tr,tse,tr,,,
2021,KLAMATH014,prefire,km,node,live,tr,tse,0.5,,,
2021,KLAMATH014,prefire,km,conu,live,tr,tse,tr,,,
2021,KLAMATH014,prefire,km,quwi,live,tr,tse,tr,,,
2021,KLAMATH014,prefire,km,pila,live,tr,tse,0.25,,,
2021,KLAMATH014,prefire,km,node,live,tr,tre,0.5,,,
2021,KLAMATH014,prefire,km,quwi,live,tr,tre,0.5,,,
2021,KLAMATH014,prefire,km,psme,live,tr,tsa,1.25,,,
2021,KLAMATH014,prefire,km,node,live,tr,tsa,6,,,
2021,KLAMATH014,prefire,km,conu,live,tr,tsa,1,,,
2021,KLAMATH014,prefire,km,psme,live,tr,tov,62,,,
2021,KLAMATH014,prefire,km,node,live,tr,tov,11,,,
2021,KLAMATH014,prefire,km,psme,dead,tr,tsa,0.75,,,
2021,KLAMATH014,prefire,km,psme,dead,tr,tov,0.5,,,
2021,KLAMATH014,prefire,km,arbmen,dead,tr,tov,2.5,overhanging,,
2021,KLAMATH014,prefire,km,corcorcal,live,sh,,2,,,
2021,KLAMATH014,prefire,km,symalb,live,sh,,tr,,,
2021,KLAMATH014,prefire,km,lonhis,live,sh,,tr,,,
2021,KLAMATH014,prefire,km,rosspi,live,sh,,tr,,,
2021,KLAMATH014,prefire,km,toxdiv,live,sh,,0.25,,,
2021,KLAMATH014,prefire,km,polmun,live,fern,,tr,,,
2021,KLAMATH014,prefire,km,pteaqu,live,fern,,0.25,,,
2021,KLAMATH014,prefire,km,moss,live,fb,,12,,,
2021,KLAMATH014,prefire,km,achcal,live,fb,,13,,,
2021,KLAMATH014,prefire,km,prohoo,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,iris,live,fb,,0.25,,,
2021,KLAMATH014,prefire,km,chimen,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,lyslat,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,gooobl,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,pyrpic,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,asahar,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,viogla,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,galtri,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,vanpla,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,adebic,live,fb,,tr,,,
2021,KLAMATH014,prefire,km,thin lv gr,live,gr,,tr,,,
2021,KLAMATH014,prefire,km,bromus,live,gr,,tr,,,
2021,KLAMATH015,prefire,km,node,live,tr,tse,1.5,,,
2021,KLAMATH015,prefire,km,psme,live,tr,tse,tr,,,
2021,KLAMATH015,prefire,km,pila,live,tr,tse,tr,,,
2021,KLAMATH015,prefire,km,quwi,live,tr,tse,0.25,,,
2021,KLAMATH015,prefire,km,conu,live,tr,tse,tr,,,
2021,KLAMATH015,prefire,km,quke,live,tr,tse,tr,,,
2021,KLAMATH015,prefire,km,node,live,tr,tsa,7.5,,,
2021,KLAMATH015,prefire,km,psme,live,tr,tsa,2.5,,,
2021,KLAMATH015,prefire,km,conu,live,tr,tsa,5,,,
2021,KLAMATH015,prefire,km,quwi,live,tr,tre,0.25,,,
2021,KLAMATH015,prefire,km,node,live,tr,tre,0.75,,,
2021,KLAMATH015,prefire,km,conu,live,tr,tre,0.25,,,
2021,KLAMATH015,prefire,km,node,live,tr,tov,1.5,,,
2021,KLAMATH015,prefire,km,psme,live,tr,tov,68,,,
2021,KLAMATH015,prefire,km,quwi,live,tr,tov,2,,,
2021,KLAMATH015,prefire,km,conu,live,tr,tov,4,,,
2021,KLAMATH015,prefire,km,acemac,live,tr,tov,15,,,
2021,KLAMATH015,prefire,km,quke,live,tr,tov,5,,,
2021,KLAMATH015,prefire,km,acemac,dead,tr,tov,0.25,,,
2021,KLAMATH015,prefire,km,symalb,live,sh,,tr,,,
2021,KLAMATH015,prefire,km,rosspi,live,sh,,0.5,,,
2021,KLAMATH015,prefire,km,lonhis,live,sh,,tr,,,
2021,KLAMATH015,prefire,km,corcorcal,live,sh,,1.25,,,
2021,KLAMATH015,prefire,km,toxdiv,live,sh,,0.25,,,
2021,KLAMATH015,prefire,km,chimen,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,achcal,live,fb,,1,,,
2021,KLAMATH015,prefire,km,lyslat,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,gooobl,live,fb,,0.25,,,
2021,KLAMATH015,prefire,km,asahar,live,fb,,0.25,,,
2021,KLAMATH015,prefire,km,iris,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,viogla,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,prohoo,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,adebic,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,galtri,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,vanpla,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,chiumbocc,live,fb,,0.5,,,
2021,KLAMATH015,prefire,km,apoand,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,hieracium,live,fb,,tr,,,
2021,KLAMATH015,prefire,km,pteaqu,live,fern,,0.5,,,
2021,KLAMATH015,prefire,km,bromus,live,gr,,tr,,,
2021,KLAMATH015,prefire,km,thin lv gr,live,gr,,tr,,,
2021,KLAMATH016,prefire,km,node,live,tr,tse,tr,,,
2021,KLAMATH016,prefire,km,arbmen,live,tr,tse,tr,,,
2021,KLAMATH016,prefire,km,rops,live,tr,tse,tr,,,
2021,KLAMATH016,prefire,km,psme,live,tr,tse,tr,,,
2021,KLAMATH016,prefire,km,node,live,tr,tre,1.5,,,
2021,KLAMATH016,prefire,km,arbmen,live,tr,tre,tr,,,
2021,KLAMATH016,prefire,km,node,live,tr,tov,87,,,
2021,KLAMATH016,prefire,km,arbmen,live,tr,tov,7,,,
2021,KLAMATH016,prefire,km,psme,live,tr,tov,3,,,
2021,KLAMATH016,prefire,km,node,dead,tr,tsa,4,,,
2021,KLAMATH016,prefire,km,node,dead,tr,tre,tr,,,
2021,KLAMATH016,prefire,km,node,dead,tr,tov,2,,,
2021,KLAMATH016,prefire,km,arbmen,dead,tr,tov,2,,,
2021,KLAMATH016,prefire,km,toxdiv ,live,sh,,0.25,,,
2021,KLAMATH016,prefire,km,rubarm,live,sh,,0.5,,,
2021,KLAMATH016,prefire,km,corcorcal,live,sh,,tr,,,
2021,KLAMATH016,prefire,km,ruburs,live,sh,,0.75,,,
2021,KLAMATH016,prefire,km,vacova,live,sh,,1,"huckleberry, resp",,
2021,KLAMATH016,prefire,km,vacova,dead,sh,,0.75,,,
2021,KLAMATH016,prefire,km,polmun,live,fern,,tr,,,
2021,KLAMATH016,prefire,km,pteaqu,live,fern,,0.25,,,
2021,KLAMATH016,prefire,km,prohoo,live,fb,,tr,,,
2021,KLAMATH016,prefire,km,whimod,live,fb,,2.5,,,
2021,KLAMATH016,prefire,km,iris,live,fb,,tr,,,
2021,KLAMATH016,prefire,km,grass,live,gr,,tr,no infl,,
2021,KLAMATH017,prefire,km,psme,live,tr,tse,tr,,,
2021,KLAMATH017,prefire,km,psme,live,tr,tov,98,,,
2021,KLAMATH017,prefire,km,node,live,tr,tse,0.25,,,
2021,KLAMATH017,prefire,km,node,live,tr,tre,0.75,,,
2021,KLAMATH017,prefire,km,node,live,tr,tov,1.5,,,
2021,KLAMATH017,prefire,km,acemac,live,tr,tre,0.25,,,
2021,KLAMATH017,prefire,km,acemac,live,tr,tov,1,,,
2021,KLAMATH017,prefire,km,arbmen,live,tr,tse,0.25,,,
2021,KLAMATH017,prefire,km,umbcal,live,tr,tse,tr,,,
2021,KLAMATH017,prefire,km,umbcal,live,tr,tre,0.75,,,
2021,KLAMATH017,prefire,km,psme,dead,tr,tov,5,,,
2021,KLAMATH017,prefire,km,umbcal,live,tr,tsa,0.5,,,
2021,KLAMATH017,prefire,km,quwi,live,tr,tse,tr,,,
2021,KLAMATH017,prefire,km,node,live,tr,tsa,0.5,,,
2021,KLAMATH017,prefire,km,node,dead,tr,tse,tr,,,
2021,KLAMATH017,prefire,km,conu,live,tr,tse,tr,,,
2021,KLAMATH017,prefire,km,vacova,live,sh,,0.5,,,
2021,KLAMATH017,prefire,km,ribroe,live,sh,,tr,,,
2021,KLAMATH017,prefire,km,ceaint,live,sh,,0.25,,,
2021,KLAMATH017,prefire,km,rubarm,live,sh,,3,,,
2021,KLAMATH017,prefire,km,lonhis,live,sh,,tr,,,
2021,KLAMATH017,prefire,km,rubleu,live,sh,,1,,,
2021,KLAMATH017,prefire,km,rublac,live,sh,,tr,,,
2021,KLAMATH017,prefire,km,arcto017a,live,sh,,tr,,,
2021,KLAMATH017,prefire,km,arcto017b,live,sh,,tr,,,
2021,KLAMATH017,prefire,km,whimod,live,fb,,28,,,
2021,KLAMATH017,prefire,km,galtri,live,fb,,tr,,,
2021,KLAMATH017,prefire,km,staaju,live,fb,,tr,,,
2021,KLAMATH017,prefire,km,vitcal,live,fb,,2,,,
2021,KLAMATH017,prefire,km,moss,live,fb,,18,,,
2021,KLAMATH017,prefire,km,chiumbocc,live,fb,,tr,,,
2021,KLAMATH017,prefire,km,torarv,live,fb,,tr,,,
2021,KLAMATH017,prefire,km,brocar,live,gr,,tr,,,
2021,KLAMATH017,prefire,km,thin lv gr,live,gr,,tr,,,
2021,KLAMATH017,prefire,km,elygla,live,gr,,tr,,,
2021,KLAMATH018,prefire,km,node,live,tr,tse,tr,,,
2021,KLAMATH018,prefire,km,psme,live,tr,tse,tr,,,
2021,KLAMATH018,prefire,km,conu,live,tr,tse,tr,,,
2021,KLAMATH018,prefire,km,arbmen,live,tr,tse,0.25,,,
2021,KLAMATH018,prefire,km,node,live,tr,tre,26,,,
2021,KLAMATH018,prefire,km,node,live,tr,tov,29,,,
2021,KLAMATH018,prefire,km,psme,live,tr,tov,30,,,
2021,KLAMATH018,prefire,km,node,dead,tr,tov,38,,,
2021,KLAMATH018,prefire,km,node,dead,tr,tse,tr,,,
2021,KLAMATH018,prefire,km,node,dead,tr,tre,0.5,,,
2021,KLAMATH018,prefire,km,rubleu,live,sh,,0.25,,,
2021,KLAMATH018,prefire,km,ribroe,live,sh,,0.25,,,
2021,KLAMATH018,prefire,km,salix sp,live,sh,,tr,seedling,,
2021,KLAMATH018,prefire,km,ceaint,live,sh,,tr,,,
2021,KLAMATH018,prefire,km,rubarm,live,sh,,0.25,,,
2021,KLAMATH018,prefire,km,vacova,live,sh,,tr,seedling,,
2021,KLAMATH018,prefire,km,lonhis,live,sh,,tr,,,
2021,KLAMATH018,prefire,km,polmun,live,fern,,tr,,,
2021,KLAMATH018,prefire,km,pteaqu,live,fern,,0.25,,,
2021,KLAMATH018,prefire,km,cirvul,live,fb,,tr,,,
2021,KLAMATH018,prefire,km,whimod,live,fb,,tr,,,
2021,KLAMATH018,prefire,km,vitcal,live,fb,,tr,,,
2021,KLAMATH018,prefire,km,staaju,live,fb,,tr,,,
2021,KLAMATH018,prefire,km,galtri,live,fb,,tr,,,
