site,year,pre_post_fire,plot_id,observer,species,status,lifeform,layerCode,percent,notes
Independence,2020,prefire,Indy29,VS,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy28,VS,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy31,VS,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy37,VS,DICUNI,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,diplacus,live,FB,na,tr,unk dead
Independence,2020,prefire,Indy34,km,diplacus,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,dis,live,,na,tr,
Independence,2020,prefire,Indy26,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy07,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy08,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy09,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy17,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy16,VS,ELYELY,live,GR,na,1,
Independence,2020,prefire,Indy06,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy40,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy38,VS,ELYELY,live,GR,na,1,
Independence,2020,prefire,Indy05,VS,ELYELY,live,GR,na,1,
Independence,2020,prefire,Indy03,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy11,VS,ELYELY,live,GR,na,1,
Independence,2020,prefire,Indy14,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy21,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy36,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy30,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy28,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy31,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy37,VS,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy25,ag,ELYELY,live,GR,na,2,
Independence,2020,prefire,Indy34,km,ELYELY,live,GR,na,5,
Independence,2020,prefire,Indy32,km,ELYELY,live,GR,na,4,
Independence,2020,prefire,Indy33,ag,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy23,km,ELYELY,live,GR,na,1,
Independence,2020,prefire,Indy18,km,ELYELY,live,GR,na,1,
Independence,2020,prefire,Indy22 ,km,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy35,km,ELYELY,live,GR,na,tr,
Independence,2020,prefire,Indy12,km,ELYELY,live,GR,na,5,
Independence,2020,prefire,Indy19,km,ELYELY,live,GR,na,tr,grazed
Independence,2020,prefire,Indy26,VS,ELYGLA,live,GR,na,tr,
Independence,2020,prefire,Indy25,ag,ELYGLA,live,GR,na,3,
Independence,2020,prefire,Indy25,ag,ELYMUL,live,GR,na,tr,
Independence,2020,prefire,Indy20,VS,ELYMUS,live,GR,na,tr,
Independence,2020,prefire,Indy24,VS,elymus,live,GR,na,5,
Independence,2020,prefire,Indy25,ag,EPICIL,live,,na,tr,ciliatum
Independence,2020,prefire,Indy09,VS,EPIBRA,live,,na,tr,
Independence,2020,prefire,Indy24,VS,EPIBRA,live,FB,na,tr,brachycarpum
Independence,2020,prefire,Indy09,VS,EPICIL,live,,na,tr,
Independence,2020,prefire,Indy01,km,EPIGLA,live,FB,na,tr,epilobium glaberrimum
Independence,2020,prefire,Indy09,VS,Equisetum,live,OTHER,na,tr,
Independence,2020,prefire,Indy09,VS,erecities,live,,na,tr,
Independence,2020,prefire,Indy26,VS,ERIBLO,live,SH,na,tr,
Independence,2020,prefire,Indy16,VS,ERIBLO,live,SH,na,tr,
Independence,2020,prefire,Indy38,VS,ERIBLO,live,SH,na,tr,
Independence,2020,prefire,Indy20,VS,ERIBLO,live,SH,na,tr,
Independence,2020,prefire,Indy36,VS,ERIBLO,live,SH,na,tr,"Originally recorded as ERIVLO, assumed typo for ERIBLO"
Independence,2020,prefire,Indy30,VS,ERIBLO,live,SH,na,tr,
Independence,2020,prefire,Indy30,VS,ERIBLO,live,SH,na,1,
Independence,2020,prefire,Indy23,km,ericameria,live,SH,na,0.5,
Independence,2020,prefire,Indy22 ,km,ericameria,live,SH,na,0.5,
Independence,2020,prefire,Indy27,km,ericameria,live,SH,na,0.5,
Independence,2020,prefire,Indy35,km,ericameria,live,SH,na,0.25,
Independence,2020,prefire,Indy12,km,ericameria,live,SH,na,tr,
Independence,2020,prefire,Indy09,VS,ERICOU,live,FB,na,1,
Independence,2020,prefire,Indy34,km,ERICOU,live,FB,na,tr,
Independence,2020,prefire,Indy34,km,ERINUD,live,FB,na,0.5,
Independence,2020,prefire,Indy12,km,eriogonum,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,eriogonum3,live,FB,na,tr,
Independence,2020,prefire,Indy34,km,ERIUMB,live,FB,na,0.25,
Independence,2020,prefire,Indy34,km,ERIUMB,live,FB,na,0.25,
Independence,2020,prefire,Indy32,km,ERIUMB,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,ERIUMB,live,SH,na,tr,
Independence,2020,prefire,Indy24,VS,festuca,live,GR,na,tr,
Independence,2020,prefire,Indy01,km,forbCC,live,FB,na,tr,tiny tuft of dissectes leaves with taproot
Independence,2020,prefire,Indy01,km,forbD,live,FB,na,tr,pressed and picture
Independence,2020,prefire,Indy01,km,forbH,live,FB,na,5,"aster, pressed and photo"
Independence,2020,prefire,Indy01,km,forbO,live,FB,na,1,aster
Independence,2020,prefire,Indy01,km,forbR,live,FB,na,1,aster
Independence,2020,prefire,Indy19,km,fuzzyforb,live,TR,na,tr,sample and pics
Independence,2020,prefire,Indy01,km,fuzzygrass,live,GR,na,tr,pressed and photo
Independence,2020,prefire,Indy09,VS,GALAPA,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,GALBIF,live,FB,na,tr,bifolium?
Independence,2020,prefire,Indy34,km,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy18,km,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy27,km,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy35,km,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy12,km,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy13,km,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,GENNEW,live,FB,na,tr,gentiana newberryi
Independence,2020,prefire,Indy03,VS,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy11,VS,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy14,VS,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy20,VS,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy21,VS,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy29,VS,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy31,VS,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy40,VS,GAYDIF,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,GEUMAC,live,FB,na,tr,geum macrophyllum
Independence,2020,prefire,Indy17,VS,GILTRI,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,grass tuft,live,GR,na,tr,pressed and photo
Independence,2020,prefire,Indy09,VS,grass1,live,GR,na,tr,
Independence,2020,prefire,Indy24,VS,grass1,live,GR,na,tr,
Independence,2020,prefire,Indy23,km,grass1,live,GR,na,tr,pic in KM phone
Independence,2020,prefire,Indy12,km,grass1,live,GR,na,0.25,"maybe melica, carex"
Independence,2020,prefire,Indy13,km,grass1,live,GR,na,tr,
Independence,2020,prefire,Indy01,km,grass1A,live,GR,na,5,pressed and photo
Independence,2020,prefire,Indy01,km,grass1B,live,GR,na,5,pressed and photo
Independence,2020,prefire,Indy01,km,grass1C,live,GR,na,7,"tall, spreading, pressed and photo"
Independence,2020,prefire,Indy35,km,grass2,live,GR,na,tr,pics in Indy album
Independence,2020,prefire,Indy12,km,grass2,live,GR,na,tr,"tall and stiff, SE quad"
Independence,2020,prefire,Indy01,km,grassE,live,GR,na,3,pressed and photo
Independence,2020,prefire,Indy01,km,grassF,live,GR,na,10,pressed and photo
Independence,2020,prefire,Indy01,km,grassG,live,GR,na,3,pressed and photo
Independence,2020,prefire,Indy03,VS,hackelia,live,FB,na,tr,
Independence,2020,prefire,Indy20,VS,hackelia,live,FB,na,tr,
Independence,2020,prefire,Indy31,VS,hackelia,live,FB,na,tr,
Independence,2020,prefire,Indy37,VS,hackelia,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,hackelia,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,HIEALB,live,FB,na,1,
Independence,2020,prefire,Indy36,VS,HIEALB,live,FB,na,tr,Originally recorded as HEIALB but assumed type for Heiracium
Independence,2020,prefire,Indy25,ag,HIEALB,live,FB,na,4,
Independence,2020,prefire,Indy25,ag,HIEALB,live,FB,na,tr,
Independence,2020,prefire,Indy24,VS,HORBRA,live,GR,na,5,Hordeum brachyantherum
Independence,2020,prefire,Indy01,km,HORFUSPAR,live,FB,na,tr,horkelia fusca ssp parviflora
Independence,2020,prefire,Indy09,VS,PHAHYD,live,FB,na,2,
Independence,2020,prefire,Indy30,VS,IPOAGG,live,FB,na,tr,aggregata
Independence,2020,prefire,Indy08,VS,juncus,live,GR,na,tr,
Independence,2020,prefire,Indy24,VS,juncus mex/nev,live,GR,na,tr,
Independence,2020,prefire,Indy16,VS,juncus mex/nev,live,GR,na,tr,
Independence,2020,prefire,Indy01,km,juncus,live,GR,na,10,pressed and photo
Independence,2020,prefire,Indy26,VS,juncus1,live,GR,na,tr,
Independence,2020,prefire,Indy16,VS,juncus1,live,GR,na,tr,
Independence,2020,prefire,Indy24,VS,juncus2,live,GR,na,tr,
Independence,2020,prefire,Indy08,VS,JUOC,live,TR,TSE,tr,
Independence,2020,prefire,Indy08,VS,JUOC,live,TR,TSA,tr,
Independence,2020,prefire,Indy06,VS,JUOC,live,TR,TSA,tr,
Independence,2020,prefire,Indy01,km,JUOC,live,TR,TSE,1,
Independence,2020,prefire,Indy01,km,JUOC,live,TR,TSA,2,
Independence,2020,prefire,Indy25,ag,KELGAL,live,FB,na,30,
Independence,2020,prefire,Indy34,km,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy32,km,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy27,km,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy35,km,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy12,km,KELGAL,live,FB,na,1,
Independence,2020,prefire,Indy13,km,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy19,km,KELGAL,live,FB,na,0.25,
Independence,2020,prefire,Indy26,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy08,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy17,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy16,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy38,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy05,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy03,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy20,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy21,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy29,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy36,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy28,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy31,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy37,VS,KELGAL,live,FB,na,tr,
Independence,2020,prefire,Indy03,VS,LACSER,live,FB,na,tr,Lactuca serriola
Independence,2020,prefire,Indy25,ag,lepidium,live,FB,na,tr,
Independence,2020,prefire,Indy34,km,LIAPUN,live,SH,na,0.25,
Independence,2020,prefire,Indy32,km,LIAPUN,live,SH,na,tr,
Independence,2020,prefire,Indy33,ag,LIAPUN,live,SH,na,tr,
Independence,2020,prefire,Indy23,km,LIAPUN,live,SH,na,0.25,
Independence,2020,prefire,Indy18,km,LIAPUN,live,SH,na,1,
Independence,2020,prefire,Indy22 ,km,LIAPUN,live,SH,na,tr,
Independence,2020,prefire,Indy27,km,LIAPUN,live,SH,na,tr,
Independence,2020,prefire,Indy17,VS,LEPCIL,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,lomatium,live,,na,tr,
Independence,2020,prefire,Indy08,VS,LUPBRE,live,FB,na,tr,
Independence,2020,prefire,Indy25,ag,lupine,live,FB,na,tr,
Independence,2020,prefire,Indy12,km,lupine,live,FB,na,2,large (.5m tall) bluegreen glaucous leaves
Independence,2020,prefire,Indy09,VS,lupine,live,FB,na,tr,
Independence,2020,prefire,Indy05,VS,lupinus3,live,FB,na,1,
Independence,2020,prefire,Indy03,VS,lupinus3,live,FB,na,tr,
Independence,2020,prefire,Indy21,VS,lupinus3,live,FB,na,2,
Independence,2020,prefire,Indy36,VS,lupinus3,live,FB,na,tr,
Independence,2020,prefire,Indy37,VS,lupinus3,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,luzula,live,GR,na,tr,
Independence,2020,prefire,Indy33,ag,madia,live,FB,na,tr,
Independence,2020,prefire,Indy34,km,melica,live,GR,na,5,
Independence,2020,prefire,Indy23,km,melica,live,GR,na,tr,
Independence,2020,prefire,Indy18,km,melica,live,GR,na,tr,
Independence,2020,prefire,Indy09,VS,MIMGUT,live,FB,na,tr,Mimulus guttatus
Independence,2020,prefire,Indy24,VS,MIMGUT,live,FB,na,1,
Independence,2020,prefire,Indy01,km,MIMGUT,live,FB,na,tr,guttatus?
Independence,2020,prefire,Indy33,ag,MONODO-PAL,live,FB,na,tr,Monardella odoratissima subsp. pallida
Independence,2020,prefire,Indy23,km,MONODO-PAL,live,FB,na,tr,"leaves a different, darker green than MONODO"
Independence,2020,prefire,Indy18,km,MONODO-PAL,live,FB,na,tr,
Independence,2020,prefire,Indy35,km,MONODO-PAL,live,FB,na,tr,
Independence,2020,prefire,Indy12,km,MONODO-PAL,live,FB,na,3,
Independence,2020,prefire,Indy26,VS,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy07,VS,MONODO,live,FB,na,1,
Independence,2020,prefire,Indy08,VS,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,MONODO,live,FB,na,2,
Independence,2020,prefire,Indy24,VS,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy16,VS,MONODO,live,FB,na,3,
Independence,2020,prefire,Indy06,VS,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy40,VS,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy38,VS,MONODO,live,FB,na,1,
Independence,2020,prefire,Indy05,VS,MONODO,live,FB,na,8,
Independence,2020,prefire,Indy11,VS,MONODO,live,FB,na,1,
Independence,2020,prefire,Indy20,VS,MONODO,live,FB,na,2,
Independence,2020,prefire,Indy29,VS,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy36,VS,MONODO,live,FB,na,3,
Independence,2020,prefire,Indy30,VS,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy28,VS,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy31,VS,MONODO,live,FB,na,2,
Independence,2020,prefire,Indy37,VS,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy25,ag,MONODO,live,FB,na,1,
Independence,2020,prefire,Indy39,km,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy34,km,MONODO,live,FB,na,1,
Independence,2020,prefire,Indy32,km,MONODO,live,FB,na,1,
Independence,2020,prefire,Indy33,ag,MONODO,live,FB,na,1,
Independence,2020,prefire,Indy23,km,MONODO,live,FB,na,0.5,
Independence,2020,prefire,Indy18,km,MONODO,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,MONODO,live,FB,na,2,
Independence,2020,prefire,Indy27,km,MONODO,live,FB,na,0.5,
Independence,2020,prefire,Indy35,km,MONODO,live,FB,na,0.5,
Independence,2020,prefire,Indy12,km,MONODO,live,FB,na,12,
Independence,2020,prefire,Indy13,km,MONODO,live,FB,na,0.5,
Independence,2020,prefire,Indy19,km,MONODO,live,FB,na,0.5,
Independence,2020,prefire,Indy03,VS,MONODO ,live,FB,na,9,
Independence,2020,prefire,Indy08,VS,MICNUT,live,FB,na,tr,Microseris nutans
Independence,2020,prefire,Indy25,ag,OSMBER,live,FB,na,tr,
Independence,2020,prefire,Indy07,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy08,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy09,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy17,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy16,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy06,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy40,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy03,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy11,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy14,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy36,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy28,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy31,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy37,VS,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy25,ag,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy34,km,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy32,km,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy23,km,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy27,km,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy12,km,PEDSEM,live,FB,na,tr,
Independence,2020,prefire,Indy17,VS,PENRYD,live,FB,na,tr,
Independence,2020,prefire,Indy16,VS,PENRYD,live,FB,na,tr,
Independence,2020,prefire,Indy40,VS,PENRYD,live,FB,na,tr,
Independence,2020,prefire,Indy05,VS,PENRYD,live,FB,na,tr,
Independence,2020,prefire,Indy37,VS,PENRYD,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,PENRYD,live,FB,na,tr,penstemon rydbergii
Independence,2020,prefire,Indy07,VS,penstemon,live,FB,na,1,
Independence,2020,prefire,Indy16,VS,penstemon,live,FB,na,3,
Independence,2020,prefire,Indy06,VS,penstemon,live,FB,na,tr,
Independence,2020,prefire,Indy40,VS,penstemon,live,FB,na,tr,
Independence,2020,prefire,Indy11,VS,penstemon,live,FB,na,1,
Independence,2020,prefire,Indy14,VS,penstemon,live,FB,na,tr,
Independence,2020,prefire,Indy20,VS,penstemon,live,FB,na,1,
Independence,2020,prefire,Indy21,VS,penstemon,live,FB,na,1,
Independence,2020,prefire,Indy29,VS,penstemon,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,penstemon,live,FB,na,tr,pressed and photo
Independence,2020,prefire,Indy03,VS,penstemon ,live,FB,na,1,
Independence,2020,prefire,Indy28,VS,penstemon ,live,FB,na,tr,
Independence,2020,prefire,Indy31,VS,penstemon ,live,FB,na,tr,
Independence,2020,prefire,Indy39,km,penstemon ,live,FB,na,tr,
Independence,2020,prefire,Indy34,km,penstemon ,live,FB,na,4,
Independence,2020,prefire,Indy32,km,penstemon ,live,FB,na,0.75,
Independence,2020,prefire,Indy33,ag,penstemon ,live,FB,na,3,
Independence,2020,prefire,Indy23,km,penstemon ,live,FB,na,0.5,
Independence,2020,prefire,Indy18,km,penstemon ,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,penstemon ,live,FB,na,tr,
Independence,2020,prefire,Indy27,km,penstemon ,live,FB,na,0.25,
Independence,2020,prefire,Indy35,km,penstemon ,live,FB,na,0.5,
Independence,2020,prefire,Indy12,km,penstemon ,live,FB,na,10,
Independence,2020,prefire,Indy13,km,penstemon ,live,FB,na,0.25,
Independence,2020,prefire,Indy19,km,penstemon ,live,FB,na,tr,
Independence,2020,prefire,Indy26,VS,penstemon ,live,FB,na,tr,
Independence,2020,prefire,Indy08,VS,penstemon ,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,penstemon ,live,FB,na,0.5,"penstemon we had been seeing most in other places, larger inflorescence"
Independence,2020,prefire,Indy33,ag,penstemon2,live,FB,na,tr,penlae??
Independence,2020,prefire,Indy18,km,penstemon2,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,penstemon2,live,FB,na,tr,
Independence,2020,prefire,Indy22 ,km,penstemon3,live,FB,na,tr,
Independence,2020,prefire,Indy33,ag,peony,live,FB,na,tr,
Independence,2020,prefire,Indy01,km,PERLEM,live,FB,na,tr,perideridia lemmonii
Independence,2020,prefire,Indy35,km,phacelia,live,FB,na,tr,"fried , pics in Indy album"
Independence,2020,prefire,Indy25,ag,PHAHAS,live,FB,na,tr,
Independence,2020,prefire,Indy03,VS,PHAHYD,live,FB,na,tr,
Independence,2020,prefire,Indy20,VS,PHAHYD,live,FB,na,1,
Independence,2020,prefire,Indy09,VS,PHAHYD,live,FB,na,tr,
Independence,2020,prefire,Indy29,VS,PHAHYD,live,FB,na,tr,
Independence,2020,prefire,Indy31,VS,PHAHYD,live,FB,na,tr,
Independence,2020,prefire,Indy25,ag,PHAHYD,live,FB,na,5,typo from phyhyd
Independence,2020,prefire,Indy07,VS,PHLDIF,live,SH,na,tr,
Independence,2020,prefire,Indy08,VS,PHLDIF,live,SH,na,1,
Independence,2020,prefire,Indy16,VS,PHLDIF,live,SH,na,3,
Independence,2020,prefire,Indy06,VS,PHLDIF,live,SH,na,tr,
Independence,2020,prefire,Indy14,VS,PHLDIF,live,SH,na,tr,
Independence,2020,prefire,Indy28,VS,PHLDIF,live,SH,na,tr,
Independence,2020,prefire,Indy09,VS,PHLEUM,live,,na,tr,
Independence,2020,prefire,Indy26,VS,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy26,VS,PICO,live,TR,TSA,10,
Independence,2020,prefire,Indy26,VS,PICO,live,TR,TOV,22,
Independence,2020,prefire,Indy26,VS,PICO,dead,TR,TSA,tr,
Independence,2020,prefire,Indy26,VS,PICO,dead,TR,TOV,tr,
Independence,2020,prefire,Indy07,VS,PICO,live,TR,TSA,tr,
Independence,2020,prefire,Indy07,VS,PICO,live,TR,TOV,5,
Independence,2020,prefire,Indy08,VS,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy08,VS,PICO,live,TR,TSA,tr,
Independence,2020,prefire,Indy08,VS,PICO,live,TR,TOV,16,
Independence,2020,prefire,Indy09,VS,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy09,VS,PICO,live,TR,TSA,8,
Independence,2020,prefire,Indy09,VS,PICO,live,TR,TOV,20,
Independence,2020,prefire,Indy24,VS,PICO,live,TR,TSA,tr,
Independence,2020,prefire,Indy24,VS,PICO,live,TR,TOV,6,
Independence,2020,prefire,Indy17,VS,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy17,VS,PICO,live,TR,TSA,tr,
Independence,2020,prefire,Indy17,VS,PICO,live,TR,TOV,6,
Independence,2020,prefire,Indy16,VS,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy16,VS,PICO,live,TR,TSA,2,
Independence,2020,prefire,Indy16,VS,PICO,live,TR,TOV,11,
Independence,2020,prefire,Indy06,VS,PICO,live,TR,TSA,1,
Independence,2020,prefire,Indy06,VS,PICO,live,TR,TOV,6,
Independence,2020,prefire,Indy40,VS,PICO,live,TR,TSA,tr,
Independence,2020,prefire,Indy05,VS,PICO,live,TR,TOV,1,
Independence,2020,prefire,Indy14,VS,PICO,live,TR,TOV,1,
Independence,2020,prefire,Indy36,VS,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy36,VS,PICO,live,TR,TSA,tr,
Independence,2020,prefire,Indy36,VS,PICO,dead,TR,TSA,tr,
Independence,2020,prefire,Indy36,VS,PICO,live,TR,TOV,19,
Independence,2020,prefire,Indy36,VS,PICO,dead,TR,TOV,2,
Independence,2020,prefire,Indy37,VS,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy25,ag,PICO,live,TR,TOV,20,
Independence,2020,prefire,Indy25,ag,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy23,km,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy23,km,PICO,live,TR,TOV,20,
Independence,2020,prefire,Indy35,km,PICO,live,TR,TOV,3,
Independence,2020,prefire,Indy01,km,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy01,km,PICO,dead,TR,TSE,tr,
Independence,2020,prefire,Indy01,km,PICO,live,TR,TSA,6,
Independence,2020,prefire,Indy01,km,PICO,live,TR,TOV,60,
Independence,2020,prefire,Indy12,km,PICO,live,TR,TSE,tr,
Independence,2020,prefire,Indy12,km,PICO,live,TR,TSA,0.25,
Independence,2020,prefire,Indy12,km,PICO,live,TR,TOV,12,
Independence,2020,prefire,Indy26,VS,PIJE,live,TR,TSE,tr,
Independence,2020,prefire,Indy26,VS,PIJE,live,TR,TSE,9,
Independence,2020,prefire,Indy26,VS,PIJE,live,TR,TSA,1,
Independence,2020,prefire,Indy26,VS,PIJE,live,TR,TSA,9,
Independence,2020,prefire,Indy26,VS,PIJE,live,TR,TOV,9,
Independence,2020,prefire,Indy26,VS,PIJE,dead,TR,TOV,tr,
Independence,2020,prefire,Indy07,VS,PIJE,live,TR,TSA,tr,
Independence,2020,prefire,Indy07,VS,PIJE,live,TR,TOV,1,
Independence,2020,prefire,Indy08,VS,PIJE,live,TR,TSA,tr,
Independence,2020,prefire,Indy08,VS,PIJE,live,TR,TOV,11,
Independence,2020,prefire,Indy17,VS,PIJE,live,TR,TSE,tr,
Independence,2020,prefire,Indy06,VS,PIJE,live,TR,TSA,2,
Independence,2020,prefire,Indy06,VS,PIJE,live,TR,TOV,13,
Independence,2020,prefire,Indy40,VS,PIJE,live,TR,TSE,tr,
Independence,2020,prefire,Indy40,VS,PIJE,live,TR,TOV,11,
Independence,2020,prefire,Indy38,VS,PIJE,live,TR,TSE,tr,
Independence,2020,prefire,Indy38,VS,PIJE,live,TR,TOV,3,
Independence,2020,prefire,Indy11,VS,PIJE,live,TR,TSA,tr,
Independence,2020,prefire,Indy11,VS,PIJE,live,TR,TOV,5,
Independence,2020,prefire,Indy14,VS,PIJE,live,TR,TSA,tr,
Independence,2020,prefire,Indy14,VS,PIJE,dead,TR,TSA,tr,
Independence,2020,prefire,Indy14,VS,PIJE,live,TR,TOV,22,
Independence,2020,prefire,Indy21,VS,PIJE,live,TR,TSE,tr,
Independence,2020,prefire,Indy21,VS,PIJE,live,TR,TSA,1,
Independence,2020,prefire,Indy21,VS,PIJE,live,TR,TOV,10,
Independence,2020,prefire,Indy29,VS,PIJE,live,TR,TSE,tr,
Independence,2020,prefire,Indy29,VS,PIJE,live,TR,TOV,7,
Independence,2020,prefire,Indy36,VS,PIJE,live,TR,TOV,15,
Independence,2020,prefire,Indy30,VS,PIJE,live,TR,TSE,tr,
Independence,2020,prefire,Indy30,VS,PIJE,live,TR,TSA,1,
Independence,2020,prefire,Indy30,VS,PIJE,live,TR,TOV,tr,
Independence,2020,prefire,Indy28,VS,PIJE,live,TR,TSE,tr,
