site,plotid,obs,pre_post_fire,year,species,status,lifeform,layer_code,percent,notes,collected?,,
wilderranch,WIL012,km,prefire,2021,vicniggig,live,FB,,tr,,,,
wilderranch,WIL012,km,prefire,2021,urtdio,live,FB,,0.75,,,,
wilderranch,WIL012,km,prefire,2021,actrub,live,FB,,1,,,,
wilderranch,WIL012,km,prefire,2021,prohoo,live,FB,,tr,,,,
wilderranch,WIL012,km,prefire,2021,fragaria,live,FB,,tr,,,,
wilderranch,WIL012,km,prefire,2021,myosotis,live,FB,,0.25,,,,
wilderranch,WIL012,km,prefire,2021,phamal,live,FB,,0.25,phacelia malvifolia,,,
wilderranch,WIL012,km,prefire,2021,scrcal,live,FB,,0.25,scrophularia californica,,,
wilderranch,WIL012,km,prefire,2021,solame,live,FB,,tr,,,,
wilderranch,WIL012,km,prefire,2021,triova,live,FB,,tr,,,,
wilderranch,WIL012,km,prefire,2021,brocil,live,GR,,0.25,,x,,
wilderranch,WIL012,km,prefire,2021,wil carex,live,GR,,tr,,,,
wilderranch,WIL012,km,prefire,2021,wil juncus,live,GR,,tr,,,,
wilderranch,WIL013,km,prefire,2021,umbcal,live,TR,TSE,0.5,,,,
wilderranch,WIL013,mm,prefire,2021,umbcal,dead,TR,TSE,tr,,,,
wilderranch,WIL013,km,prefire,2021,psme,live,TR,TSE,0.25,,,,
wilderranch,WIL013,km,prefire,2021,quag,live,TR,TSE,tr,,,,
wilderranch,WIL013,km,prefire,2021,seqsem,live,TR,TSE,tr,,,,
wilderranch,WIL013,km,prefire,2021,node,live,TR,TSE,tr,,,,
wilderranch,WIL013,km,prefire,2021,umbcal,live,TR,TSA,2,,,,
wilderranch,WIL013,km,prefire,2021,psme,live,TR,TSA,7,,,,
wilderranch,WIL013,km,prefire,2021,quag,live,TR,TSA,9,,,,
wilderranch,WIL013,km,prefire,2021,seqsem,live,TR,TSA,0.25,,,,
wilderranch,WIL013,km,prefire,2021,node,live,TR,TSA,4,,,,
wilderranch,WIL013,mm,prefire,2021,node,dead,TR,TSA,tr,,,,
wilderranch,WIL013,km,prefire,2021,umbcal,live,TR,TOV,79,,,,
wilderranch,WIL013,km,prefire,2021,psme,live,TR,TOV,2.5,,,,
wilderranch,WIL013,km,prefire,2021,arbmen,live,TR,TOV,10,,,,
wilderranch,WIL013,km,prefire,2021,quag,live,TR,TOV,30,,,,
wilderranch,WIL013,km,prefire,2021,arbmen,dead,TR,TOV,3,,,,
wilderranch,WIL013,km,prefire,2021,arbmen,dead,TR,TSA,0.25,,,,
wilderranch,WIL013,km,prefire,2021,quag,dead,TR,TOV,1,,,,
wilderranch,WIL013,km,prefire,2021,psme,dead,TR,TSA,0.5,,,,
wilderranch,WIL013,km,prefire,2021,rosgym,live,SH,,1,,,,
wilderranch,WIL013,km,prefire,2021,toxdiv,live,SH,,37,,,,
wilderranch,WIL013,km,prefire,2021,lonhis,live,SH,,12,,,,
wilderranch,WIL013,km,prefire,2021,ruburs,live,SH,,4,,,,
wilderranch,WIL013,km,prefire,2021,corcor,live,SH,,12,,,,
wilderranch,WIL013,km,prefire,2021,dryarg,live,FERN ,,0.25,,,,
wilderranch,WIL013,km,prefire,2021,pteaqu,live,FERN ,,0.5,,,,
wilderranch,WIL013,km,prefire,2021,pentri,live,FERN ,,tr,,,,
wilderranch,WIL013,km,prefire,2021,polmun,live,FERN ,,tr,,,,
wilderranch,WIL013,km,prefire,2021,stabul,live,FB,,tr,,,,
wilderranch,WIL013,km,prefire,2021,galspa,live,FB,,5,,,,
wilderranch,WIL013,km,prefire,2021,sanoli,live,FB,,tr,,,,
wilderranch,WIL013,km,prefire,2021,lathyrus big,live,FB,,tr,,,,
wilderranch,WIL013,km,prefire,2021,mimauraur,live,FB,,tr,,,,
wilderranch,WIL013,km,prefire,2021,epihel,live,FB,,tr,,,,
wilderranch,WIL013,km,prefire,2021,clidou,live,FB,,0.75,,,,
wilderranch,WIL013,km,prefire,2021,tornod,live,FB,,tr,,,,
wilderranch,WIL013,km,prefire,2021,osmchi,live,FB,,tr,,,,
wilderranch,WIL013,km,prefire,2021,kinky grass,live,GR,,6,,,,
wilderranch,WIL013,km,prefire,2021,wil carex,live,GR,,0.5,,,,
wilderranch,WIL013,km,prefire,2021,branched melica,live,GR,,tr,,,,
wilderranch,WIL013,km,prefire,2021,yellow grass,live,GR,,0.25,,,,
wilderranch,WIL013,km,prefire,2021,cynech,live,GR,,tr,,,,
wilderranch,WIL015,km,prefire,2021,node,live,TR,TSE,2,,,,
wilderranch,WIL015,km,prefire,2021,arbmen,live,TR,TSE,tr,,,,
wilderranch,WIL015,km,prefire,2021,psme,live,TR,TSE,tr,,,,
wilderranch,WIL015,km,prefire,2021,umbcal,live,TR,TSE,tr,,,,
wilderranch,WIL015,km,prefire,2021,hetarb,live,TR,TSE,0.25,,,,
wilderranch,WIL015,km,prefire,2021,qu entire,live,TR,TSE,tr,,,,
wilderranch,WIL015,km,prefire,2021,node,live,TR,TSA,52,,,,
wilderranch,WIL015,km,prefire,2021,arbmen,live,TR,TSA,4,,,,
wilderranch,WIL015,km,prefire,2021,quag,live,TR,TSA,1.5,,,,
wilderranch,WIL015,km,prefire,2021,hetarb,live,TR,TSA,4,,,,
wilderranch,WIL015,km,prefire,2021,qu entire,live,TR,TSA,2.5,,,,
wilderranch,WIL015,km,prefire,2021,arbmen,live,TR,TOV,51,,,,
wilderranch,WIL015,km,prefire,2021,psme,live,TR,TOV,58,,,,
wilderranch,WIL015,km,prefire,2021,qu entire,dead,TR,TSA,0.25,,,,
wilderranch,WIL015,km,prefire,2021,arbmen,dead,TR,TOV,0.25,,,,
wilderranch,WIL015,km,prefire,2021,psme,dead,TR,TSA,0.75,,,,
wilderranch,WIL015,km,prefire,2021,arbmen,dead,TR,TSA,0.25,,,,
wilderranch,WIL015,mm,prefire,2021,node,dead,TR,TSA,tr,,,,
wilderranch,WIL015,mm,prefire,2021,node,dead,TR,TSE,tr,,,,
wilderranch,WIL015,km,prefire,2021,toxdiv,live,SH,,1,,,,
wilderranch,WIL015,km,prefire,2021,ruburs,live,SH,,9,,,,
wilderranch,WIL015,km,prefire,2021,lonhis,live,SH,,1,,,,
wilderranch,WIL015,km,prefire,2021,symalblae,live,SH,,tr,,,,
wilderranch,WIL015,km,prefire,2021,pteaqu,live,FERN ,,0.25,,,,
wilderranch,WIL015,km,prefire,2021,clidou,live,FB,,0.5,,,,
wilderranch,WIL015,km,prefire,2021,gal4,live,FB,,0.25,,,,
wilderranch,WIL015,km,prefire,2021,tornod,live,FB,,tr,,x,,
wilderranch,WIL015,km,prefire,2021,galapa,dead,FB,,tr,,,,
wilderranch,WIL015,km,prefire,2021,polcal,live,FB,,tr,,,,
wilderranch,WIL015,km,prefire,2021,epihel,live,FB,,tr,,,,
wilderranch,WIL015,km,prefire,2021,melcal,live,GR,,0.25,,,,
wilderranch,WIL015,km,prefire,2021,brocil,live,GR,,0.25,,,,
wilderranch,WIL015,km,prefire,2021,juncus ball,live,GR,,0.25,,x,,
wilderranch,WIL015,km,prefire,2021,wil carex,live,GR,,tr,,,,
wilderranch,WIL015,km,prefire,2021,small bromus,live,GR,,tr,,x,,
wilderranch,WIL015,km,prefire,2021,kinky grass,live,GR,,tr,,,,
wilderranch,WIL016,km,prefire,2021,umbcal,live,TR,TSE,0.75,did not thoroughly check small area on west transect because thick snd tall poison oak,,,
wilderranch,WIL016,km,prefire,2021,hetarb,live,TR,TSE,tr,,,,
wilderranch,WIL016,mm,prefire,2021,hetarb,live,TR,TSA,tr,,,,
wilderranch,WIL016,km,prefire,2021,qu entire,live,TR,TSE,tr,,,,
wilderranch,WIL016,km,prefire,2021,node,live,TR,TSE,tr,,,,
wilderranch,WIL016,km,prefire,2021,umbcal,live,TR,TSA,35,,,,
wilderranch,WIL016,km,prefire,2021,psme,live,TR,TSA,8,,,,
wilderranch,WIL016,km,prefire,2021,node,live,TR,TSA,1,,,,
wilderranch,WIL016,km,prefire,2021,umbcal,live,TR,TOV,6,,,,
wilderranch,WIL016,km,prefire,2021,psme,live,TR,TOV,50,,,,
wilderranch,WIL016,km,prefire,2021,quag,live,TR,TOV,45,,,,
wilderranch,WIL016,km,prefire,2021,quag,dead,TR,TOV,0.25,,,,
wilderranch,WIL016,km,prefire,2021,qu entire,dead,TR,TOV,4,,,,
wilderranch,WIL016,km,prefire,2021,arbmen,dead,TR,TSA,0.25,,,,
wilderranch,WIL016,km,prefire,2021,qu entire,dead,TR,TOV,1,,,,
wilderranch,WIL016,km,prefire,2021,arbmen,dead,TR,TSE,tr,,,,
wilderranch,WIL016,km,prefire,2021,corcor,live,SH,,43,,,,
wilderranch,WIL016,km,prefire,2021,toxdiv,live,SH,,15,,,,
wilderranch,WIL016,km,prefire,2021,ruburs,live,SH,,17,,,,
wilderranch,WIL016,km,prefire,2021,lonhis,live,SH,,10,,,,
wilderranch,WIL016,km,prefire,2021,mimauraur,live,FB,,tr,,,,
wilderranch,WIL016,km,prefire,2021,trileaf sh,live,FB,,tr,,,,
wilderranch,WIL016,km,prefire,2021,glandular alt,live,FB,,tr,,,,
wilderranch,WIL016,km,prefire,2021,lathyrus big,live,FB,,tr,,,,
wilderranch,WIL016,km,prefire,2021,gal4,live,FB,,0.5,,,,
wilderranch,WIL016,km,prefire,2021,clidou,live,FB,,1,,,,
wilderranch,WIL016,km,prefire,2021,tornod,live,FB,,tr,,,,
wilderranch,WIL016,km,prefire,2021,pteaqu,live,FERN ,,0.75,,,,
wilderranch,WIL016,km,prefire,2021,pentri,live,FERN ,,tr,,,,
wilderranch,WIL016,km,prefire,2021,dryarg,live,FERN ,,0.75,,,,
wilderranch,WIL016,km,prefire,2021,melcal,live,GR,,0.5,,,,
wilderranch,WIL016,km,prefire,2021,wil carex,live,GR,,2,,x,,
wilderranch,WIL016,km,prefire,2021,brocil,live,GR,,tr,,,,
wilderranch,WIL016,km,prefire,2021,branched melica,live,GR,,tr,,,,
wilderranch,WIL016,km,prefire,2021,kinky grass,live,GR,,tr,,,,
wilderranch,WIL017,km,prefire,2021,seqsem,live,TR,TSE,2,,,,
wilderranch,WIL017,km,prefire,2021,umbcal,live,TR,TSE,0.5,,,,
wilderranch,WIL017,km,prefire,2021,node,live,TR,TSE,0.25,,,,
wilderranch,WIL017,km,prefire,2021,quag,live,TR,TSE,0.5,,,,
wilderranch,WIL017,km,prefire,2021,qu entire,live,TR,TSE,0.25,,,,
wilderranch,WIL017,km,prefire,2021,seqsem,live,TR,TSA,1.5,,,,
wilderranch,WIL017,km,prefire,2021,umbcal,live,TR,TSA,1,,,,
wilderranch,WIL017,mm,prefire,2021,umbcal,dead,TR,TSA,0.25,,,,
wilderranch,WIL017,km,prefire,2021,quag,live,TR,TSA,2,,,,
wilderranch,WIL017,km,prefire,2021,seqsem,live,TR,TOV,88,,,,
wilderranch,WIL017,km,prefire,2021,umbcal,live,TR,TOV,10,,,,
wilderranch,WIL017,km,prefire,2021,qu entire,live,TR,TOV,2.5,,,,
wilderranch,WIL017,km,prefire,2021,psme,live,TR,TOV,7,,,,
wilderranch,WIL017,km,prefire,2021,arbmen,live,TR,TOV,1,,,,
wilderranch,WIL017,km,prefire,2021,psme,dead,TR,TOV,0.25,,,,
wilderranch,WIL017,km,prefire,2021,arbmen,dead,TR,TOV,0.75,,,,
wilderranch,WIL017,km,prefire,2021,seqsem,dead,TR,TSA,1,,,,
wilderranch,WIL017,mm,prefire,2021,qu entire,live,TR,TSA,tr,,,,
wilderranch,WIL017,mm,prefire,2021,qu entire,dead,TR,TSE,tr,,,,
wilderranch,WIL017,km,prefire,2021,rhacal,live,SH,,3,,,,
wilderranch,WIL017,km,prefire,2021,toxdiv,live,SH,,0.5,,,,
wilderranch,WIL017,km,prefire,2021,ruburs,live,SH,,5,,,,
wilderranch,WIL017,km,prefire,2021,corcor,live,SH,,53,,,,
wilderranch,WIL017,km,prefire,2021,lonhis,live,SH,,tr,,,,
wilderranch,WIL017,km,prefire,2021,corcor,dead,SH,,2,,,,
wilderranch,WIL017,km,prefire,2021,polmun,live,FERN ,,0.25,,,,
wilderranch,WIL017,km,prefire,2021,dryarg,live,FERN ,,0.25,,,,
wilderranch,WIL017,km,prefire,2021,pteaqu,live,FERN ,,0.5,,,,
wilderranch,WIL017,km,prefire,2021,prohoo,live,FB,,0.25,,,,
wilderranch,WIL017,km,prefire,2021,lyslat,live,FB,,0.25,,,,
wilderranch,WIL017,km,prefire,2021,galapa,live,FB,,tr,,,,
wilderranch,WIL017,km,prefire,2021,vicniggig,live,FB,,tr,,,,
wilderranch,WIL017,km,prefire,2021,stabul,live,FB,,tr,,,,
wilderranch,WIL017,km,prefire,2021,actrub,live,FB,,0.25,foliage completely browsed,,,
wilderranch,WIL017,km,prefire,2021,mairac,live,FB,,tr,big,,,
wilderranch,WIL017,km,prefire,2021,galspa,live,FB,,0.5,,,,
wilderranch,WIL017,km,prefire,2021,clidou,live,FB,,0.5,,,,
wilderranch,WIL017,km,prefire,2021,triova,live,FB,,tr,,,,
wilderranch,WIL017,km,prefire,2021,glossy lv grass,live,GR,,tr,,,,
wilderranch,WIL017,km,prefire,2021,brocil,live,GR,,1,,,,
wilderranch,WIL017,km,prefire,2021,wil carex,live,GR,,0.5,,,,
wilderranch,WIL018,km,prefire,2021,qu entire,live,TR,TSE,0.25,,,,
wilderranch,WIL018,km,prefire,2021,node,live,TR,TSE,0.5,,,,
wilderranch,WIL018,km,prefire,2021,hetarb,live,TR,TSE,1,,,,
wilderranch,WIL018,km,prefire,2021,umbcal,live,TR,TSE,0.5,,,,
wilderranch,WIL018,km,prefire,2021,node,live,TR,TSA,1,,,,
wilderranch,WIL018,km,prefire,2021,qu entire,live,TR,TSA,0.5,,,,
wilderranch,WIL018,km,prefire,2021,umbcal,live,TR,TSA,0.5,,,,
wilderranch,WIL018,km,prefire,2021,hetarb,live,TR,TSA,4,,,,
wilderranch,WIL018,km,prefire,2021,arbmen,live,TR,TSA,1,,,,
wilderranch,WIL018,km,prefire,2021,arbmen,live,TR,TOV,24,,,,
wilderranch,WIL018,km,prefire,2021,qu entire,live,TR,TOV,66,,,,
wilderranch,WIL018,km,prefire,2021,quag,live,TR,TOV,6,,,,
wilderranch,WIL018,km,prefire,2021,psme,live,TR,TOV,10,,,,
wilderranch,WIL018,km,prefire,2021,qu entire,dead,TR,TSA,0.5,,,,
wilderranch,WIL018,km,prefire,2021,arbmen,dead,TR,TOV,6,,,,
wilderranch,WIL018,km,prefire,2021,arbmen,dead,TR,TSA,1.5,,,,
wilderranch,WIL018,km,prefire,2021,qu entire,dead,TR,TSE,tr,,,,
wilderranch,WIL018,km,prefire,2021,toxdiv,live,SH,,31,,,,
wilderranch,WIL018,km,prefire,2021,lonhis,live,SH,,20,,,,
wilderranch,WIL018,km,prefire,2021,ruburs,live,SH,,70,,,,
wilderranch,WIL018,km,prefire,2021,corcor,live,SH,,55,,,,
wilderranch,WIL018,km,prefire,2021,cotpan,live,SH,,tr,fuzzymargin,,,
wilderranch,WIL018,km,prefire,2021,dryarg,live,FERN ,,0.25,,,,
wilderranch,WIL018,km,prefire,2021,pteaqu,live,FERN ,,3,,,,
wilderranch,WIL018,km,prefire,2021,pteaqu,dead,FERN ,,5,cant tell if dead fern is from this season or last,,,
wilderranch,WIL018,km,prefire,2021,ageade,live,FB,,16,ageratina adenophora,,,
wilderranch,WIL018,km,prefire,2021,clidou,live,FB,,tr,,,,
wilderranch,WIL018,km,prefire,2021,galapa,live,FB,,tr,,,,
wilderranch,WIL018,km,prefire,2021,lathyrus,live,FB,,tr,,,,
wilderranch,WIL018,km,prefire,2021,epihel,live,FB,,tr,,,,
wilderranch,WIL018,km,prefire,2021,juncus ball,live,GR,,0.25,,,,
wilderranch,WIL018,km,prefire,2021,kinky grass,live,GR,,tr,,,,
wilderranch,WIL020,km,prefire,2021,node,live,TR,TSE,0.5,,,,
wilderranch,WIL020,km,prefire,2021,umbcal,live,TR,TSE,0.25,,,,
wilderranch,WIL020,km,prefire,2021,quag,live,TR,TSE,tr,,,,
wilderranch,WIL020,mm,prefire,2021,quag,dead,TR,TSA,0.25,,,,
wilderranch,WIL020,km,prefire,2021,umbcal,live,TR,TSA,9,,,,
wilderranch,WIL020,km,prefire,2021,quag,live,TR,TSA,3,,,,
wilderranch,WIL020,km,prefire,2021,node,live,TR,TSA,0.5,,,,
wilderranch,WIL020,km,prefire,2021,umbcal,live,TR,TOV,11,,,,
wilderranch,WIL020,km,prefire,2021,seqsem,live,TR,TOV,22,"most from overhanging foliage, only 3% from in plot seqsem",,,
wilderranch,WIL020,km,prefire,2021,quag,live,TR,TOV,7,,,,
wilderranch,WIL020,km,prefire,2021,umbcal,dead,TR,TOV,tr,,,,
wilderranch,WIL020,km,prefire,2021,qu entire,dead,TR,TOV,0.75,,,,
wilderranch,WIL020,km,prefire,2021,rubpar,live,SH,,2,,,,
wilderranch,WIL020,km,prefire,2021,toxdiv,live,SH,,4,,,,
wilderranch,WIL020,km,prefire,2021,ruburs,live,SH,,12,,,,
wilderranch,WIL020,km,prefire,2021,corcor,live,SH,,0.5,,,,
wilderranch,WIL020,km,prefire,2021,rhacal,live,SH,,0.25,rhamnus californica,,,
wilderranch,WIL020,km,prefire,2021,polmun,live,FERN ,,33,,,,
wilderranch,WIL020,km,prefire,2021,dryarg,live,FERN ,,2,,,,
wilderranch,WIL020,km,prefire,2021,pteaqu,live,FERN ,,1,,,,
wilderranch,WIL020,km,prefire,2021,asacau,live,FB,,tr,,,,
wilderranch,WIL020,km,prefire,2021,iridou,live,FB,,0.5,,,,
wilderranch,WIL020,km,prefire,2021,actrub,live,FB,,0.5,,,,
wilderranch,WIL020,km,prefire,2021,oxaore,live,FB,,60,,,,
wilderranch,WIL020,km,prefire,2021,solame,live,FB,,1,solanum americanum,,,
wilderranch,WIL020,km,prefire,2021,stabul,live,FB,,0.25,,,,
wilderranch,WIL020,km,prefire,2021,senmin,live,FB,,0.75,senecio minimus,,,
wilderranch,WIL020,km,prefire,2021,galapa,live,FB,,tr,,,,
wilderranch,WIL020,km,prefire,2021,triova,live,FB,,0.25,,,,
wilderranch,WIL020,km,prefire,2021,cirvul,live,FB,,tr,,,,
wilderranch,WIL020,km,prefire,2021,adebic,live,FB,,tr,,,,
wilderranch,WIL020,km,prefire,2021,viogla,live,FB,,0.5,,,,
wilderranch,WIL020,km,prefire,2021,urtdio,live,FB,,0.25,,,,
wilderranch,WIL020,km,prefire,2021,vicniggig,live,FB,,0.25,,,,
wilderranch,WIL021,km,prefire,2021,node,live,TR,TSE,7,,,,
wilderranch,WIL021,km,prefire,2021,umbcal,live,TR,TSE,tr,,,,
wilderranch,WIL021,km,prefire,2021,seqsem,live,TR,TSE,0.25,,,,
wilderranch,WIL021,km,prefire,2021,quag,live,TR,TSE,tr,,,,
wilderranch,WIL021,km,prefire,2021,quwi,live,TR,TSE,tr,,,,
wilderranch,WIL021,km,prefire,2021,qu entire,live,TR,TSE,tr,,,,
wilderranch,WIL021,km,prefire,2021,node,live,TR,TSA,43,,,,
wilderranch,WIL021,km,prefire,2021,qu entire,live,TR,TSA,0.5,,,,
wilderranch,WIL021,km,prefire,2021,umbcal,live,TR,TOV,35,bole not in plot but foliage overhanging significantly ,,,
wilderranch,WIL021,km,prefire,2021,seqsem,live,TR,TOV,38,bole not in plot but foliage overhanging significantly ,,,
wilderranch,WIL021,km,prefire,2021,quag,live,TR,TOV,12,,,,
wilderranch,WIL021,km,prefire,2021,quwi,live,TR,TOV,8,,,,
wilderranch,WIL021,km,prefire,2021,arbmen,live,TR,TOV,20,,,,
wilderranch,WIL021,km,prefire,2021,arbmen,dead,TR,TOV,0.5,,,,
wilderranch,WIL021,km,prefire,2021,node,dead,TR,TSA,3,,,,
wilderranch,WIL021,km,prefire,2021,qu entire,dead,TR,TOV,tr,,,,
wilderranch,WIL021,km,prefire,2021,lonhis,live,SH,,tr,,,,
wilderranch,WIL021,km,prefire,2021,toxdiv,live,SH,,10,,,,
wilderranch,WIL021,km,prefire,2021,ruburs,live,SH,,5,,,,
wilderranch,WIL021,km,prefire,2021,ribes,live,SH,,0.25,,x,,
wilderranch,WIL021,km,prefire,2021,corcor,live,SH,,1,,,,
wilderranch,WIL021,km,prefire,2021,dryarg,live,FERN ,,1,,,,
wilderranch,WIL021,km,prefire,2021,pteaqu,live,FERN ,,0.25,,,,
wilderranch,WIL021,km,prefire,2021,polmun,live,FERN ,,3,,,,
wilderranch,WIL021,km,prefire,2021,galapa,live,FB,,tr,,,,
wilderranch,WIL021,km,prefire,2021,epihel,live,FB,,tr,,,,
wilderranch,WIL021,km,prefire,2021,maiste,live,FB,,0.5,"linear, or mairac",x,,
wilderranch,WIL021,km,prefire,2021,prohoo,live,FB,,0.25,,,,
wilderranch,WIL021,km,prefire,2021,asacau,live,FB,,4,,,,
wilderranch,WIL021,km,prefire,2021,iridou,live,FB,,0.75,,,,
wilderranch,WIL021,km,prefire,2021,mairac,live,FB,,2,"ovate, or smilacina!",x,,
wilderranch,WIL021,km,prefire,2021,clidou,live,FB,,0.25,,,,
wilderranch,WIL021,km,prefire,2021,triova,live,FB,,tr,,,,
wilderranch,WIL021,km,prefire,2021,stabul,live,FB,,tr,,,,
wilderranch,WIL021,km,prefire,2021,hedhel,live,FB,,tr,,,,
wilderranch,WIL021,km,prefire,2021,adebic,live,FB,,tr,,,,
wilderranch,WIL021,km,prefire,2021,viogla,live,FB,,tr,,,,
wilderranch,WIL021,km,prefire,2021,myosotis,live,FB,,0.25,,,,
wilderranch,WIL021,km,prefire,2021,cirvul,live,FB,,tr,cirsium vulgare,,,
wilderranch,WIL021,km,prefire,2021,scrcal,live,FB,,tr,,,,
wilderranch,WIL021,km,prefire,2021,yellow grass,live,GR,,tr,,,,
wilderranch,WIL021,km,prefire,2021,brocil,live,GR,,0.5,,,,
wilderranch,WIL021,km,prefire,2021,wil carex,live,GR,,0.25,,,,
wilderranch,WIL022,km,prefire,2021,qu entire,live,TR,TSE,1,,,,
wilderranch,WIL022,km,prefire,2021,umbcal,live,TR,TSE,0.5,,,,
wilderranch,WIL022,km,prefire,2021,hetarb,live,TR,TSE,0.5,,,,
wilderranch,WIL022,km,prefire,2021,qu entire,live,TR,TSA,0.75,,,,
wilderranch,WIL022,km,prefire,2021,umbcal,live,TR,TSA,5,,,,
wilderranch,WIL022,km,prefire,2021,psme,live,TR,TSA,0.5,,,,
wilderranch,WIL022,km,prefire,2021,arbmen,live,TR,TOV,13,,,,
wilderranch,WIL022,km,prefire,2021,qu entire,live,TR,TOV,17,,,,
wilderranch,WIL022,km,prefire,2021,umbcal,live,TR,TOV,15,,,,
wilderranch,WIL022,km,prefire,2021,psme,live,TR,TOV,21,,,,
wilderranch,WIL022,km,prefire,2021,hetarb,live,TR,TOV,7,,,,
wilderranch,WIL022,km,prefire,2021,quag,live,TR,TOV,7,,,,
wilderranch,WIL022,km,prefire,2021,qu entire,dead,TR,TOV,0.5,,,,
wilderranch,WIL022,mm,prefire,2021,arbmen,dead,TR,TOV,tr,,,,
wilderranch,WIL022,km,prefire,2021,qu entire,dead,TR,TSA,1,,,,
wilderranch,WIL022,km,prefire,2021,qu entire,dead,TR,TSE,tr,,,,
wilderranch,WIL022,km,prefire,2021,toxdiv,,SH,,85,,,,
wilderranch,WIL022,km,prefire,2021,ruburs,,SH,,10,,,,
wilderranch,WIL022,km,prefire,2021,lonhis,,SH,,3,,,,
wilderranch,WIL022,km,prefire,2021,dryarg,,FERN ,,0.25,,,,
wilderranch,WIL022,km,prefire,2021,actrub,,FB,,0.25,,,,
wilderranch,WIL022,km,prefire,2021,lathyrus big,,FB,,0.5,,x,,
wilderranch,WIL022,km,prefire,2021,sanoli,,FB,,tr,,,,
wilderranch,WIL022,km,prefire,2021,clidou,,FB,,0.25,,,,
wilderranch,WIL022,km,prefire,2021,gal4,,FB,,tr,hairy fruit,,,
wilderranch,WIL022,km,prefire,2021,epihel,,FB,,tr,,,,
wilderranch,WIL022,km,prefire,2021,mairac,,FB,,0.75,"funny looking berry, collected, smaller",x,,
wilderranch,WIL022,km,prefire,2021,tornod,,FB,,tr,,,,
wilderranch,WIL022,km,prefire,2021,lyslat,,FB,,tr,,,,
wilderranch,WIL022,km,prefire,2021,grass stipule,,GR,,tr,,,,
wilderranch,WIL022,km,prefire,2021,brocil,,GR,,1,,,,
wilderranch,WIL022,km,prefire,2021,kinky grass,,GR,,0.25,,,,
wilderranch,WIL023,km,prefire,2021,umbcal,live,TR,TSE,tr,,,,
wilderranch,WIL023,km,prefire,2021,psme,live,TR,TSE,0.25,,,,
wilderranch,WIL023,mm,prefire,2021,quag,live,TR,TSE,0.25,,,,
wilderranch,WIL023,mm,prefire,2021,quag,live,TR,TSA,0.25,,,,
wilderranch,WIL023,km,prefire,2021,qu entire,live,TR,TSE,tr,"largish lvs, no hairy tufts in veins",,,
wilderranch,WIL023,km,prefire,2021,node,live,TR,TSE,tr,,,,
wilderranch,WIL023,km,prefire,2021,qu entire,live,TR,TSA,5,,,,
wilderranch,WIL023,km,prefire,2021,arbmen,live,TR,TSA,tr,,,,
wilderranch,WIL023,km,prefire,2021,umbcal,live,TR,TOV,62,,,,
wilderranch,WIL023,km,prefire,2021,psme,live,TR,TOV,30,,,,
wilderranch,WIL023,km,prefire,2021,qu entire,live,TR,TOV,3,check with biotic plot description,,,
wilderranch,WIL023,km,prefire,2021,bacpil,live,SH,,0.25,,,,
wilderranch,WIL023,km,prefire,2021,toxdiv,live,SH,,37,,,,
wilderranch,WIL023,km,prefire,2021,ruburs,live,SH,,43,,,,
wilderranch,WIL023,km,prefire,2021,lonhis,live,SH,,0.25,,,,
wilderranch,WIL023,km,prefire,2021,corcor,live,SH,,4,,,,
wilderranch,WIL023,km,prefire,2021,dryarg,live,FERN ,,0.75,,,,
wilderranch,WIL023,km,prefire,2021,stabul,live,FB,,0.25,,,,
wilderranch,WIL023,km,prefire,2021,cirvul,live,FB,,tr,,,,
wilderranch,WIL023,km,prefire,2021,osmchi,live,FB,,tr,was osmorhiza,,,
wilderranch,WIL023,km,prefire,2021,gal4,live,FB,,tr,,,,
wilderranch,WIL023,km,prefire,2021,mimauraur,live,FB,,tr,,,,
wilderranch,WIL023,km,prefire,2021,epihel,live,FB,,tr,epipactis helleborine,x,,
wilderranch,WIL023,km,prefire,2021,prohoo,live,FB,,tr,,,,
wilderranch,WIL023,km,prefire,2021,monocot,live,FB,,0.5,,,,
wilderranch,WIL023,km,prefire,2021,galapa,live,FB,,tr,,x,,
wilderranch,WIL023,km,prefire,2021,artdou,live,FB,,0.25,artemesia douglasiana,,,
wilderranch,WIL023,km,prefire,2021,clidou,live,FB,,tr,clinopodium douglasii?,,,
wilderranch,WIL023,km,prefire,2021,hedhel,live,FB,,tr,,,,
wilderranch,WIL023,km,prefire,2021,yellow grass,live,GR,,0.5,,,,
wilderranch,WIL023,km,prefire,2021,brocil,live,GR,,1,bromus ciliatus,,,
wilderranch,WIL023,km,prefire,2021,kinky grass,live,GR,,1,,,,
wilderranch,WIL023,km,prefire,2021,juncus ball,live,GR,,1.5,,,,
wilderranch,WIL023,km,prefire,2021,grass stipule,live,GR,,tr,,,,
wilderranch,WIL023,km,prefire,2021,melcal,live,GR,,tr,,,,
wilderranch,WIL024,km,prefire,2021,seqsem,live,TR,TSE,0.5,,,,
wilderranch,WIL024,km,prefire,2021,umbcal,live,TR,TSE,0.25,,,,
wilderranch,WIL024,mm,prefire,2021,umbcal,dead,TR,TSE,0.25,,,,
wilderranch,WIL024,km,prefire,2021,quag,live,TR,TSE,0.25,,,,
wilderranch,WIL024,km,prefire,2021,node,live,TR,TSE,0.25,,,,
wilderranch,WIL024,km,prefire,2021,seqsem,live,TR,TSA,4,,,,
