site,year,pre_post_fire,plot_id,observer,species,status,lifeform,layerCode,percent,notes,,,
downieville,2020,prefire,RedAnt57,vs,abco,live,TR,TSA,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt30b,vs,abco,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt32,vs,abco,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt35,vs,abco,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt53,vs,abco,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt41,vs,CADE,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt54,vs,CADE,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,CADE,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt32,vs,CADE,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt57,vs,PILA,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt35,vs,PILA,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt32,vs,PIPO,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt41,vs,PSME,dead,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt57,vs,PSME,dead,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,PSME,live,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt46,vs,QUKE,dead,TR,TSA,tr,,,,
downieville,2020,prefire,RedAnt41,vs,PILA,live,TR,TSA,,,,,
downieville,2020,prefire,RedAnt38,km,cade,live,TR,TSE,0.25,,,,
downieville,2020,prefire,RedAnt29,km,CONU,live,TR,TSE,0.25,,,,
downieville,2020,prefire,RedAnt38,km,pila,live,TR,TSE,0.25,,,,
downieville,2020,prefire,RedAnt38,km,psme,live,TR,TSE,0.25,,,,
downieville,2020,prefire,RedAnt28,km,psme,live,TR,TSE,0.25,,,,
downieville,2020,prefire,RedAnt38,km,abco,live,TR,TSE,0.5,,,,
downieville,2020,prefire,RedAnt50,km,cade,live,TR,TSE,0.75,,,,
downieville,2020,prefire,RedAnt62,km,CADE,live,TR,TSE,0.75,,,,
downieville,2020,prefire,RedAnt50,km,abco,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt52,km,abco,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt42,vs,abco,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt55,vs,abco,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt32,vs,abco,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt61,vs,abco,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt45,km,CADE,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt30a,km,PILA,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt37,vs,PILA,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt35,vs,PIPO,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt36,vs,PIPO,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt45,km,PSME,live,TR,TSE,1,,,,
downieville,2020,prefire,RedAnt51,km,abco,live,TR,TSE,1.5,,,,
downieville,2020,prefire,RedAnt62,km,abco,live,TR,TSE,2,,,,
downieville,2020,prefire,RedAnt36,vs,PILA,live,TR,TSE,3,,,,
downieville,2020,prefire,RedAnt53,vs,QUKE,live,TR,TSE,3,,,,
downieville,2020,prefire,RedAnt57,vs,PSME,live,TR,TSE,4,,,,
downieville,2020,prefire,RedAnt49,km,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt39,km,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt51,km,abco,dead,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt28,km,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt29,km,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt30a,km,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt43,km,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt62,km,abco,dead,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt46,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt44,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt41,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt59,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt57,vs,abco,live,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt54,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt35,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt36,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt37,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt60,vs,abco,live,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt53,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt58,vs,abco,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt29,km,ABCO/PSME,dead,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt49,km,abma,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt50,km,abma,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt49,km,cade,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt39,km,cade,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt39,km,cade,dead,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt51,km,cade,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt45,km,CADE,dead,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt62,km,CADE,dead,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt32,vs,CADE,live,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt35,vs,CADE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt37,vs,CADE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt53,vs,CADE,live,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt49,km,CONU,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt51,km,CONU,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt28,km,CONU,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt50,km,pila,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt39,km,pila,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt38,km,pila,dead,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt51,km,pila,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt51,km,pila,dead,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt28,km,pila,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt29,km,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt62,km,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt59,vs,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt55,vs,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt57,vs,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt32,vs,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt32,vs,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt35,vs,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt37,vs,PILA,live,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt53,vs,PILA,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt38,km,pipo,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt28,km,pipo,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt29,km,PIPO,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt55,vs,PIPO,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,PIPO,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt32,vs,PIPO,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt62,km,pinus,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt49,km,psme,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt51,km,psme,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt29,km,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt30a,km,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt43,km,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt62,km,PSME,dead,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt62,km,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt46,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt42,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt40,vs,PSME,live,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt59,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt56,vs,PSME,live,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt55,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt54,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt32,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt35,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt36,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt37,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt60,vs,PSME,live,TR,TSE,tr,added during QAQC using regen data,,,
downieville,2020,prefire,RedAnt61,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt53,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt58,vs,PSME,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt49,km,quke,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt38,km,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt28,km,quke,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt52,km,quke,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt29,km,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt30a,km,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt45,km,QUKE,live,TR,TSE,tr,bristle tipped lobes,,,
downieville,2020,prefire,RedAnt62,km,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt46,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt44,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt41,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt59,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt57,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt30b,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt32,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt35,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt36,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt37,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt60,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt61,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt58,vs,QUKE,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt51,km,QUKE ,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt60,vs,QUWI,live,TR,TSE,tr,,,,
downieville,2020,prefire,RedAnt58,vs,QUWI,live,TR,TSE,tr,,,,
