site,plotid,pre_post_fire,postTime,year,obs,species,status,lifeform,layer_code,percent,notes
bearmountain,BM26,postfire,2yr,2021,km,cade,dead,TR,TOV,0.75,
bearmountain,BM26,postfire,2yr,2021,km,ceacor,live,SH,,0.5,
bearmountain,BM26,postfire,2yr,2021,km,ceaint,live,SH,,0.5,
bearmountain,BM26,postfire,2yr,2021,km,chafol,live,SH,,12,
bearmountain,BM26,postfire,2yr,2021,km,clarho,live,FB,,tr,
bearmountain,BM26,postfire,2yr,2021,km,comumb,live,FB,,0.25,
bearmountain,BM26,postfire,2yr,2021,km,dicmul,live,FB,,tr,
bearmountain,BM26,postfire,2yr,2021,km,elygla,live,GR,,1.5,
bearmountain,BM26,postfire,2yr,2021,km,epilobium,live,FB,,1,
bearmountain,BM26,postfire,2yr,2021,km,erilan,live,FB,,tr,
bearmountain,BM26,postfire,2yr,2021,km,erinau,live,SH,,1.5,
bearmountain,BM26,postfire,2yr,2021,km,galbol,live,FB,,0.25,
bearmountain,BM26,postfire,2yr,2021,km,gaydif,live,FB,,0.25,
bearmountain,BM26,postfire,2yr,2021,km,gilcap,live,FB,,5,
bearmountain,BM26,postfire,2yr,2021,km,irihar,live,FB,,0.25,
bearmountain,BM26,postfire,2yr,2021,km,latsul,live,FB,,tr,
bearmountain,BM26,postfire,2yr,2021,km,luplat,live,FB,,0.25,
bearmountain,BM26,postfire,2yr,2021,km,madia big,live,FB,,25,
bearmountain,BM26,postfire,2yr,2021,km,madia small,live,FB,,5,
bearmountain,BM26,postfire,2yr,2021,km,phlgra,live,FB,,0.5,
bearmountain,BM26,postfire,2yr,2021,km,pipo,dead,TR,TSE,0.25,
bearmountain,BM26,postfire,2yr,2021,km,pipo,dead,TR,TSA,0.25,
bearmountain,BM26,postfire,2yr,2021,km,pipo,dead,TR,TOV,4,
bearmountain,BM26,postfire,2yr,2021,km,pruvir,live,SH,,6,
bearmountain,BM26,postfire,2yr,2021,km,pseudognaphalium,live,FB,,0.25,
bearmountain,BM26,postfire,2yr,2021,km,psme,dead,TR,TOV,3,
bearmountain,BM26,postfire,2yr,2021,km,quechr,live,TR,TSE,2,
bearmountain,BM26,postfire,2yr,2021,km,quechr,dead,TR,TSA,tr,
bearmountain,BM26,postfire,2yr,2021,km,quke,live,TR,TSE,1,
bearmountain,BM26,postfire,2yr,2021,km,quke,dead,TR,TSA,3,
bearmountain,BM26,postfire,2yr,2021,km,quke,live,TR,TSA,3,
bearmountain,BM26,postfire,2yr,2021,km,quke,dead,TR,TOV,8,
bearmountain,BM26,postfire,2yr,2021,km,rosgym,live,SH,,tr,rosa gymnocarpa
bearmountain,BM26,postfire,2yr,2021,km,scratchy fb,live,FB,,tr,
bearmountain,BM26,postfire,2yr,2021,km,sticky fb,live,FB,,tr,
bearmountain,BM26,postfire,2yr,2021,km,tall dead fb,dead,FB,,5,
bearmountain,BM26,postfire,2yr,2021,km,vulmyu,live,GR,,20,
bearmountain,BM26,postfire,2yr,2021,km,yellow wooly aster,live,FB,,0.25,"dissected wooly leaves, large seed head"
bearmountain,BM27,postfire,2yr,2021,km,achmil,live,FB,,0.75,
bearmountain,BM27,postfire,2yr,2021,km,acmgla,live,FB,,0.25,
bearmountain,BM27,postfire,2yr,2021,km,agogra,live,FB,,0.25,
bearmountain,BM27,postfire,2yr,2021,km,arcvis,live,SH,,4,
bearmountain,BM27,postfire,2yr,2021,km,arcvis,dead,SH,,1.5,0.5
bearmountain,BM27,postfire,2yr,2021,km,broorc,live,GR,,0.75,
bearmountain,BM27,postfire,2yr,2021,km,brotec,live,GR,,75,
bearmountain,BM27,postfire,2yr,2021,km,cade,live,TR,TSE,1,
bearmountain,BM27,postfire,2yr,2021,km,cade,dead,TR,TSE,tr,
bearmountain,BM27,postfire,2yr,2021,km,cade,dead,TR,TOV,12,
bearmountain,BM27,postfire,2yr,2021,km,calcol,live,FB,,0.25,
bearmountain,BM27,postfire,2yr,2021,km,chafol,live,SH,,10,
bearmountain,BM27,postfire,2yr,2021,km,elygla,live,GR,,1,
bearmountain,BM27,postfire,2yr,2021,km,epilobium,live,FB,,0.25,
bearmountain,BM27,postfire,2yr,2021,km,erilan,live,FB,,tr,
bearmountain,BM27,postfire,2yr,2021,km,erinau,live,SH,,tr,
bearmountain,BM27,postfire,2yr,2021,km,galbol,live,FB,,0.25,
bearmountain,BM27,postfire,2yr,2021,km,gaydif,live,FB,,tr,
bearmountain,BM27,postfire,2yr,2021,km,hiealb,live,FB,,tr,
bearmountain,BM27,postfire,2yr,2021,km,irihar,live,FB,,0.25,
bearmountain,BM27,postfire,2yr,2021,km,lepcil,live,FB,,tr,
bearmountain,BM27,postfire,2yr,2021,km,lubarb,live,FB,,0.5,
bearmountain,BM27,postfire,2yr,2021,km,luplat,live,FB,,0.5,
bearmountain,BM27,postfire,2yr,2021,km,madia big,live,FB,,27,
bearmountain,BM27,postfire,2yr,2021,km,madia small,live,FB,,5,
bearmountain,BM27,postfire,2yr,2021,km,pipo,live,TR,TSE,0.5,
bearmountain,BM27,postfire,2yr,2021,km,pipo,live,TR,TSA,10,
bearmountain,BM27,postfire,2yr,2021,km,pipo,dead,TR,TSE,0.25,
bearmountain,BM27,postfire,2yr,2021,km,pipo,dead,TR,TSA,0.5,
bearmountain,BM27,postfire,2yr,2021,km,poa,live,GR,,2,
bearmountain,BM27,postfire,2yr,2021,km,potgla,live,FB,,0.25,
bearmountain,BM27,postfire,2yr,2021,km,pruvir,live,SH,,0.5,
bearmountain,BM27,postfire,2yr,2021,km,psme,live,TR,TSE,tr,
bearmountain,BM27,postfire,2yr,2021,km,psme,dead,TR,TSE,tr,
bearmountain,BM27,postfire,2yr,2021,km,psme,dead,TR,TOV,2,
bearmountain,BM27,postfire,2yr,2021,km,quechr,dead,TR,TSE,tr,
bearmountain,BM27,postfire,2yr,2021,km,quechr,dead,TR,TSA,0.25,
bearmountain,BM27,postfire,2yr,2021,km,quke,live,TR,TSE,0.5,
bearmountain,BM27,postfire,2yr,2021,km,quke,dead,TR,TSA,2.5,
bearmountain,BM27,postfire,2yr,2021,km,quke,dead,TR,TOV,0.25,
bearmountain,BM27,postfire,2yr,2021,km,riro,live,SH,,0.25,
bearmountain,BM27,postfire,2yr,2021,km,rumace,live,FB,,6,
bearmountain,BM27,postfire,2yr,2021,km,rumcri,live,FB,,tr,rumex crispus
bearmountain,BM27,postfire,2yr,2021,km,salix,live,SH,,1.5,jepsonii?
bearmountain,BM27,postfire,2yr,2021,km,salix,dead,SH,,1,
bearmountain,BM27,postfire,2yr,2021,km,stiocc,live,GR,,1,
bearmountain,BM27,postfire,2yr,2021,km,tall dead fb,dead,FB,,2,
bearmountain,BM27,postfire,2yr,2021,km,vulmyu,live,GR,,12,3
bearmountain,BM3,postfire,2yr,2021,km,acmispon,live,FB,,0.25,
bearmountain,BM3,postfire,2yr,2021,km,arcvis,live,SH,,tr,
bearmountain,BM3,postfire,2yr,2021,km,arcvis,dead,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,brotec,live,GR,,1.5,
bearmountain,BM3,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM3,postfire,2yr,2021,km,cade,live,TR,TOV,2,
bearmountain,BM3,postfire,2yr,2021,km,cade,dead,TR,TOV,0.5,
bearmountain,BM3,postfire,2yr,2021,km,carex2,live,GR,,0.25,
bearmountain,BM3,postfire,2yr,2021,km,chafol,live,SH,,68,
bearmountain,BM3,postfire,2yr,2021,km,cirand,live,FB,,0.25,cirsium andersonii
bearmountain,BM3,postfire,2yr,2021,km,comumb,live,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,dicmul,live,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,elygla,live,GR,,0.25,
bearmountain,BM3,postfire,2yr,2021,km,epilobium,live,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,epilobium,dead,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,galbol,live,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,hiealb,live,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,irihar,live,FB,,0.25,
bearmountain,BM3,postfire,2yr,2021,km,juneff,live,GR,,tr,
bearmountain,BM3,postfire,2yr,2021,km,latnev,live,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,lepcil,live,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,madia big,live,FB,,0.25,
bearmountain,BM3,postfire,2yr,2021,km,madia small,live,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM3,postfire,2yr,2021,km,poa,live,GR,,0.25,
bearmountain,BM3,postfire,2yr,2021,km,pseudognaphalium,live,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,psme,live,TR,TOV,5,
bearmountain,BM3,postfire,2yr,2021,km,quke,live,TR,TSE,0.25,
bearmountain,BM3,postfire,2yr,2021,km,quke,dead,TR,TSE,0.25,
bearmountain,BM3,postfire,2yr,2021,km,stiocc,live,GR,,0.25,
bearmountain,BM3,postfire,2yr,2021,km,tall dead fb,dead,FB,,tr,
bearmountain,BM3,postfire,2yr,2021,km,vulmyu,live,GR,,7,
bearmountain,BM4,postfire,2yr,2021,km,acmispon,live,FB,,tr,previously erect fabaceae
bearmountain,BM4,postfire,2yr,2021,km,agogra,live,FB,,tr,
bearmountain,BM4,postfire,2yr,2021,km,aircar,live,GR,,0.25,
bearmountain,BM4,postfire,2yr,2021,km,apoand,live,SH,,tr,
bearmountain,BM4,postfire,2yr,2021,km,arcvis,live,SH,,tr,
bearmountain,BM4,postfire,2yr,2021,km,arcvis,dead,SH,,tr,
bearmountain,BM4,postfire,2yr,2021,km,brocar,live,GR,,0.25,
bearmountain,BM4,postfire,2yr,2021,km,brotec,live,GR,,25,
bearmountain,BM4,postfire,2yr,2021,km,cade,live,TR,TOV,17,
bearmountain,BM4,postfire,2yr,2021,km,cade,dead,TR,TOV,8,
bearmountain,BM4,postfire,2yr,2021,km,cade,dead,TR,TSA,0.25,
bearmountain,BM4,postfire,2yr,2021,km,cade,dead,TR,TSE,0.25,
bearmountain,BM4,postfire,2yr,2021,km,carex2,live,GR,,0.25,
bearmountain,BM4,postfire,2yr,2021,km,chafol,live,SH,,77,
bearmountain,BM4,postfire,2yr,2021,km,clarho,live,FB,,tr,
bearmountain,BM4,postfire,2yr,2021,km,dicmul,live,FB,,tr,
bearmountain,BM4,postfire,2yr,2021,km,galbol,live,FB,,0.25,
bearmountain,BM4,postfire,2yr,2021,km,grass1,live,GR,,4,
bearmountain,BM4,postfire,2yr,2021,km,hiealb,live,FB,,tr,
bearmountain,BM4,postfire,2yr,2021,km,irihar,live,FB,,0.25,
bearmountain,BM4,postfire,2yr,2021,km,juneff,live,GR,,tr,previously juneff
bearmountain,BM4,postfire,2yr,2021,km,lepcil,live,FB,,0.5,
bearmountain,BM4,postfire,2yr,2021,km,lepcil,live,FB,,0.5,
bearmountain,BM4,postfire,2yr,2021,km,madia big,live,FB,,tr,
bearmountain,BM4,postfire,2yr,2021,km,madia small,live,FB,,tr,
bearmountain,BM4,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM4,postfire,2yr,2021,km,pipo,live,TR,TOV,2.5,
bearmountain,BM4,postfire,2yr,2021,km,pipo,dead,TR,TSA,1,
bearmountain,BM4,postfire,2yr,2021,km,poa,live,GR,,6,
bearmountain,BM4,postfire,2yr,2021,km,quke,live,TR,TSE,0.25,
bearmountain,BM4,postfire,2yr,2021,km,quke,live,TR,TSA,0.5,
bearmountain,BM4,postfire,2yr,2021,mm,quke,dead,TR,TSE,tr,
bearmountain,BM4,postfire,2yr,2021,km,quke,dead,TR,TSA,0.75,
bearmountain,BM4,postfire,2yr,2021,km,senecio,live,FB,,tr,
bearmountain,BM4,postfire,2yr,2021,km,stiocc,live,GR,,0.5,
bearmountain,BM4,postfire,2yr,2021,km,tall lianthus,dead,FB,,tr,
bearmountain,BM4,postfire,2yr,2021,km,vulmyu,live,GR,,10,
bearmountain,BM5,postfire,2yr,2021,km,achmil,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,aircar,live,GR,,0.5,
bearmountain,BM5,postfire,2yr,2021,km,apoand,live,SH,,tr,
bearmountain,BM5,postfire,2yr,2021,km,arcvis,live,SH,,tr,
bearmountain,BM5,postfire,2yr,2021,km,arcvis,dead,SH,,0.5,
bearmountain,BM5,postfire,2yr,2021,km,broele,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,broorc,live,GR,,0.25,
bearmountain,BM5,postfire,2yr,2021,km,brotec,live,GR,,6,
bearmountain,BM5,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM5,postfire,2yr,2021,km,cade,live,TR,TOV,4,
bearmountain,BM5,postfire,2yr,2021,km,cade,dead,TR,TOV,6,
bearmountain,BM5,postfire,2yr,2021,km,cade,dead,TR,TSA,1,
bearmountain,BM5,postfire,2yr,2021,km,calcol,live,FB,,0.75,
bearmountain,BM5,postfire,2yr,2021,km,carfra,live,GR,,0.25,carex fracta
bearmountain,BM5,postfire,2yr,2021,km,chafol,live,SH,,47,
bearmountain,BM5,postfire,2yr,2021,km,cirsium,live,FB,,tr,basal lvs only
bearmountain,BM5,postfire,2yr,2021,km,clarho,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,clarho,dead,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,dicmul,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,elygla,live,GR,,10,
bearmountain,BM5,postfire,2yr,2021,km,epilobium,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,erinau,live,SH,,tr,
bearmountain,BM5,postfire,2yr,2021,km,galapa,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,galbol,live,FB,,0.5,
bearmountain,BM5,postfire,2yr,2021,km,gaydif,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,irihar,live,FB,,0.25,
bearmountain,BM5,postfire,2yr,2021,km,juneff,live,GR,,0.25,
bearmountain,BM5,postfire,2yr,2021,km,juneffpac,live,GR,,0.25,juncus effusus subsp pacificus
bearmountain,BM5,postfire,2yr,2021,km,latnev,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,latsul,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,lepcil,live,FB,,1,
bearmountain,BM5,postfire,2yr,2021,km,lotus1,live,FB,,6,
bearmountain,BM5,postfire,2yr,2021,km,madia big,live,FB,,1,
bearmountain,BM5,postfire,2yr,2021,km,madia small,live,FB,,10,
bearmountain,BM5,postfire,2yr,2021,km,perpar,live,FB,,tr,perideridia parishii
bearmountain,BM5,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM5,postfire,2yr,2021,km,pipo,live,TR,TOV,6,
bearmountain,BM5,postfire,2yr,2021,km,pipo,dead,TR,TSE,0.5,
bearmountain,BM5,postfire,2yr,2021,km,poa,live,FB,,4,
bearmountain,BM5,postfire,2yr,2021,km,poa2,live,GR,,tr,
bearmountain,BM5,postfire,2yr,2021,km,poa3,live,GR,,1,
bearmountain,BM5,postfire,2yr,2021,km,potgla,live,FB,,0.5,
bearmountain,BM5,postfire,2yr,2021,km,pruvir,live,SH,,0.25,
bearmountain,BM5,postfire,2yr,2021,km,psecal,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,pseudognaphalium,live,FB,,0.25,
bearmountain,BM5,postfire,2yr,2021,km,quke,live,TR,TSE,0.75,
bearmountain,BM5,postfire,2yr,2021,km,quke,live,TR,TOV,4,
bearmountain,BM5,postfire,2yr,2021,km,quke,dead,TR,TSA,0.25,
bearmountain,BM5,postfire,2yr,2021,km,quke,dead,TR,TSE,1.5,
bearmountain,BM5,postfire,2yr,2021,km,ranunculus,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,riro,live,SH,,0.25,
bearmountain,BM5,postfire,2yr,2021,km,rosgym,live,SH,,0.25,
bearmountain,BM5,postfire,2yr,2021,km,rumace,live,FB,,0.25,
bearmountain,BM5,postfire,2yr,2021,km,senecio,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,tall dead fb,dead,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,tall lianthus,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,tall lianthus,dead,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,tradub,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,triixi,live,FB,,tr,
bearmountain,BM5,postfire,2yr,2021,km,vulmyu,live,GR,,65,
bearmountain,BM5,postfire,2yr,2021,km,wyeang,live,FB,,tr,wyethia angustifolia
bearmountain,BM6,postfire,2yr,2021,km,agogra,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,aircar,live,GR,,0.25,
bearmountain,BM6,postfire,2yr,2021,km,broorc,live,GR,,0.5,
bearmountain,BM6,postfire,2yr,2021,km,brotec,live,GR,,4,
bearmountain,BM6,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM6,postfire,2yr,2021,km,cade,live,TR,TOV,15,
bearmountain,BM6,postfire,2yr,2021,km,carex2,live,GR,,0.25,
bearmountain,BM6,postfire,2yr,2021,km,chafol,live,SH,,80,
bearmountain,BM6,postfire,2yr,2021,km,clarho,live,FB,,0.25,
bearmountain,BM6,postfire,2yr,2021,km,comumb,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,dicmul,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,elygla,live,GR,,2,
bearmountain,BM6,postfire,2yr,2021,km,epilobium,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,erinau,live,SH,,tr,
bearmountain,BM6,postfire,2yr,2021,km,galbol,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,gaydif,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,lacser,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,latnev,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,latsul,live,FB,,0.25,
bearmountain,BM6,postfire,2yr,2021,km,lepcil,live,FB,,0.5,
bearmountain,BM6,postfire,2yr,2021,km,madia big,live,FB,,2,
bearmountain,BM6,postfire,2yr,2021,km,madia small,live,FB,,8,
bearmountain,BM6,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM6,postfire,2yr,2021,km,poa,live,GR,,10,
bearmountain,BM6,postfire,2yr,2021,km,pseudognaphalium,live,FB,,0.25,
bearmountain,BM6,postfire,2yr,2021,km,quke,live,TR,TSE,tr,
bearmountain,BM6,postfire,2yr,2021,km,quke,dead,TR,TSA,0.5,
bearmountain,BM6,postfire,2yr,2021,km,quke,dead,TR,TSE,tr,
bearmountain,BM6,postfire,2yr,2021,km,scratchy fb,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,tall dead fb,dead,FB,,0.5,
bearmountain,BM6,postfire,2yr,2021,km,tall lianthus,dead,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,triixi,live,FB,,tr,
bearmountain,BM6,postfire,2yr,2021,km,vulmyu,live,GR,,30,
bearmountain,BM7,postfire,2yr,2021,km,agogra,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,aircar,live,GR,,0.5,
bearmountain,BM7,postfire,2yr,2021,km,apoand,live,SH,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,arcvis,dead,SH,,0.5,
bearmountain,BM7,postfire,2yr,2021,km,brocar,live,GR,,0.5,
bearmountain,BM7,postfire,2yr,2021,km,broorc,live,GR,,5,
bearmountain,BM7,postfire,2yr,2021,km,brotec,live,GR,,17,
bearmountain,BM7,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM7,postfire,2yr,2021,km,cade,live,TR,TOV,10,
bearmountain,BM7,postfire,2yr,2021,km,cade,dead,TR,TSA,1,
bearmountain,BM7,postfire,2yr,2021,km,cade,dead,TR,TSE,1,
bearmountain,BM7,postfire,2yr,2021,km,calcol,live,FB,,0.75,
bearmountain,BM7,postfire,2yr,2021,km,carex2,live,GR,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,chafol,live,SH,,30,
bearmountain,BM7,postfire,2yr,2021,km,comumb,live,FB,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,delphinium,dead,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,dicmul,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,elygla,live,GR,,12,
bearmountain,BM7,postfire,2yr,2021,km,epilobium,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,erilan,live,FB,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,erilan,dead,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,galbol,live,FB,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,gaydif,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,gilcap,live,FB,,0.5,
bearmountain,BM7,postfire,2yr,2021,km,hiealb,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,irihar,live,FB,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,juneff,live,GR,,tr,
bearmountain,BM7,postfire,2yr,2021,km,latnev,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,lepcil,live,FB,,0.5,
bearmountain,BM7,postfire,2yr,2021,km,lotus1,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,madia big,live,FB,,5,
bearmountain,BM7,postfire,2yr,2021,km,madia small,live,FB,,4,
bearmountain,BM7,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM7,postfire,2yr,2021,km,pipo,live,TR,TOV,12,
bearmountain,BM7,postfire,2yr,2021,km,pipo,dead,TR,TSA,1.5,
bearmountain,BM7,postfire,2yr,2021,km,pipo,dead,TR,TSE,0.5,
bearmountain,BM7,postfire,2yr,2021,km,poa,live,GR,,5,
bearmountain,BM7,postfire,2yr,2021,km,poa3,live,GR,,tr,
bearmountain,BM7,postfire,2yr,2021,km,potgla,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,pseudognaphalium,live,FB,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,quke,live,TR,TSE,0.25,
bearmountain,BM7,postfire,2yr,2021,km,quke,dead,TR,TSE,tr,
bearmountain,BM7,postfire,2yr,2021,km,riro,live,SH,,0.5,
bearmountain,BM7,postfire,2yr,2021,km,rumace,live,FB,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,stiocc,live,GR,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,tall dead fb,live,FB,,0.25,
bearmountain,BM7,postfire,2yr,2021,km,tall lianthus,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,tall lianthus,dead,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,taroff,live,FB,,tr,taraxacum officinale
bearmountain,BM7,postfire,2yr,2021,km,tradub,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,triixi,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,viola,live,FB,,tr,
bearmountain,BM7,postfire,2yr,2021,km,vulmyu,live,GR,,60,
bearmountain,BM8,postfire,2yr,2021,ag,agogra,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,aircar,live,GR,,0.5,
bearmountain,BM8,postfire,2yr,2021,km,arcvis,live,SH,,10,
bearmountain,BM8,postfire,2yr,2021,km,arcvis,dead,SH,,1.5,
bearmountain,BM8,postfire,2yr,2021,ag,arcvis,live,SH,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,big aster,live,FB,,tr,senecio?
bearmountain,BM8,postfire,2yr,2021,ag,brocar,live,GR,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,broele,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,brotec,live,GR,,10,
bearmountain,BM8,postfire,2yr,2021,km,cade,live,TR,TOV,15,
bearmountain,BM8,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM8,postfire,2yr,2021,ag,calcol,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,calochortus,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,km,chafol,live,SH,,42,
bearmountain,BM8,postfire,2yr,2021,ag,clarho,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,elygla,live,GR,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,epilobium,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,eridis,live,SH,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,galbol,live,FB,,2,
bearmountain,BM8,postfire,2yr,2021,ag,gilia??,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,juneff,live,GR,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,latsul,live,FB,,0.5,
bearmountain,BM8,postfire,2yr,2021,ag,lepcil,live,FB,,25,
bearmountain,BM8,postfire,2yr,2021,ag,lupalf,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,madia big,live,FB,,5,
bearmountain,BM8,postfire,2yr,2021,ag,madia small,live,FB,,5,
bearmountain,BM8,postfire,2yr,2021,km,pipo,live,TR,TOV,7,
bearmountain,BM8,postfire,2yr,2021,km,pipo,live,TR,TSE,tr,
bearmountain,BM8,postfire,2yr,2021,ag,poa,live,GR,,10,
bearmountain,BM8,postfire,2yr,2021,km,quke,live,TR,TSE,0.75,
bearmountain,BM8,postfire,2yr,2021,ag,quke,live,TR,TSE,tr,
bearmountain,BM8,postfire,2yr,2021,ag,ranunculus,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,sancra,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,stiocc,live,GR,,1,
bearmountain,BM8,postfire,2yr,2021,ag,triixi,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,unkfb,live,FB,,tr,
bearmountain,BM8,postfire,2yr,2021,ag,vulmyu,live,GR,,30,
bearmountain,BM9,postfire,2yr,2021,ag,achmil,live,FB,,1,
bearmountain,BM9,postfire,2yr,2021,ag,agogra,live,FB,,2,
bearmountain,BM9,postfire,2yr,2021,ag,airalike,live,GR,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,aircar,live,GR,,tr,
bearmountain,BM9,postfire,2yr,2021,km,arcvis,dead,SH,,0.75,
bearmountain,BM9,postfire,2yr,2021,ag,brocar,live,GR,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,broele,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,broorc,live,GR,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,brotec,live,GR,,15,
bearmountain,BM9,postfire,2yr,2021,km,cade,live,TR,TSE,tr,
bearmountain,BM9,postfire,2yr,2021,km,cade,dead,TR,TSE,tr,
bearmountain,BM9,postfire,2yr,2021,km,cade,live,TR,TOV,5,
bearmountain,BM9,postfire,2yr,2021,ag,calamogrostis,live,GR,,0.5,epigejos?
bearmountain,BM9,postfire,2yr,2021,ag,calcol,live,FB,,0.5,
bearmountain,BM9,postfire,2yr,2021,ag,carex2,live,GR,,0.5,
bearmountain,BM9,postfire,2yr,2021,ag,carexHUGE,live,GR,,0.5,
bearmountain,BM9,postfire,2yr,2021,ag,carexthick,live,GR,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,ceaint,live,FB,,0.5,
bearmountain,BM9,postfire,2yr,2021,km,chafol,live,SH,,7,
bearmountain,BM9,postfire,2yr,2021,ag,cirsium,live,FB,,tr,
bearmountain,BM9,postfire,2yr,2021,ag,clarho,live,FB,,tr,
