site,plotid,pre_post_fire,postTime,obs,year,species,status,lifeform,layer_code,percent,notes,collected,pic
RioLindo,RIO002,prefire,,km,2021,umbcal,live,TR,TOV,12,,,
RioLindo,RIO002,prefire,,mm,2021,umbcal,dead,TR,TOV,tr,,,
RioLindo,RIO002,prefire,,mm,2021,umbcal,dead,TR,TSE,tr,,,
RioLindo,RIO003,prefire,,km,2021,umbcal,live,TR,TSE,tr,,,
RioLindo,RIO003,prefire,,km,2021,umbcal,live,TR,TSA,1.5,,,
RioLindo,RIO003,prefire,,km,2021,umbcal,live,TR,TOV,15,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,live,TR,TSE,3,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,live,TR,TSA,26,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,live,TR,TOV,85,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,dead,TR,TSE,tr,,,
RioLindo,RIO004,prefire,,km,2021,umbcal,dead,TR,TSA,0.25,,,
RioLindo,RIO005,prefire,,km,2021,umbcal,live,TR,TSE,1,,,
RioLindo,RIO005,prefire,,km,2021,umbcal,live,TR,TSA,6,,,
RioLindo,RIO005,prefire,,km,2021,umbcal,live,TR,TOV,78,,,
RioLindo,RIO005,prefire,,km,2021,umbcal,dead,TR,TOV,tr,,,
RioLindo,RIO006,prefire,,km,2021,umbcal,live,TR,TSE,2,,,
RioLindo,RIO006,prefire,,km,2021,umbcal,live,TR,TSA,2,,,
RioLindo,RIO006,prefire,,km,2021,umbcal,live,TR,TOV,8,,,
RioLindo,RIO007,prefire,,km,2021,umbcal,live,TR,TSE,0.5,,,
RioLindo,RIO007,prefire,,km,2021,umbcal,live,TR,TSA,20,,,
RioLindo,RIO007,prefire,,km,2021,umbcal,live,TR,TOV,23,,,
RioLindo,RIO007,prefire,,km,2021,umbcal,dead,TR,TSA,1,,,
RioLindo,RIO008,prefire,,mm,2021,umbcal,live,TR,TOV,6,,,
RioLindo,RIO009,prefire,,km,2021,umbcal,live,TR,TSE,0.25,,,
RioLindo,RIO009,prefire,,km,2021,umbcal,live,TR,TSA,1,,,
RioLindo,RIO009,prefire,,km,2021,umbcal,live,TR,TOV,6,,,
Bouverie,BOUV010,prefire,,km,2021,unk,dead,TR,TSE,tr,,,
RioLindo,RIO006,prefire,,mm,2021,unk,dead,TR,TSE,tr,,,
RioLindo,RIO009,prefire,,km,2021,unk,dead,TR,TSA,0.25,,,
Bouverie,BOUV002,prefire,,km,2021,vitcal,live,FB,,tr,,,
RioLindo,RIO009,prefire,,km,2021,vitvin,live,SH,,tr,vitis vinifera,,
Bouverie,BOUV007,prefire,,km,2021,vulmyu,live,GR,,0.25,,,
Bouverie,BOUV002,prefire,,km,2021,whimod,live,FB,,0.25,,,
Bouverie,BOUV004,prefire,,km,2021,whimod,live,FB,,tr,,,
Bouverie,BOUV007,prefire,,km,2021,whimod,live,FB,,0.5,"opposite branchimg/lvs, .1m to ground, sparsly long white hairy lvs",,
Bouverie,BOUV009,prefire,,km,2021,whimod,live,FB,,0.25,,,
Bouverie,BOUV010,prefire,,km,2021,whimod,live,FB,,1,"whipplea modesta, small opp sh, aloso maybe polcal",,
Bouverie,BOUV005,prefire,,km,2021,wyegla,live,FB,,tr,,,
