site,plotid,year,pre_post_fire,azimuth,x1h_length_m,x10h_length_m,x100h_length_m,x1000h_length_m,count_x1h,count_x10h,count_x100h,duff1_cm,litter1_cm,fuel1_cm,duff2_cm,litter2_cm,fuel2_cm,fuel3_cm,notes,postTime,slope_percent,litter3_cm,duff3_cm,duff_depth_cm,litter_depth_cm,fuel_depth_cm,site_plotid_time_azimuth,sum_d2_1000r_cm2,sum_d2_1000s_cm2,plot_id_time
frenchmeadows,fm10-14,2019,prefire,0,2,2,4,11.3,4,1,1,1,3,,1,3,,,,,0,,,1,3,,frenchmeadows_fm10-14_2019_prefire_NA_0,0,0,fm10-14 prefire NA
frenchmeadows,fm10-14,2019,prefire,180,2,2,4,11.3,29,18,3,1,3,,1,4,,,,,0,,,1,3.5,,frenchmeadows_fm10-14_2019_prefire_NA_180,0,0,fm10-14 prefire NA
frenchmeadows,fm10-14,2019,prefire,270,2,2,4,11.3,29,2,0,1,1,,6,3,,,,,0,,,3.5,2,,frenchmeadows_fm10-14_2019_prefire_NA_270,0,0,fm10-14 prefire NA
frenchmeadows,fm10-14,2019,prefire,90,2,2,4,11.3,32,6,2,10,3,,15,2,,,,,0,,,12.5,2.5,,frenchmeadows_fm10-14_2019_prefire_NA_90,0,0,fm10-14 prefire NA
frenchmeadows,fm10-15,2019,prefire,0,2,2,4,11.3,12,2,5,2,2,,8,2,,,,,0,,,5,2,,frenchmeadows_fm10-15_2019_prefire_NA_0,0,0,fm10-15 prefire NA
frenchmeadows,fm10-15,2019,prefire,180,2,2,4,11.3,44,1,2,2,0.05,,4,1,,,,,0,,,3,0.525,,frenchmeadows_fm10-15_2019_prefire_NA_180,0,0,fm10-15 prefire NA
frenchmeadows,fm10-15,2019,prefire,270,2,2,4,11.3,21,3,1,1,0.05,,2,0.05,,,,,0,,,1.5,0.05,,frenchmeadows_fm10-15_2019_prefire_NA_270,0,0,fm10-15 prefire NA
frenchmeadows,fm10-15,2019,prefire,90,2,2,4,11.3,66,24,1,12,3,,10,2,,,,,0,,,11,2.5,,frenchmeadows_fm10-15_2019_prefire_NA_90,0,0,fm10-15 prefire NA
frenchmeadows,fm10-2,2019,prefire,0,2,2,4,11.3,36,10,0,0,1,,3,2,,,,,0,,,1.5,1.5,,frenchmeadows_fm10-2_2019_prefire_NA_0,0,0,fm10-2 prefire NA
frenchmeadows,fm10-2,2019,prefire,180,2,2,4,11.3,88,16,6,4,2,,5,3,,,,,0,,,4.5,2.5,,frenchmeadows_fm10-2_2019_prefire_NA_180,0,0,fm10-2 prefire NA
frenchmeadows,fm10-2,2019,prefire,270,2,2,4,11.3,82,8,2,4,1,,3,2,,,,,0,,,3.5,1.5,,frenchmeadows_fm10-2_2019_prefire_NA_270,0,0,fm10-2 prefire NA
frenchmeadows,fm10-2,2019,prefire,90,2,2,4,11.3,92,26,1,17,1,,9,1,,,,,0,,,13,1,,frenchmeadows_fm10-2_2019_prefire_NA_90,0,0,fm10-2 prefire NA
frenchmeadows,fm10-3,2019,prefire,0,2,2,4,11.3,6,5,2,2,5,,6,3,,,,,0,,,4,4,,frenchmeadows_fm10-3_2019_prefire_NA_0,0,0,fm10-3 prefire NA
frenchmeadows,fm10-3,2019,prefire,180,2,2,4,11.3,22,4,2,5,3,,1,4,,,,,0,,,3,3.5,,frenchmeadows_fm10-3_2019_prefire_NA_180,0,0,fm10-3 prefire NA
frenchmeadows,fm10-3,2019,prefire,270,2,2,4,11.3,43,11,2,2,2,,6,2,,,,,0,,,4,2,,frenchmeadows_fm10-3_2019_prefire_NA_270,0,0,fm10-3 prefire NA
frenchmeadows,fm10-3,2019,prefire,90,2,2,4,11.3,62,19,2,1,0.5,,7,3,,,,,0,,,4,1.75,,frenchmeadows_fm10-3_2019_prefire_NA_90,0,0,fm10-3 prefire NA
frenchmeadows,fm10-4,2019,prefire,0,2,2,4,11.3,77,15,0,0,0,,0,2.5,,,,,0,,,0,1.25,,frenchmeadows_fm10-4_2019_prefire_NA_0,0,0,fm10-4 prefire NA
frenchmeadows,fm10-4,2019,prefire,180,2,2,4,11.3,47,10,0,7,0.5,,5,0.5,,,,,0,,,6,0.5,,frenchmeadows_fm10-4_2019_prefire_NA_180,0,0,fm10-4 prefire NA
frenchmeadows,fm10-4,2019,prefire,270,2,2,4,11.3,39,41,2,5,5,,1,2,,,,,0,,,3,3.5,,frenchmeadows_fm10-4_2019_prefire_NA_270,0,0,fm10-4 prefire NA
frenchmeadows,fm10-4,2019,prefire,90,2,2,4,11.3,4,2,3,5,10,,2,4,,,,,0,,,3.5,7,,frenchmeadows_fm10-4_2019_prefire_NA_90,0,0,fm10-4 prefire NA
frenchmeadows,fm10-5,2019,prefire,0,2,2,4,11.3,12,1,1,1,3,,2,2,,,,,0,,,1.5,2.5,,frenchmeadows_fm10-5_2019_prefire_NA_0,0,0,fm10-5 prefire NA
frenchmeadows,fm10-5,2019,prefire,180,2,2,4,11.3,43,21,5,2,2,,7,7,,,,,0,,,4.5,4.5,,frenchmeadows_fm10-5_2019_prefire_NA_180,0,0,fm10-5 prefire NA
frenchmeadows,fm10-5,2019,prefire,270,2,2,4,11.3,5,18,7,2,3,,0,1,,,,,0,,,1,2,,frenchmeadows_fm10-5_2019_prefire_NA_270,0,0,fm10-5 prefire NA
frenchmeadows,fm10-5,2019,prefire,90,2,2,4,11.3,11,12,0,20,1,,6,3,,,,,0,,,13,2,,frenchmeadows_fm10-5_2019_prefire_NA_90,0,0,fm10-5 prefire NA
frenchmeadows,fm10-6,2019,prefire,0,2,2,4,11.3,10,11,3,3,3,,7,7,,,,,0,,,5,5,,frenchmeadows_fm10-6_2019_prefire_NA_0,0,0,fm10-6 prefire NA
frenchmeadows,fm10-6,2019,prefire,180,2,2,4,11.3,90,21,1,5,3,,5,4,,,,,0,,,5,3.5,,frenchmeadows_fm10-6_2019_prefire_NA_180,0,0,fm10-6 prefire NA
frenchmeadows,fm10-6,2019,prefire,270,2,2,4,11.3,76,37,1,4.5,6,,7,6,,,,,0,,,5.75,6,,frenchmeadows_fm10-6_2019_prefire_NA_270,0,0,fm10-6 prefire NA
frenchmeadows,fm10-6,2019,prefire,90,2,2,4,11.3,37,8,2,3.5,0.5,,0,0.5,,,,,0,,,1.75,0.5,,frenchmeadows_fm10-6_2019_prefire_NA_90,0,0,fm10-6 prefire NA
frenchmeadows,fm10-7,2019,prefire,0,2,2,4,11.3,26,4,2,2,1,,2,1,,,,,0,,,2,1,,frenchmeadows_fm10-7_2019_prefire_NA_0,0,0,fm10-7 prefire NA
frenchmeadows,fm10-7,2019,prefire,180,2,2,4,11.3,33,2,3,3,1,,6,2,,,,,0,,,4.5,1.5,,frenchmeadows_fm10-7_2019_prefire_NA_180,0,0,fm10-7 prefire NA
frenchmeadows,fm10-7,2019,prefire,270,2,2,4,11.3,36,6,3,1,5,,1,4,,,,,0,,,1,4.5,,frenchmeadows_fm10-7_2019_prefire_NA_270,0,0,fm10-7 prefire NA
frenchmeadows,fm10-7,2019,prefire,90,2,2,4,11.3,40,5,4,8,2,,10,2,,,,,0,,,9,2,,frenchmeadows_fm10-7_2019_prefire_NA_90,0,0,fm10-7 prefire NA
frenchmeadows,fm10-8,2019,prefire,0,2,2,4,11.3,35,9,4,0,2,,0,2,,,,,0,,,0,2,,frenchmeadows_fm10-8_2019_prefire_NA_0,0,0,fm10-8 prefire NA
frenchmeadows,fm10-8,2019,prefire,180,2,2,4,11.3,34,3,0,3,2,,5,2,,,,,0,,,4,2,,frenchmeadows_fm10-8_2019_prefire_NA_180,0,0,fm10-8 prefire NA
frenchmeadows,fm10-8,2019,prefire,270,2,2,4,11.3,20,6,3,18,3,,27,6,,,,,0,,,22.5,4.5,,frenchmeadows_fm10-8_2019_prefire_NA_270,0,0,fm10-8 prefire NA
frenchmeadows,fm10-8,2019,prefire,90,2,2,4,11.3,13,6,0,3,2,,15,3,,,,,0,,,9,2.5,,frenchmeadows_fm10-8_2019_prefire_NA_90,0,0,fm10-8 prefire NA
frenchmeadows,fm10-9,2019,prefire,0,2,2,4,11.3,6,6,1,2,5,,2,6,,,,,0,,,2,5.5,,frenchmeadows_fm10-9_2019_prefire_NA_0,0,0,fm10-9 prefire NA
frenchmeadows,fm10-9,2019,prefire,180,2,2,4,11.3,13,4,0,1,2,,3,3,,,,,0,,,2,2.5,,frenchmeadows_fm10-9_2019_prefire_NA_180,0,0,fm10-9 prefire NA
frenchmeadows,fm10-9,2019,prefire,270,2,2,4,11.3,9,7,3,0,1,,4,2,,,,,0,,,2,1.5,,frenchmeadows_fm10-9_2019_prefire_NA_270,0,0,fm10-9 prefire NA
frenchmeadows,fm10-9,2019,prefire,90,2,2,4,11.3,25,3,1,0,2,,2,1,,,,,0,,,1,1.5,,frenchmeadows_fm10-9_2019_prefire_NA_90,0,0,fm10-9 prefire NA
frenchmeadows,fm19-1,2019,prefire,0,2,2,4,11.3,0,4,2,0.05,2,,3,3,,,,,0,,,1.525,2.5,,frenchmeadows_fm19-1_2019_prefire_NA_0,0,0,fm19-1 prefire NA
frenchmeadows,fm19-1,2019,prefire,180,2,2,4,11.3,46,21,2,9,1,,5,4,,,,,0,,,7,2.5,,frenchmeadows_fm19-1_2019_prefire_NA_180,0,0,fm19-1 prefire NA
frenchmeadows,fm19-1,2019,prefire,270,2,2,4,11.3,8,6,5,15,1,,9.5,2,,,,,0,,,12.25,1.5,,frenchmeadows_fm19-1_2019_prefire_NA_270,0,0,fm19-1 prefire NA
frenchmeadows,fm19-1,2019,prefire,90,2,2,4,11.3,27,8,0,6,0,,8,1.5,,,,,0,,,7,0.75,,frenchmeadows_fm19-1_2019_prefire_NA_90,0,0,fm19-1 prefire NA
frenchmeadows,fm19-10,2019,prefire,0,2,2,4,11.3,38,4,0,2,3,,1,3,,,,,0,,,1.5,3,,frenchmeadows_fm19-10_2019_prefire_NA_0,0,0,fm19-10 prefire NA
frenchmeadows,fm19-10,2019,prefire,180,2,2,4,11.3,22,3,3,1,6,,4,2,,,,,0,,,2.5,4,,frenchmeadows_fm19-10_2019_prefire_NA_180,0,0,fm19-10 prefire NA
frenchmeadows,fm19-10,2019,prefire,270,2,2,4,11.3,21,3,3,5,1,,5,2,,,,,0,,,5,1.5,,frenchmeadows_fm19-10_2019_prefire_NA_270,0,0,fm19-10 prefire NA
frenchmeadows,fm19-10,2019,prefire,90,2,2,4,11.3,58,14,0,6,0.05,,6,0.05,,,,,0,,,6,0.05,,frenchmeadows_fm19-10_2019_prefire_NA_90,0,0,fm19-10 prefire NA
frenchmeadows,fm19-11,2019,prefire,0,2,2,4,11.3,25,9,8,2,3,,2,3,,,,,0,,,2,3,,frenchmeadows_fm19-11_2019_prefire_NA_0,0,0,fm19-11 prefire NA
frenchmeadows,fm19-11,2019,prefire,180,2,2,4,11.3,18,3,0,3,3,,3,2,,,,,0,,,3,2.5,,frenchmeadows_fm19-11_2019_prefire_NA_180,0,0,fm19-11 prefire NA
frenchmeadows,fm19-11,2019,prefire,270,2,2,4,11.3,25,5,2,0,3,,0.05,4,,,,,0,,,0.025,3.5,,frenchmeadows_fm19-11_2019_prefire_NA_270,0,0,fm19-11 prefire NA
frenchmeadows,fm19-11,2019,prefire,90,2,2,4,11.3,56,8,3,4,3,,4,8,,,,,0,,,4,5.5,,frenchmeadows_fm19-11_2019_prefire_NA_90,0,0,fm19-11 prefire NA
frenchmeadows,fm19-12,2019,prefire,0,2,2,4,11.3,25,20,1,0.05,0.05,,3,2,,,,,0,,,1.525,1.025,,frenchmeadows_fm19-12_2019_prefire_NA_0,0,0,fm19-12 prefire NA
frenchmeadows,fm19-12,2019,prefire,180,2,2,4,11.3,86,20,9,5,1,,5,2,,,,,0,,,5,1.5,,frenchmeadows_fm19-12_2019_prefire_NA_180,0,0,fm19-12 prefire NA
frenchmeadows,fm19-12,2019,prefire,270,2,2,4,11.3,14,8,0,0.05,2,,0.05,4,,,,,0,,,0.05,3,,frenchmeadows_fm19-12_2019_prefire_NA_270,0,0,fm19-12 prefire NA
frenchmeadows,fm19-12,2019,prefire,90,2,2,4,11.3,52,21,3,5,6,,5,5,,,,,0,,,5,5.5,,frenchmeadows_fm19-12_2019_prefire_NA_90,0,0,fm19-12 prefire NA
frenchmeadows,fm19-13,2019,prefire,0,2,2,4,11.3,21,10,2,1,0.05,,5,1,,,,,0,,,3,0.525,,frenchmeadows_fm19-13_2019_prefire_NA_0,0,0,fm19-13 prefire NA
frenchmeadows,fm19-13,2019,prefire,180,2,2,4,11.3,13,13,4,8,3,,2,1,,,,,0,,,5,2,,frenchmeadows_fm19-13_2019_prefire_NA_180,0,0,fm19-13 prefire NA
frenchmeadows,fm19-13,2019,prefire,270,2,2,4,11.3,36,13,6,8,0.5,,8,0.05,,,,,0,,,8,0.275,,frenchmeadows_fm19-13_2019_prefire_NA_270,0,0,fm19-13 prefire NA
frenchmeadows,fm19-13,2019,prefire,90,2,2,4,11.3,26,3,1,6.5,1,,11,1,,,,,0,,,8.75,1,,frenchmeadows_fm19-13_2019_prefire_NA_90,0,0,fm19-13 prefire NA
frenchmeadows,fm19-14,2019,prefire,0,2,2,4,11.3,2,0,0,0,0.05,,0,0.05,,,,,0,,,0,0.05,,frenchmeadows_fm19-14_2019_prefire_NA_0,0,0,fm19-14 prefire NA
frenchmeadows,fm19-14,2019,prefire,180,2,2,4,11.3,5,2,0,0,2,,0,0.05,,,,,0,,,0,1.025,,frenchmeadows_fm19-14_2019_prefire_NA_180,0,0,fm19-14 prefire NA
frenchmeadows,fm19-14,2019,prefire,270,2,2,4,11.3,8,9,0,0.05,2.5,,4,1,,,,,0,,,2.025,1.75,,frenchmeadows_fm19-14_2019_prefire_NA_270,0,0,fm19-14 prefire NA
frenchmeadows,fm19-14,2019,prefire,90,2,2,4,11.3,20,6,1,2,3,,1,2,,,,,0,,,1.5,2.5,,frenchmeadows_fm19-14_2019_prefire_NA_90,0,0,fm19-14 prefire NA
frenchmeadows,fm19-15,2019,prefire,0,2,2,4,11.3,28,3,3,3,5,,1,3,,,,,0,,,2,4,,frenchmeadows_fm19-15_2019_prefire_NA_0,0,0,fm19-15 prefire NA
frenchmeadows,fm19-15,2019,prefire,180,2,2,4,11.3,6,4,2,0.05,2,,3,4,,,,,0,,,1.525,3,,frenchmeadows_fm19-15_2019_prefire_NA_180,0,0,fm19-15 prefire NA
frenchmeadows,fm19-15,2019,prefire,270,2,2,4,11.3,19,30,6,5,4,,1,2,,,,,0,,,3,3,,frenchmeadows_fm19-15_2019_prefire_NA_270,0,0,fm19-15 prefire NA
frenchmeadows,fm19-15,2019,prefire,90,2,2,4,11.3,39,19,8,5,2,,1,5,,,,,0,,,3,3.5,,frenchmeadows_fm19-15_2019_prefire_NA_90,0,0,fm19-15 prefire NA
frenchmeadows,fm19-16,2019,prefire,0,2,2,4,11.3,26,7,3,0.05,0.05,,0.5,1,,,,,0,,,0.275,0.525,,frenchmeadows_fm19-16_2019_prefire_NA_0,0,0,fm19-16 prefire NA
frenchmeadows,fm19-16,2019,prefire,180,2,2,4,11.3,44,14,8,2.5,0.05,,12,4,,,,,0,,,7.25,2.025,,frenchmeadows_fm19-16_2019_prefire_NA_180,0,0,fm19-16 prefire NA
frenchmeadows,fm19-16,2019,prefire,270,2,2,4,11.3,137,37,5,4,0.5,,6,2,,,,,0,,,5,1.25,,frenchmeadows_fm19-16_2019_prefire_NA_270,0,0,fm19-16 prefire NA
frenchmeadows,fm19-16,2019,prefire,90,2,2,4,11.3,73,27,2,2,1,,5,2,,,,,0,,,3.5,1.5,,frenchmeadows_fm19-16_2019_prefire_NA_90,0,0,fm19-16 prefire NA
frenchmeadows,fm19-17,2019,prefire,0,2,2,4,11.3,8,1,0,3,12.5,,1,1,,,,,0,,,2,6.75,,frenchmeadows_fm19-17_2019_prefire_NA_0,0,0,fm19-17 prefire NA
frenchmeadows,fm19-17,2019,prefire,180,2,2,4,11.3,8,1,0,5,2,,1,1,,,,,0,,,3,1.5,,frenchmeadows_fm19-17_2019_prefire_NA_180,0,0,fm19-17 prefire NA
frenchmeadows,fm19-17,2019,prefire,270,2,2,4,11.3,8,1,0,4,5,,3,7,,,,,0,,,3.5,6,,frenchmeadows_fm19-17_2019_prefire_NA_270,0,0,fm19-17 prefire NA
frenchmeadows,fm19-17,2019,prefire,90,2,2,4,11.3,4,1,0,4,7,,7,7,,,,,0,,,5.5,7,,frenchmeadows_fm19-17_2019_prefire_NA_90,0,0,fm19-17 prefire NA
frenchmeadows,fm19-18,2019,prefire,0,2,2,4,11.3,10,5,1,11,4,,8,6,,,,,0,,,9.5,5,,frenchmeadows_fm19-18_2019_prefire_NA_0,0,0,fm19-18 prefire NA
frenchmeadows,fm19-18,2019,prefire,180,2,2,4,11.3,11,5,5,5,15,,3,5,,,,,0,,,4,10,,frenchmeadows_fm19-18_2019_prefire_NA_180,0,0,fm19-18 prefire NA
frenchmeadows,fm19-18,2019,prefire,270,2,2,4,11.3,11,10,3,2.5,0.5,,3,1,,,,,0,,,2.75,0.75,,frenchmeadows_fm19-18_2019_prefire_NA_270,0,0,fm19-18 prefire NA
frenchmeadows,fm19-18,2019,prefire,90,2,2,4,11.3,12,8,4,6,4,,4.5,3,,,,,0,,,5.25,3.5,,frenchmeadows_fm19-18_2019_prefire_NA_90,0,0,fm19-18 prefire NA
frenchmeadows,fm19-19,2019,prefire,0,2,2,4,11.3,2,6,1,2,3.5,,3,1.5,,,,,0,,,2.5,2.5,,frenchmeadows_fm19-19_2019_prefire_NA_0,0,0,fm19-19 prefire NA
frenchmeadows,fm19-19,2019,prefire,180,2,2,4,11.3,24,14,2,3,0.05,,2,2,,,,,0,,,2.5,1.025,,frenchmeadows_fm19-19_2019_prefire_NA_180,0,0,fm19-19 prefire NA
frenchmeadows,fm19-19,2019,prefire,270,2,2,4,11.3,30,8,5,8,2,,2.5,0.05,,,,,0,,,5.25,1.025,,frenchmeadows_fm19-19_2019_prefire_NA_270,0,0,fm19-19 prefire NA
frenchmeadows,fm19-19,2019,prefire,90,2,2,4,11.3,45,15,7,3,1,,2.5,2.5,,,,,0,,,2.75,1.75,,frenchmeadows_fm19-19_2019_prefire_NA_90,0,0,fm19-19 prefire NA
frenchmeadows,fm19-2,2019,prefire,0,2,2,4,11.3,19,13,3,1,5,,2,4,,,,,0,,,1.5,4.5,,frenchmeadows_fm19-2_2019_prefire_NA_0,0,0,fm19-2 prefire NA
frenchmeadows,fm19-2,2019,prefire,180,2,2,4,11.3,49,10,1,4,5,,2,6,,,,,0,,,3,5.5,,frenchmeadows_fm19-2_2019_prefire_NA_180,0,0,fm19-2 prefire NA
frenchmeadows,fm19-2,2019,prefire,270,2,2,4,11.3,19,3,1,5,2,,5,3,,,,,0,,,5,2.5,,frenchmeadows_fm19-2_2019_prefire_NA_270,0,0,fm19-2 prefire NA
frenchmeadows,fm19-2,2019,prefire,90,2,2,4,11.3,20,10,3,4,1,,4,3,,,,,0,,,4,2,,frenchmeadows_fm19-2_2019_prefire_NA_90,0,0,fm19-2 prefire NA
frenchmeadows,fm19-20,2019,prefire,0,2,2,4,11.3,78,28,10,3,2,,0,3,,,,,0,,,1.5,2.5,,frenchmeadows_fm19-20_2019_prefire_NA_0,0,0,fm19-20 prefire NA
frenchmeadows,fm19-20,2019,prefire,180,2,2,4,11.3,88,17,3,4,2,,2,6,,,,,0,,,3,4,,frenchmeadows_fm19-20_2019_prefire_NA_180,0,0,fm19-20 prefire NA
frenchmeadows,fm19-20,2019,prefire,270,2,2,4,11.3,60,26,3,5,2,,5,3,,,,,0,,,5,2.5,,frenchmeadows_fm19-20_2019_prefire_NA_270,0,0,fm19-20 prefire NA
frenchmeadows,fm19-20,2019,prefire,90,2,2,4,11.3,36,16,2,4,3,,3,5,,,,,0,,,3.5,4,,frenchmeadows_fm19-20_2019_prefire_NA_90,0,0,fm19-20 prefire NA
frenchmeadows,fm19-21,2019,prefire,0,2,2,4,11.3,24,9,2,1,2.5,,4,0.05,,,,,0,,,2.5,1.275,,frenchmeadows_fm19-21_2019_prefire_NA_0,0,0,fm19-21 prefire NA
frenchmeadows,fm19-21,2019,prefire,180,2,2,4,11.3,4,2,4,0.05,0.05,,2,0.05,,,,,0,,,1.025,0.05,,frenchmeadows_fm19-21_2019_prefire_NA_180,0,0,fm19-21 prefire NA
frenchmeadows,fm19-21,2019,prefire,270,2,2,4,11.3,5,3,1,3,5,,3,0.05,,,,,0,,,3,2.525,,frenchmeadows_fm19-21_2019_prefire_NA_270,0,0,fm19-21 prefire NA
frenchmeadows,fm19-21,2019,prefire,90,2,2,4,11.3,39,10,6,0.05,2,,2,4,,,,,0,,,1.025,3,,frenchmeadows_fm19-21_2019_prefire_NA_90,0,0,fm19-21 prefire NA
frenchmeadows,fm19-3,2019,prefire,0,2,2,4,11.3,58,24,3,6,3,,10,2,,,,,0,,,8,2.5,,frenchmeadows_fm19-3_2019_prefire_NA_0,0,0,fm19-3 prefire NA
frenchmeadows,fm19-3,2019,prefire,180,2,2,4,11.3,37,10,2,15,0.05,,5,4,,,,,0,,,10,2.025,,frenchmeadows_fm19-3_2019_prefire_NA_180,0,0,fm19-3 prefire NA
frenchmeadows,fm19-3,2019,prefire,270,2,2,4,11.3,11,7,2,5.5,4.5,,8.5,4,,,,,0,,,7,4.25,,frenchmeadows_fm19-3_2019_prefire_NA_270,0,0,fm19-3 prefire NA
frenchmeadows,fm19-3,2019,prefire,90,2,2,4,11.3,26,5,3,4,5,,3,2.5,,,,,0,,,3.5,3.75,,frenchmeadows_fm19-3_2019_prefire_NA_90,0,0,fm19-3 prefire NA
frenchmeadows,fm19-4,2019,prefire,0,2,2,4,11.3,2,1,3,3,1,,0,1.5,,,,,0,,,1.5,1.25,,frenchmeadows_fm19-4_2019_prefire_NA_0,0,0,fm19-4 prefire NA
frenchmeadows,fm19-4,2019,prefire,180,2,2,4,11.3,14,9,4,5,0.5,,7,1,,,,,0,,,6,0.75,,frenchmeadows_fm19-4_2019_prefire_NA_180,0,0,fm19-4 prefire NA
frenchmeadows,fm19-4,2019,prefire,270,2,2,4,11.3,32,14,1,0,0.5,,6.5,3,,,,,0,,,3.25,1.75,,frenchmeadows_fm19-4_2019_prefire_NA_270,0,0,fm19-4 prefire NA
frenchmeadows,fm19-4,2019,prefire,90,2,2,4,11.3,24,6,1,2,3,,1,3,,,,,0,,,1.5,3,,frenchmeadows_fm19-4_2019_prefire_NA_90,0,0,fm19-4 prefire NA
frenchmeadows,fm19-5,2019,prefire,0,2,2,4,11.3,59,20,3,3,1,,7,3,,,,,0,,,5,2,,frenchmeadows_fm19-5_2019_prefire_NA_0,0,0,fm19-5 prefire NA
frenchmeadows,fm19-5,2019,prefire,180,2,2,4,11.3,41,22,1,2,2,,6,4,,,,,0,,,4,3,,frenchmeadows_fm19-5_2019_prefire_NA_180,0,0,fm19-5 prefire NA
frenchmeadows,fm19-5,2019,prefire,270,2,2,4,11.3,152,10,3,0,0.5,,6,3,,,,,0,,,3,1.75,,frenchmeadows_fm19-5_2019_prefire_NA_270,0,0,fm19-5 prefire NA
frenchmeadows,fm19-5,2019,prefire,90,2,2,4,11.3,80,25,2,8,0.5,,9,1,,,,,0,,,8.5,0.75,,frenchmeadows_fm19-5_2019_prefire_NA_90,0,0,fm19-5 prefire NA
frenchmeadows,fm19-6,2019,prefire,0,2,2,4,11.3,1,1,0,0,0,,0,0,,,,,0,,,0,0,,frenchmeadows_fm19-6_2019_prefire_NA_0,0,0,fm19-6 prefire NA
frenchmeadows,fm19-6,2019,prefire,180,2,2,4,11.3,10,15,0,2,1,,3,2,,,,,0,,,2.5,1.5,,frenchmeadows_fm19-6_2019_prefire_NA_180,0,0,fm19-6 prefire NA
frenchmeadows,fm19-6,2019,prefire,270,2,2,4,11.3,2,2,0,0,0.05,,1,4,,,,,0,,,0.5,2.025,,frenchmeadows_fm19-6_2019_prefire_NA_270,0,0,fm19-6 prefire NA
frenchmeadows,fm19-6,2019,prefire,90,2,2,4,11.3,6,0,2,3,3,,0,1,,,,,0,,,1.5,2,,frenchmeadows_fm19-6_2019_prefire_NA_90,0,0,fm19-6 prefire NA
frenchmeadows,fm19-7,2019,prefire,0,2,2,4,11.3,24,2,0,0.05,5,,0.5,0.05,,,,,0,,,0.275,2.525,,frenchmeadows_fm19-7_2019_prefire_NA_0,0,0,fm19-7 prefire NA
frenchmeadows,fm19-7,2019,prefire,180,2,2,4,11.3,88,32,0,6,3,,4,2,,,,,0,,,5,2.5,,frenchmeadows_fm19-7_2019_prefire_NA_180,0,0,fm19-7 prefire NA
frenchmeadows,fm19-7,2019,prefire,270,2,2,4,11.3,18,6,5,2,3,,2,0.5,,,,,0,,,2,1.75,,frenchmeadows_fm19-7_2019_prefire_NA_270,0,0,fm19-7 prefire NA
frenchmeadows,fm19-7,2019,prefire,90,2,2,4,11.3,2,3,0,2,3,,2,4,,,,,0,,,2,3.5,,frenchmeadows_fm19-7_2019_prefire_NA_90,0,0,fm19-7 prefire NA
frenchmeadows,fm19-8,2019,prefire,0,2,2,4,11.3,47,21,3,2,1,,3,2,,,,,0,,,2.5,1.5,,frenchmeadows_fm19-8_2019_prefire_NA_0,0,0,fm19-8 prefire NA
frenchmeadows,fm19-8,2019,prefire,180,2,2,4,11.3,19,5,1,0,1,,3,3,,,,,0,,,1.5,2,,frenchmeadows_fm19-8_2019_prefire_NA_180,0,0,fm19-8 prefire NA
frenchmeadows,fm19-8,2019,prefire,270,2,2,4,11.3,67,20,0,7,2,,3,4,,,,,0,,,5,3,,frenchmeadows_fm19-8_2019_prefire_NA_270,0,0,fm19-8 prefire NA
frenchmeadows,fm19-8,2019,prefire,90,2,2,4,11.3,11,7,0,1,5,,2,5,,,,,0,,,1.5,5,,frenchmeadows_fm19-8_2019_prefire_NA_90,0,0,fm19-8 prefire NA
frenchmeadows,fm19-9,2019,prefire,0,2,2,4,11.3,3,1,0,0.05,1,,1,1,,,,,0,,,0.525,1,,frenchmeadows_fm19-9_2019_prefire_NA_0,0,0,fm19-9 prefire NA
frenchmeadows,fm19-9,2019,prefire,180,2,2,4,11.3,4,0,0,0.5,0.5,,0.05,0.05,,,,,0,,,0.275,0.275,,frenchmeadows_fm19-9_2019_prefire_NA_180,0,0,fm19-9 prefire NA
frenchmeadows,fm19-9,2019,prefire,270,2,2,4,11.3,47,5,0,0,0.05,,0,0.05,,,,,0,,,0,0.05,,frenchmeadows_fm19-9_2019_prefire_NA_270,0,0,fm19-9 prefire NA
frenchmeadows,fm19-9,2019,prefire,90,2,2,4,11.3,59,20,0,4,1,,0,0.05,,,,,0,,,2,0.525,,frenchmeadows_fm19-9_2019_prefire_NA_90,0,0,fm19-9 prefire NA
Independence,Indy01,2020,prefire,0,2,2,4,11.3,0,0,0,0.5,1.5,3.5,2,2,5,,,,0,,,1.25,1.75,4.25,Independence_Indy01_2020_prefire_NA_0,0,0,Indy01 prefire NA
Independence,Indy01,2020,prefire,180,2,2,4,11.3,0,0,0,1.5,0.5,7,1,1,4.8,,,,0,,,1.25,0.75,5.9,Independence_Indy01_2020_prefire_NA_180,0,0,Indy01 prefire NA
Independence,Indy01,2020,prefire,270,2,2,4,11.3,6,3,0,0,7,11.3,2.5,4,6.8,,,,0,,,1.25,5.5,9.05,Independence_Indy01_2020_prefire_NA_270,0,0,Indy01 prefire NA
Independence,Indy01,2020,prefire,90,2,2,4,11.3,2,3,1,2,1.5,5.2,3.5,5,8.2,,,,0,,,2.75,3.25,6.7,Independence_Indy01_2020_prefire_NA_90,0,0,Indy01 prefire NA
Independence,Indy03,2020,prefire,0,2,2,4,11.3,27,20,2,6,6,12,3.2,2.7,5.6,,,,0,,,4.6,4.35,8.8,Independence_Indy03_2020_prefire_NA_0,0,0,Indy03 prefire NA
