site,year,pre_post_fire,pre_post_thin,postTime,plotid,obs,species,status,lifeform,layer_code,percent,notes
caples,2018,prefire,,,caples_40,,ALLCAM,,FB,TOF,0.5,
caples,2018,prefire,,,caples_1,,ALLCAM,,FB,TOF,0.5,
caples,2018,prefire,,,caples_4,,ALLCAM,,FB,TOF,0.5,
caples,2018,prefire,,,caples_42,,ALLCAM,,FB,TOF,0.5,
caples,2018,prefire,,,caples_54,,ALLCAM,,FB,TOF,0.5,
caples,2018,prefire,,,caples_50,,ALLCAM,,FB,TOF,0.5,
caples,2018,prefire,,,caples_38,,ALLCAM,,FB,TOF,0.5,
caples,2018,prefire,,,caples_16,,AMEUTA,,SH,SL,0.5,
caples,2018,prefire,,,caples_36,,AMEUTA,,FB,TOF,0.5,
caples,2018,prefire,,,caples_33,,AMEUTA,,SH,SL,0.5,
caples,2018,prefire,,,caples_55,,ANGBRE,,FB,TOF,0.5,
caples,2018,prefire,,,caples_57,,ANGBRE,,FB,TOF,0.5,
caples,2018,prefire,,,caples_57,,ANTROS,,FB,TOF,0.5,
caples,2018,prefire,,,caples_54,,APOAND,,FB,TOF,0.5,
caples,2018,prefire,,,caples_47,,AQUFOL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_7,,AQUFOR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_46,,AQUFOR,,FB,TOF,5,Columbia
caples,2018,prefire,,,caples_4,,ARA,,FB,TOF,0.5,
caples,2018,prefire,,,caples_3,,ARAHOL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_58,,ARAPLA,,FB,TOF,0.5,Arabis spp. (see photo - BLE)
caples,2018,prefire,,,caples_53,,ARCABI,,Parasite,,0.5,Dwarf mistletoe on Red Fir
caples,2018,prefire,,,caples_52,,ARCNEV,,SH,SL,1,
caples,2018,prefire,,,caples_9,,ARCPAT,,SH,ST,20,
caples,2018,prefire,,,caples_11,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_19,,ARCPAT,,SH,ST,1,
caples,2018,prefire,,,caples_10,,ARCPAT,,SH,SM,53,
caples,2018,prefire,,,caples_19,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_10,,ARCPAT,,SH,ST,3,
caples,2018,prefire,,,caples_9,,ARCPAT,,SH,SL,19,
caples,2018,prefire,,,caples_9,,ARCPAT,,SH,SM,69,
caples,2018,prefire,,,caples_7,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_18,,ARCPAT,,SH,SL,20,
caples,2018,prefire,,,caples_19,,ARCPAT,,SH,SM,4,
caples,2018,prefire,,,caples_10,,ARCPAT,,SH,SL,5,
caples,2018,prefire,,,caples_44,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_25,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_27,,ARCPAT,,SH,SM,50,
caples,2018,prefire,,,caples_27,,ARCPAT,,SH,SL,2,
caples,2018,prefire,,,caples_29,,ARCPAT,,SH,SM,0.5,
caples,2018,prefire,,,caples_30,,ARCPAT,,SH,SM,5,
caples,2018,prefire,,,caples_26,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_30,,ARCPAT,,SH,SL,1,
caples,2018,prefire,,,caples_26,,ARCPAT,,SH,SM,6,
caples,2018,prefire,,,caples_34,,ARCPAT,,SH,ST,0.5,
caples,2018,prefire,,,caples_34,,ARCPAT,,SH,SM,20,
caples,2018,prefire,,,caples_34,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_35,,ARCPAT,,SH,SM,8,
caples,2018,prefire,,,caples_35,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_37,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_45,,ARCPAT,,SH,SL,5,
caples,2018,prefire,,,caples_18,,ARCPAT,,SH,ST,1,
caples,2018,prefire,,,caples_14,,ARCPAT,,SH,ST,1,
caples,2018,prefire,,,caples_14,,ARCPAT,,SH,SM,10,
caples,2018,prefire,,,caples_14,,ARCPAT,,SH,SL,1,
caples,2018,prefire,,,caples_15,,ARCPAT,,SH,ST,5,
caples,2018,prefire,,,caples_15,,ARCPAT,,SH,SM,35,
caples,2018,prefire,,,caples_27,,ARCPAT,,SH,ST,0.5,
caples,2018,prefire,,,caples_49,,ARCPAT,,SH,SL,3,
caples,2018,prefire,,,caples_18,,ARCPAT,,SH,SM,45,
caples,2018,prefire,,,caples_48,,ARCPAT,,SH,SL,40,
caples,2018,prefire,,,caples_25,,ARCPAT,,SH,ST,0.5,
caples,2018,prefire,,,caples_25,,ARCPAT,,SH,SM,35,
caples,2018,prefire,,,caples_6,,ARCPAT,,SH,SL,0.5,
caples,2018,prefire,,,caples_26,,ARCPAT,,SH,ST,0.5,
caples,2018,prefire,,,caples_11,,ARCPAT,,SH,SM,0.5,
caples,2018,prefire,,,caples_15,,ARCPAT,,SH,SL,1,
caples,2018,prefire,,,caples_22,,ARCPAT,,SH,SM,70,
caples,2018,prefire,,,caples_6,,ARCPAT,,SH,SM,10,
caples,2018,prefire,,,caples_22,,ARCPAT,,SH,ST,2,
caples,2018,prefire,,,caples_2,,ARCPAT,,SH,SM,1,
caples,2018,prefire,,,caples_20,,ARCPAT,,SH,ST,0.5,
caples,2018,prefire,,,caples_6,,ARCPAT,,SH,SM,1,
caples,2018,prefire,,,caples_2,,ARCPAT,,SH,SL,1,
caples,2018,prefire,,,caples_20,,ARCPAT,,SH,SM,10,
caples,2018,prefire,,,caples_20,,ARCPAT,,SH,SL,1,
caples,2018,prefire,,,caples_22,,ARCPAT,,SH,SL,15,
caples,2018,prefire,,,caples_3,,ARN spp.,,FB,TOF,0.5,Arnica spp.
caples,2018,prefire,,,caples_53,,ARNLON,,FB,TOF,0.5,Arnica longifolia?
caples,2018,prefire,,,caples_53,,ARTDOV,,FB,TOF,0.5,
caples,2018,prefire,,,caples_42,,ARTTRI,,FB,TOF,0.5,
caples,2018,prefire,,,caples_55,,ARTTRI,,SH,SL,0.5,
caples,2018,prefire,,,caples_57,,ARTTRI,,SH,SL,0.5,
caples,2018,prefire,,,caples_40,,ARTTRI,,FB,TOF,1,
caples,2018,prefire,,,caples_43,,ARTTRI,,FB,TOF,37,
caples,2018,prefire,,,caples_53,,ARTTRI,,SH,SL,0.5,
caples,2018,prefire,,,caples_54,,ARTTRI,,SH,SL,2,
caples,2018,prefire,,,caples_41,,ARTTRI,,FB,TOF,4,
caples,2018,prefire,,,caples_31,,ASTASC,,FB,TOF,5,
caples,2018,prefire,,,caples_35,,ASTASC,,FB,TOF,0.5,
caples,2018,prefire,,,caples_47,,ASTASC,,FB,TOF,10,
caples,2018,prefire,,,caples_45,,ASTBRE,,FB,TOF,0.5,
caples,2018,prefire,,,caples_49,,ASTBRE,,FB,TOF,0.5,
caples,2018,prefire,,,caples_58,,ASTBRE,,FB,TOF,0.5,Aster breweri (see photo - BLE)
caples,2018,prefire,,,caples_52,,ASTBRE,,FB,TOF,0.5,
caples,2018,prefire,,,caples_53,,Aster sp.,,FB,TOF,0.5,"White ray flowers, yellow disk flowers"
caples,2018,prefire,,,caples_56,,Aster sp.,,FB,TOF,0.5,"dried blue ray flowers and yellow disk flowers. Large-lvd, lvs clasping"
caples,2018,prefire,,,caples_57,,Aster sp.,,FB,TOF,0.5,basal lvs only.
caples,2018,prefire,,,caples_3,,ASTINT,,FB,TOF,0.5,
caples,2018,prefire,,,caples_53,,ASTINT,,FB,TOF,0.5,
caples,2018,prefire,,,caples_54,,ASTOCC,,FB,TOF,0.5,
caples,2018,prefire,,,caples_55,,BOEPLA,,FB,TOF,0.5,Boechera platysperma
caples,2018,prefire,,,caples_57,,BOEPLA,,FB,TOF,0.5,
caples,2018,prefire,,,caples_56,,BOEPLA,,FB,TOF,0.5,
caples,2018,prefire,,,caples_32,,CADE,,TR,TOV,18,
caples,2018,prefire,,,caples_28,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_32,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_1,,CADE,,TR,TOV,15,
caples,2018,prefire,,,caples_28,,CADE,,TR,TOV,80,
caples,2018,prefire,,,caples_20,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_26,,CADE,,TR,TOV,1,
caples,2018,prefire,,,caples_25,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_13,,CADE,,TR,TOV,35,
caples,2018,prefire,,,caples_33,,CADE,,TR,TOV,10,
caples,2018,prefire,,,caples_17,,CADE,,TR,TOV,0.5,
caples,2018,prefire,,,caples_13,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_17,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_16,,CADE,,TR,TOV,25,
caples,2018,prefire,,,caples_1,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_24,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_29,,CADE,,TR,TOV,38,
caples,2018,prefire,,,caples_24,,CADE,,TR,TOV,5,
caples,2018,prefire,,,caples_30,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_2,,CADE,,TR,TOV,2,
caples,2018,prefire,,,caples_3,,CADE,,TR,TOV,2,
caples,2018,prefire,,,caples_16,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_3,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_12,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_29,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_2,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_8,,CADE,,TR,TOV,80,
caples,2018,prefire,,,caples_20,,CADE,,TR,TOV,1,
caples,2018,prefire,,,caples_35,,CADE,,TR,TOV,8,
caples,2018,prefire,,,caples_12,,CADE,,TR,TOV,10,
caples,2018,prefire,,,caples_10,,CADE,,TR,TOV,2,
caples,2018,prefire,,,caples_36,,CADE,,TR,TOV,5,
caples,2018,prefire,,,caples_36,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_5,,CADE,,TR,TOV,59,
caples,2018,prefire,,,caples_4,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_5,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_35,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_21,,CADE,,TR,TOV,0.5,
caples,2018,prefire,,,caples_6,,CADE,,TR,TOV,25,
caples,2018,prefire,,,caples_7,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_7,,CADE,,TR,TOV,30,
caples,2018,prefire,,,caples_37,,CADE,,TR,TOV,35,
caples,2018,prefire,,,caples_37,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_6,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_8,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_11,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_33,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_34,,CADE,,TR,TOV,4,
caples,2018,prefire,,,caples_23,,CADE,,TR,TOV,3,
caples,2018,prefire,,,caples_11,,CADE,,TR,TOV,40,
caples,2018,prefire,,,caples_4,,CADE,,TR,TOV,15,
caples,2018,prefire,,,caples_34,,CADE,,TR,TSA,0.5,
caples,2018,prefire,,,caples_53,,Calamagrostis?,,GR,TOG,0.5,loess branches/node in infl.
caples,2018,prefire,,,caples_57,,CALMON,,FB,TOF,0.5,
caples,2018,prefire,,,caples_51,,CAR spp.,,GR,TOG,0.5,Carex spp.
caples,2018,prefire,,,caples_4,,CAR spp.,,GR,TOG,0.5,Carex spp.
caples,2018,prefire,,,caples_55,,CARBRA,,GR,TOG,0.5,
caples,2018,prefire,,,caples_54,,CARBRA,,GR,TOG,1,
caples,2018,prefire,,,caples_57,,CARBRA,,GR,TOG,1,
caples,2018,prefire,,,caples_56,,CARBRA?,,GR,TOG,0.5,
caples,2018,prefire,,,caples_53,,Carex 1,,GR,TOG,4,Tall dense ball of an infl.
caples,2018,prefire,,,caples_54,,Carex 1,,GR,TOG,0.5,"Tall, male and female same infl. Dry and open environment"
caples,2018,prefire,,,caples_53,,Carex 2,,GR,TOG,1,small statured
caples,2018,prefire,,,caples_54,,Carex 2,,GR,TOG,0.5,Dense ball of an infl; med-br and basal lvs
caples,2018,prefire,,,caples_54,,Carex 3,,GR,TOG,0.5,dense ball of an infl; had very thin lvs
caples,2018,prefire,,,caples_56,,Carex sp 3,,FB,TOG,0.5,
caples,2018,prefire,,,caples_57,,Carex sp 5,,GR,TOG,0.5,dense ball of an infl
caples,2018,prefire,,,caples_56,,Carex sp. 1,,FB,TOG,0.5,
caples,2018,prefire,,,caples_55,,Carex sp. 1,,GR,TOG,0.5,"broader leaves, male and female on same infl."
caples,2018,prefire,,,caples_55,,Carex sp. 2,,GR,TOG,0.5,dense ball of an infl
caples,2018,prefire,,,caples_56,,Carex sp. 2,,FB,TOG,0.5,
caples,2018,prefire,,,caples_54,,CARMUL,,GR,TOG,0.5,
caples,2018,prefire,,,caples_57,,CARMUL,,GR,TOG,6,
caples,2018,prefire,,,caples_58,,CARMUL,,GR,TOG,0.5,
caples,2018,prefire,,,caples_56,,CARMUL?,,GR,TOG,65,
caples,2018,prefire,,,caples_6,,CASAPP,,FB,TOF,0.5,
caples,2018,prefire,,,caples_47,,CASMIN,,FB,TOF,1,
caples,2018,prefire,,,caples_17,,CEACOR,,SH,SM,0.5,
caples,2018,prefire,,,caples_18,,CEACOR,,SH,SM,1,
caples,2018,prefire,,,caples_14,,CEACOR,,SH,SM,2,
caples,2018,prefire,,,caples_14,,CEACOR,,SH,SL,1,
caples,2018,prefire,,,caples_18,,CEACOR,,SH,SL,0.5,
caples,2018,prefire,,,caples_10,,CEACOR,,SH,SL,0.5,
caples,2018,prefire,,,caples_10,,CEACOR,,SH,SM,15,
caples,2018,prefire,,,caples_10,,CEACOR,,SH,ST,0.5,
caples,2018,prefire,,,caples_9,,CEACOR,,SH,SL,1,
caples,2018,prefire,,,caples_17,,CEACOR,,SH,SL,0.5,
caples,2018,prefire,,,caples_9,,CEACOR,,SH,SM,1,
caples,2018,prefire,,,caples_9,,CEACOR,,SH,ST,0.5,
caples,2018,prefire,,,caples_16,,CEACOR,,SH,SM,2,
caples,2018,prefire,,,caples_16,,CEACOR,,SH,SL,0.5,
caples,2018,prefire,,,caples_15,,CEAINT,,SH,SM,0.5,
caples,2018,prefire,,,caples_15,,CEAINT,,SH,ST,0.5,
caples,2018,prefire,,,caples_15,,CEAINT,,SH,SL,0.5,
caples,2018,prefire,,,caples_18,,CHAFAL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_11,,CHAFOL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_10,,CHAFOL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_15,,CHAFOL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_22,,CHAFOL,,FB,TOF,5,
caples,2018,prefire,,,caples_35,,CHAFOL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_19,,CHAFOL,,FB,TOF,3,
caples,2018,prefire,,,caples_42,,CHANEV,,FB,TOF,0.5,
caples,2018,prefire,,,caples_3,,CHEGRA,,FB,TOF,0.5,
caples,2018,prefire,,,caples_2,,CHEGRA,,FB,TOF,0.5,
caples,2018,prefire,,,caples_2,,CHRSEM,,SH,SM,1,
caples,2018,prefire,,,caples_2,,CHRSEM,,SH,SL,1,
caples,2018,prefire,,,caples_55,,CIRAND,,FB,TOF,1,
caples,2018,prefire,,,caples_38,,CIRAND,,FB,TOF,0.5,
caples,2018,prefire,,,caples_54,,CIRANO,,FB,TOF,1,
caples,2018,prefire,,,caples_20,,CLAPAR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_2,,CLAPAR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_43,,COLGRA,,FB,TOF,0.5,
caples,2018,prefire,,,caples_16,,COLLIN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_37,,COLLIN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_42,,COLLIN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_38,,COLLIN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_35,,COLLIN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_20,,COLLIN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_40,,COLLIN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_2,,COLLIN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_1,,COLLIN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_56,,COLTOR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_55,,COLTOR,,FB,TOF,1,
caples,2018,prefire,,,caples_53,,COLTOR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_54,,COLTOR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_57,,COLTOR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_56,,Corallorhiza?,,FB,TOF,0.5,in fruit; parasitic; pictures on Haley's phone
caples,2018,prefire,,,caples_34,,CRYACR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_35,,CRYACR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_30,,CRYACR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_26,,CRYACR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_51,,CRYACR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_53,,Cryptantha sp.,,FB,TOF,0.5,"Smooth, mottled nutlets"
caples,2018,prefire,,,caples_57,,CYMTER,,FB,TOF,0.5,
caples,2018,prefire,,,caples_55,,CYMTER,,FB,TOF,0.5,Cymopterus terabinthinus
caples,2018,prefire,,,caples_56,,CYMTER,,FB,TOF,0.5,
caples,2018,prefire,,,caples_55,,DELNUT,,FB,TOF,0.5,
caples,2018,prefire,,,caples_51,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_40,,ELYELM,,GR,TOG,1,
caples,2018,prefire,,,caples_43,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_41,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_6,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_49,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_50,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_54,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_34,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_42,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_38,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_57,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_55,,ELYELM,,GR,TOG,3,
caples,2018,prefire,,,caples_3,,ELYELM,,GR,TOG,1,
caples,2018,prefire,,,caples_1,,ELYELM,,GR,TOG,0.5,Squirreltail
caples,2018,prefire,,,caples_20,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_58,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_35,,ELYELM,,GR,TOG,0.5,
caples,2018,prefire,,,caples_56,,ELYELM,,GR,TOG,6,
caples,2018,prefire,,,caples_55,,ELYGLA,,GR,TOG,3,
caples,2018,prefire,,,caples_56,,ELYGLA,,GR,TOG,1,
caples,2018,prefire,,,caples_54,,ELYGLA,,GR,TOG,4,
caples,2018,prefire,,,caples_53,,ELYGLA,,GR,TOG,35,
caples,2018,prefire,,,caples_46,,EPIANG,,FB,TOF,5,
caples,2018,prefire,,,caples_19,,EPICAN,,FB,TOF,0.5,
caples,2018,prefire,,,caples_35,,ERICOM,,FB,TOF,0.5,"not var. discoideus, because found in sub-alpine"
caples,2018,prefire,,,caples_55,,Erigeron sp.,,FB,TOF,0.5,"purple rays, yellow disks; small linear lvs with rounded tips"
caples,2018,prefire,,,caples_54,,Erigeron sp.,,FB,TOF,2,"Purple rays, yellow disks, short, linear lvs with rounded tips"
caples,2018,prefire,,,caples_57,,ERIINO,,FB,TOF,0.5,
caples,2018,prefire,,,caples_55,,ERIINO,,FB,TOF,0.5,
caples,2018,prefire,,,caples_56,,ERIINO,,FB,TOF,0.5,
caples,2018,prefire,,,caples_3,,ERILAN,,FB,TOF,0.5,Eriophilum (LAN?)
caples,2018,prefire,,,caples_38,,ERILOB,,FB,TOF,0.5,
caples,2018,prefire,,,caples_2,,ERILOB,,FB,TOF,0.5,
caples,2018,prefire,,,caples_25,,ERIMAR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_26,,ERIMAR,,FB,TOF,0.5,
caples,2018,prefire,,,caples_14,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_6,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_38,,ERINUD,,FB,TOF,1,
caples,2018,prefire,,,caples_3,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_34,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_13,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_26,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_35,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_10,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_16,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_4,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_2,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_25,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_21,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_27,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_19,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_30,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_56,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_54,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_50,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_57,,ERINUD,,FB,TOF,0.5,
caples,2018,prefire,,,caples_41,,ERIUMB,,FB,TOF,0.5,
caples,2018,prefire,,,caples_43,,ERIUMB,,FB,TOF,0.5,
caples,2018,prefire,,,caples_57,,ERIUMB,,FB,TOF,1,
caples,2018,prefire,,,caples_40,,ERIUMB,,FB,TOF,0.5,
caples,2018,prefire,,,caples_50,,ERIWRI,,FB,TOF,0.5,
caples,2018,prefire,,,caples_42,,ERIWRI,,FB,TOF,0.5,
caples,2018,prefire,,,caples_55,,ERYCAP,,FB,TOF,0.5,
caples,2018,prefire,,,caples_38,,ERYCAP,,FB,TOF,0.5,
caples,2018,prefire,,,caples_54,,ERYCAP,,FB,TOF,0.5,
caples,2018,prefire,,,caples_42,,ERYCAP,,FB,TOF,0.5,
caples,2018,prefire,,,caples_4,,FES spp.,,GR,TOG,0.5,Fescue spp.
caples,2018,prefire,,,caples_2,,FESIDO,,GR,TOG,0.5,
caples,2018,prefire,,,caples_54,,FRASPE,,FB,TOF,0.5,"Frasera species, basal lvs only"
caples,2018,prefire,,,caples_56,,FRASPE,,FB,TOF,0.5,
caples,2018,prefire,,,caples_36,,FRAVES,,FB,TOF,0.5,
caples,2018,prefire,,,caples_34,,GAL spp.,,FB,TOF,0.5,Galium spp. (no flowers)
caples,2018,prefire,,,caples_55,,GAYDIF,,FB,TOF,0.5,
caples,2018,prefire,,,caples_53,,GAYDIF,,FB,TOF,0.5,
caples,2018,prefire,,,caples_13,,GOOOBL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_23,,GOOOBL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_5,,GOOOBL,,FB,TOF,0.5,Rattlesnake plantain
caples,2018,prefire,,,caples_32,,GOOOBL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_17,,GOOOBL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_8,,GOOOBL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_24,,GOOOBL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_36,,GR1,,GR,TOG,25,"Heavily grazed, unable to identify."
caples,2018,prefire,,,caples_36,,GR2,,GR,TOG,25,"Heavily grazed, unable to identify."
caples,2018,prefire,,,caples_36,,GR3,,GR,TOG,25,"Heavily grazed, unable to identify."
caples,2018,prefire,,,caples_36,,GR4,,GR,TOG,25,"Heavily grazed, unable to identify."
caples,2018,prefire,,,caples_56,,HACVEL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_55,,HACVEL,,FB,TOF,6,
caples,2018,prefire,,,caples_54,,HACVEL,,FB,TOF,7,
caples,2018,prefire,,,caples_40,,HACVEL,,FB,TOF,0.5,
caples,2018,prefire,,,caples_38,,HACVEL,,FB,TOF,1,
caples,2018,prefire,,,caples_53,,HACVEL,,FB,TOF,10,
caples,2018,prefire,,,caples_46,,HERLAN,,FB,TOF,20,Cow parsnip
caples,2018,prefire,,,caples_53,,HERLAN,,FB,TOF,5,cow parsnip
caples,2018,prefire,,,caples_7,,HIEALB,,FB,TOF,0.5,
caples,2018,prefire,,,caples_45,,HIEALB,,FB,TOF,0.5,
caples,2018,prefire,,,caples_16,,HIEALB,,FB,TOF,0.5,
caples,2018,prefire,,,caples_12,,HIEALB,,FB,TOF,0.5,
caples,2018,prefire,,,caples_48,,HOLDIS,,FB,TOF,0.5,
caples,2018,prefire,,,caples_45,,HOLDIS,,FB,TOF,0.5,
caples,2018,prefire,,,caples_43,,IPOAGG,,FB,TOF,0.5,
caples,2018,prefire,,,caples_55,,IPOAGG,,FB,TOF,3,
caples,2018,prefire,,,caples_2,,JUN spp.,,GR,TOG,0.5,Juncus spp.
caples,2018,prefire,,,caples_3,,JUN spp.,,GR,TOG,0.5,Juncus spp.
caples,2018,prefire,,,caples_52,,JUNPAR,,GR,TOG,0.5,
caples,2018,prefire,,,caples_51,,JUNPAR,,GR,TOG,0.5,
caples,2018,prefire,,,caples_50,,JUNPAR,,GR,TOG,1,
caples,2018,prefire,,,caples_49,,JUNPAR,,GR,TOG,0.5,
caples,2018,prefire,,,caples_2,,JUOC,,TR,TOV,0.5,
caples,2018,prefire,,,caples_34,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_45,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_55,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_54,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_26,,JUOC,,TR,TOV,1,
caples,2018,prefire,,,caples_48,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_25,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_25,,JUOC,,TR,TOV,4,
caples,2018,prefire,,,caples_49,,JUOC,,TR,TOV,2,
caples,2018,prefire,,,caples_50,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_54,,JUOC,,TR,TOV,30,
caples,2018,prefire,,,caples_41,,JUOC,,TR,TOV,6,
caples,2018,prefire,,,caples_42,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_19,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_20,,JUOC,,TR,TOV,1,
caples,2018,prefire,,,caples_40,,JUOC,,TR,TOV,20,
caples,2018,prefire,,,caples_41,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_42,,JUOC,,TR,TOV,7,
caples,2018,prefire,,,caples_40,,JUOC,,TR,TSA,0.5,
caples,2018,prefire,,,caples_19,,JUOC,,TR,TOV,10,
caples,2018,prefire,,,caples_19,,KECBRE,,FB,TOF,0.5,
